日付,場名,場コード,レース,賭式,組番,オッズ
2025-05-19,函館,11,5R,sanrentan,4-6-1,1153.8
2025-05-19,函館,11,5R,sanrentan,4-6-2,4230.7
2025-05-19,函館,11,5R,sanrentan,4-6-3,5288.4
2025-05-19,函館,11,5R,sanrentan,4-6-5,968.8
2025-05-19,函館,11,5R,sanrentan,4-6-7,2538.4
2025-05-19,函館,11,5R,sanrentan,4-7-1,3021.9
2025-05-19,函館,11,5R,sanrentan,4-7-2,9065.8
2025-05-19,函館,11,5R,sanrentan,4-7-3,4532.9
2025-05-19,函館,11,5R,sanrentan,4-7-5,3732.9
2025-05-19,函館,11,5R,sanrentan,4-7-6,3525.6
2025-05-19,函館,11,5R,sanrentan,5-1-2,114.4
2025-05-19,函館,11,5R,sanrentan,5-1-3,19.9
2025-05-19,函館,11,5R,sanrentan,5-1-4,9.1
2025-05-19,函館,11,5R,sanrentan,5-1-6,3.6
2025-05-19,函館,11,5R,sanrentan,5-1-7,9.4
2025-05-19,函館,11,5R,sanrentan,5-2-1,330.5
2025-05-19,函館,11,5R,sanrentan,5-2-3,773.9
2025-05-19,函館,11,5R,sanrentan,5-2-4,818.8
2025-05-19,函館,11,5R,sanrentan,5-2-6,520.1
2025-05-19,函館,11,5R,sanrentan,5-2-7,755.4
2025-05-19,函館,11,5R,sanrentan,5-3-1,42.9
2025-05-19,函館,11,5R,sanrentan,5-3-2,515.9
2025-05-19,函館,11,5R,sanrentan,5-3-4,135.1
2025-05-19,函館,11,5R,sanrentan,5-3-6,69.9
2025-05-19,函館,11,5R,sanrentan,5-3-7,160.2
2025-05-19,函館,11,5R,sanrentan,5-4-1,22.1
2025-05-19,函館,11,5R,sanrentan,5-4-2,499.6
2025-05-19,函館,11,5R,sanrentan,5-4-3,107.5
2025-05-19,函館,11,5R,sanrentan,5-4-6,39.4
2025-05-19,函館,11,5R,sanrentan,5-4-7,91.8
2025-05-19,函館,11,5R,sanrentan,5-6-1,6.6
2025-05-19,函館,11,5R,sanrentan,5-6-2,228.2
2025-05-19,函館,11,5R,sanrentan,5-6-3,54.2
2025-05-19,函館,11,5R,sanrentan,5-6-4,30.2
2025-05-19,函館,11,5R,sanrentan,5-6-7,20.8
2025-05-19,函館,11,5R,sanrentan,5-7-1,17.4
2025-05-19,函館,11,5R,sanrentan,5-7-2,450.0
2025-05-19,函館,11,5R,sanrentan,5-7-3,142.2
2025-05-19,函館,11,5R,sanrentan,5-7-4,74.7
2025-05-19,函館,11,5R,sanrentan,5-7-6,31.8
2025-05-19,函館,11,5R,sanrentan,6-1-2,3021.9
2025-05-19,函館,11,5R,sanrentan,6-1-3,1244.3
2025-05-19,函館,11,5R,sanrentan,6-1-4,628.3
2025-05-19,函館,11,5R,sanrentan,6-1-5,190.0
2025-05-19,函館,11,5R,sanrentan,6-1-7,725.2
2025-05-19,函館,11,5R,sanrentan,6-2-1,5076.8
2025-05-19,函館,11,5R,sanrentan,6-2-3,9065.8
2025-05-19,函館,11,5R,sanrentan,6-2-4,6680.0
2025-05-19,函館,11,5R,sanrentan,6-2-5,3340.0
2025-05-19,函館,11,5R,sanrentan,6-2-7,7932.6
2025-05-19,函館,11,5R,sanrentan,6-3-1,2700.4
2025-05-19,函館,11,5R,sanrentan,6-3-2,4700.8
2025-05-19,函館,11,5R,sanrentan,6-3-4,4094.2
2025-05-19,函館,11,5R,sanrentan,6-3-5,1923.0
2025-05-19,函館,11,5R,sanrentan,6-3-7,4881.6
2025-05-19,函館,11,5R,sanrentan,6-4-1,1066.5
2025-05-19,函館,11,5R,sanrentan,6-4-2,9065.8
2025-05-19,函館,11,5R,sanrentan,6-4-3,3430.3
2025-05-19,函館,11,5R,sanrentan,6-4-5,746.5
2025-05-19,函館,11,5R,sanrentan,6-4-7,2307.6
2025-05-19,函館,11,5R,sanrentan,6-5-1,112.2
2025-05-19,函館,11,5R,sanrentan,6-5-2,1627.2
2025-05-19,函館,11,5R,sanrentan,6-5-3,547.0
2025-05-19,函館,11,5R,sanrentan,6-5-4,239.9
2025-05-19,函館,11,5R,sanrentan,6-5-7,255.8
2025-05-19,函館,11,5R,sanrentan,6-7-1,1153.8
2025-05-19,函館,11,5R,sanrentan,6-7-2,8461.4
2025-05-19,函館,11,5R,sanrentan,6-7-3,3340.0
2025-05-19,函館,11,5R,sanrentan,6-7-4,1952.6
2025-05-19,函館,11,5R,sanrentan,6-7-5,725.2
2025-05-19,函館,11,5R,sanrentan,7-1-2,3173.0
2025-05-19,函館,11,5R,sanrentan,7-1-3,2488.6
2025-05-19,函館,11,5R,sanrentan,7-1-4,1566.9
2025-05-19,函館,11,5R,sanrentan,7-1-5,721.1
2025-05-19,函館,11,5R,sanrentan,7-1-6,926.4
2025-05-19,函館,11,5R,sanrentan,7-2-1,8461.4
2025-05-19,函館,11,5R,sanrentan,7-2-3,7465.9
2025-05-19,函館,11,5R,sanrentan,7-2-4,9065.8
2025-05-19,函館,11,5R,sanrentan,7-2-5,4881.6
2025-05-19,函館,11,5R,sanrentan,7-2-6,7932.6
2025-05-19,函館,11,5R,sanrentan,7-3-1,4700.8
2025-05-19,函館,11,5R,sanrentan,7-3-2,7465.9
2025-05-19,函館,11,5R,sanrentan,7-3-4,7051.2
2025-05-19,函館,11,5R,sanrentan,7-3-5,4376.6
2025-05-19,函館,11,5R,sanrentan,7-3-6,5518.3
2025-05-19,函館,11,5R,sanrentan,7-4-1,2394.7
2025-05-19,函館,11,5R,sanrentan,7-4-2,9065.8
2025-05-19,函館,11,5R,sanrentan,7-4-3,6680.0
2025-05-19,函館,11,5R,sanrentan,7-4-5,2759.1
2025-05-19,函館,11,5R,sanrentan,7-4-6,2884.5
2025-05-19,函館,11,5R,sanrentan,7-5-1,463.2
2025-05-19,函館,11,5R,sanrentan,7-5-2,3846.1
2025-05-19,函館,11,5R,sanrentan,7-5-3,1738.6
2025-05-19,函館,11,5R,sanrentan,7-5-4,1606.6
2025-05-19,函館,11,5R,sanrentan,7-5-6,579.5
2025-05-19,函館,11,5R,sanrentan,7-6-1,1529.1
2025-05-19,函館,11,5R,sanrentan,7-6-2,7051.2
2025-05-19,函館,11,5R,sanrentan,7-6-3,6043.8
2025-05-19,函館,11,5R,sanrentan,7-6-4,2884.5
2025-05-19,函館,11,5R,sanrentan,7-6-5,1015.3
2025-05-19,函館,11,5R,sanrenfuku,1-2-3,485.4
2025-05-19,函館,11,5R,sanrenfuku,1-2-4,513.9
2025-05-19,函館,11,5R,sanrenfuku,1-2-5,70.4
2025-05-19,函館,11,5R,sanrenfuku,1-2-6,242.7
2025-05-19,函館,11,5R,sanrenfuku,1-2-7,459.8
2025-05-19,函館,11,5R,sanrenfuku,1-3-4,236.1
2025-05-19,函館,11,5R,sanrenfuku,1-3-5,12.2
2025-05-19,函館,11,5R,sanrenfuku,1-3-6,213.1
2025-05-19,函館,11,5R,sanrenfuku,1-3-7,291.2
2025-05-19,函館,11,5R,sanrenfuku,1-4-5,4.6
2025-05-19,函館,11,5R,sanrenfuku,1-4-6,76.6
2025-05-19,函館,11,5R,sanrenfuku,1-4-7,143.2
2025-05-19,函館,11,5R,sanrenfuku,1-5-6,1.8
2025-05-19,函館,11,5R,sanrenfuku,1-5-7,5.0
2025-05-19,函館,11,5R,sanrenfuku,1-6-7,106.5
2025-05-19,函館,11,5R,sanrenfuku,2-3-4,416.0
2025-05-19,函館,11,5R,sanrenfuku,2-3-5,349.5
2025-05-19,函館,11,5R,sanrenfuku,2-3-6,672.1
2025-05-19,函館,11,5R,sanrenfuku,2-3-7,582.5
2025-05-19,函館,11,5R,sanrenfuku,2-4-5,485.4
2025-05-19,函館,11,5R,sanrenfuku,2-4-6,728.1
2025-05-19,函館,11,5R,sanrenfuku,2-4-7,794.3
2025-05-19,函館,11,5R,sanrenfuku,2-5-6,148.0
2025-05-19,函館,11,5R,sanrenfuku,2-5-7,416.0
2025-05-19,函館,11,5R,sanrenfuku,2-6-7,970.8
2025-05-19,函館,11,5R,sanrenfuku,3-4-5,63.3
2025-05-19,函館,11,5R,sanrenfuku,3-4-6,436.8
2025-05-19,函館,11,5R,sanrenfuku,3-4-7,485.4
2025-05-19,函館,11,5R,sanrenfuku,3-5-6,37.0
2025-05-19,函館,11,5R,sanrenfuku,3-5-7,87.3
2025-05-19,函館,11,5R,sanrenfuku,3-6-7,397.1
2025-05-19,函館,11,5R,sanrenfuku,4-5-6,15.3
2025-05-19,函館,11,5R,sanrenfuku,4-5-7,55.6
2025-05-19,函館,11,5R,sanrenfuku,4-6-7,281.8
2025-05-19,函館,11,5R,sanrenfuku,5-6-7,15.4
2025-05-19,函館,11,5R,wide,1-2,38.9〜64.5
2025-05-19,函館,11,5R,wide,1-3,5.1〜8.9
2025-05-19,函館,11,5R,wide,1-4,4.6〜8.0
2025-05-19,函館,11,5R,wide,1-5,1.0〜1.0
2025-05-19,函館,11,5R,wide,1-6,1.5〜2.7
2025-05-19,函館,11,5R,wide,1-7,3.4〜5.9
2025-05-19,函館,11,5R,wide,2-3,133.2〜138.8
2025-05-19,函館,11,5R,wide,2-4,133.3〜138.8
2025-05-19,函館,11,5R,wide,2-5,35.2〜57.5
2025-05-19,函館,11,5R,wide,2-6,98.2〜113.5
2025-05-19,函館,11,5R,wide,2-7,108.1〜113.5
2025-05-19,函館,11,5R,wide,3-4,35.2〜38.4
2025-05-19,函館,11,5R,wide,3-5,3.6〜6.0
2025-05-19,函館,11,5R,wide,3-6,26.7〜32.5
2025-05-19,函館,11,5R,wide,3-7,29.5〜32.5
2025-05-19,函館,11,5R,wide,4-5,3.6〜6.2
2025-05-19,函館,11,5R,wide,4-6,11.6〜14.0
2025-05-19,函館,11,5R,wide,4-7,20.0〜22.0
2025-05-19,函館,11,5R,wide,5-6,1.3〜2.2
2025-05-19,函館,11,5R,wide,5-7,3.0〜5.1
2025-05-19,函館,11,5R,wide,6-7,10.8〜13.2
2025-05-19,函館,11,6R,niwakutan,1-2,9999.9
2025-05-19,函館,11,6R,niwakutan,1-3,9999.9
2025-05-19,函館,11,6R,niwakutan,1-4,9999.9
2025-05-19,函館,11,6R,niwakutan,1-5,9999.9
2025-05-19,函館,11,6R,niwakutan,1-6,9999.9
2025-05-19,函館,11,6R,niwakutan,2-1,9999.9
2025-05-19,函館,11,6R,niwakutan,2-3,9999.9
2025-05-19,函館,11,6R,niwakutan,2-4,9999.9
2025-05-19,函館,11,6R,niwakutan,2-5,9999.9
2025-05-19,函館,11,6R,niwakutan,2-6,9999.9
2025-05-19,函館,11,6R,niwakutan,3-1,9999.9
2025-05-19,函館,11,6R,niwakutan,3-2,9999.9
2025-05-19,函館,11,6R,niwakutan,3-4,9999.9
2025-05-19,函館,11,6R,niwakutan,3-5,9999.9
2025-05-19,函館,11,6R,niwakutan,3-6,9999.9
2025-05-19,函館,11,6R,niwakutan,4-1,9999.9
2025-05-19,函館,11,6R,niwakutan,4-2,9999.9
2025-05-19,函館,11,6R,niwakutan,4-3,9999.9
2025-05-19,函館,11,6R,niwakutan,4-5,9999.9
2025-05-19,函館,11,6R,niwakutan,4-6,9999.9
2025-05-19,函館,11,6R,niwakutan,5-1,9999.9
2025-05-19,函館,11,6R,niwakutan,5-2,9999.9
2025-05-19,函館,11,6R,niwakutan,5-3,9999.9
2025-05-19,函館,11,6R,niwakutan,5-4,9999.9
2025-05-19,函館,11,6R,niwakutan,5-6,9999.9
2025-05-19,函館,11,6R,niwakutan,6-1,9999.9
2025-05-19,函館,11,6R,niwakutan,6-2,9999.9
2025-05-19,函館,11,6R,niwakutan,6-3,9999.9
2025-05-19,函館,11,6R,niwakutan,6-4,9999.9
2025-05-19,函館,11,6R,niwakutan,6-5,9999.9
2025-05-19,函館,11,6R,niwakutan,6-6,9999.9
2025-05-19,函館,11,6R,niwakufuku,1-2,9999.9
2025-05-19,函館,11,6R,niwakufuku,1-3,9999.9
2025-05-19,函館,11,6R,niwakufuku,1-4,9999.9
2025-05-19,函館,11,6R,niwakufuku,1-5,9999.9
2025-05-19,函館,11,6R,niwakufuku,1-6,9999.9
2025-05-19,函館,11,6R,niwakufuku,2-3,9999.9
2025-05-19,函館,11,6R,niwakufuku,2-4,9999.9
2025-05-19,函館,11,6R,niwakufuku,2-5,9999.9
2025-05-19,函館,11,6R,niwakufuku,2-6,9999.9
2025-05-19,函館,11,6R,niwakufuku,3-4,9999.9
2025-05-19,函館,11,6R,niwakufuku,3-5,9999.9
2025-05-19,函館,11,6R,niwakufuku,3-6,9999.9
2025-05-19,函館,11,6R,niwakufuku,4-5,9999.9
2025-05-19,函館,11,6R,niwakufuku,4-6,9999.9
2025-05-19,函館,11,6R,niwakufuku,5-6,9999.9
2025-05-19,函館,11,6R,niwakufuku,6-6,9999.9
2025-05-19,函館,11,6R,nirentan,1-2,452.6
2025-05-19,函館,11,6R,nirentan,1-3,339.5
2025-05-19,函館,11,6R,nirentan,1-4,325.9
2025-05-19,函館,11,6R,nirentan,1-5,905.3
2025-05-19,函館,11,6R,nirentan,1-6,1018.5
2025-05-19,函館,11,6R,nirentan,1-7,220.2
2025-05-19,函館,11,6R,nirentan,2-1,325.9
2025-05-19,函館,11,6R,nirentan,2-3,156.6
2025-05-19,函館,11,6R,nirentan,2-4,135.8
2025-05-19,函館,11,6R,nirentan,2-5,1018.5
2025-05-19,函館,11,6R,nirentan,2-6,814.8
2025-05-19,函館,11,6R,nirentan,2-7,54.6
2025-05-19,函館,11,6R,nirentan,3-1,159.7
2025-05-19,函館,11,6R,nirentan,3-2,77.6
2025-05-19,函館,11,6R,nirentan,3-4,47.0
2025-05-19,函館,11,6R,nirentan,3-5,325.9
2025-05-19,函館,11,6R,nirentan,3-6,388.0
2025-05-19,函館,11,6R,nirentan,3-7,10.4
2025-05-19,函館,11,6R,nirentan,4-1,313.3
2025-05-19,函館,11,6R,nirentan,4-2,127.3
2025-05-19,函館,11,6R,nirentan,4-3,104.4
2025-05-19,函館,11,6R,nirentan,4-5,814.8
2025-05-19,函館,11,6R,nirentan,4-6,1018.5
2025-05-19,函館,11,6R,nirentan,4-7,49.3
2025-05-19,函館,11,6R,nirentan,5-1,1358.0
2025-05-19,函館,11,6R,nirentan,5-2,1164.0
2025-05-19,函館,11,6R,nirentan,5-3,1358.0
2025-05-19,函館,11,6R,nirentan,5-4,814.8
2025-05-19,函館,11,6R,nirentan,5-6,1164.0
2025-05-19,函館,11,6R,nirentan,5-7,388.0
2025-05-19,函館,11,6R,nirentan,6-1,4074.0
2025-05-19,函館,11,6R,nirentan,6-2,4074.0
2025-05-19,函館,11,6R,nirentan,6-3,2037.0
2025-05-19,函館,11,6R,nirentan,6-4,2037.0
2025-05-19,函館,11,6R,nirentan,6-5,2037.0
2025-05-19,函館,11,6R,nirentan,6-7,407.4
2025-05-19,函館,11,6R,nirentan,7-1,22.3
2025-05-19,函館,11,6R,nirentan,7-2,3.5
2025-05-19,函館,11,6R,nirentan,7-3,2.2
2025-05-19,函館,11,6R,nirentan,7-4,3.6
2025-05-19,函館,11,6R,nirentan,7-5,83.1
2025-05-19,函館,11,6R,nirentan,7-6,43.1
2025-05-19,函館,11,6R,nirenfuku,1-2,119.0
2025-05-19,函館,11,6R,nirenfuku,1-3,115.6
2025-05-19,函館,11,6R,nirenfuku,1-4,119.0
2025-05-19,函館,11,6R,nirenfuku,1-5,175.9
2025-05-19,函館,11,6R,nirenfuku,1-6,311.3
2025-05-19,函館,11,6R,nirenfuku,1-7,21.3
2025-05-19,函館,11,6R,nirenfuku,2-3,48.1
2025-05-19,函館,11,6R,nirenfuku,2-4,66.3
2025-05-19,函館,11,6R,nirenfuku,2-5,337.2
2025-05-19,函館,11,6R,nirenfuku,2-6,115.6
2025-05-19,函館,11,6R,nirenfuku,2-7,3.7
2025-05-19,函館,11,6R,nirenfuku,3-4,24.6
2025-05-19,函館,11,6R,nirenfuku,3-5,168.6
2025-05-19,函館,11,6R,nirenfuku,3-6,149.8
2025-05-19,函館,11,6R,nirenfuku,3-7,1.7
2025-05-19,函館,11,6R,nirenfuku,4-5,449.6
2025-05-19,函館,11,6R,nirenfuku,4-6,449.6
2025-05-19,函館,11,6R,nirenfuku,4-7,3.5
2025-05-19,函館,11,6R,nirenfuku,5-6,449.6
2025-05-19,函館,11,6R,nirenfuku,5-7,63.2
2025-05-19,函館,11,6R,nirenfuku,6-7,43.9
2025-05-19,函館,11,6R,sanrentan,1-2-3,2886.1
2025-05-19,函館,11,6R,sanrentan,1-2-4,6734.2
2025-05-19,函館,11,6R,sanrentan,1-2-5,8838.7
2025-05-19,函館,11,6R,sanrentan,1-2-6,9999.9
2025-05-19,函館,11,6R,sanrentan,1-2-7,3367.1
2025-05-19,函館,11,6R,sanrentan,1-3-2,2396.9
2025-05-19,函館,11,6R,sanrentan,1-3-4,3008.9
2025-05-19,函館,11,6R,sanrentan,1-3-5,4561.9
2025-05-19,函館,11,6R,sanrentan,1-3-6,3928.3
2025-05-19,函館,11,6R,sanrentan,1-3-7,1096.2
2025-05-19,函館,11,6R,sanrentan,1-4-2,4285.4
2025-05-19,函館,11,6R,sanrentan,1-4-3,3214.0
2025-05-19,函館,11,6R,sanrentan,1-4-5,5237.7
2025-05-19,函館,11,6R,sanrentan,1-4-6,8838.7
2025-05-19,函館,11,6R,sanrentan,1-4-7,2618.8
2025-05-19,函館,11,6R,sanrentan,1-5-2,9999.9
2025-05-19,函館,11,6R,sanrentan,1-5-3,3822.1
2025-05-19,函館,11,6R,sanrentan,1-5-4,9999.9
2025-05-19,函館,11,6R,sanrentan,1-5-6,6734.2
2025-05-19,函館,11,6R,sanrentan,1-5-7,5892.4
2025-05-19,函館,11,6R,sanrentan,1-6-2,6734.2
2025-05-19,函館,11,6R,sanrentan,1-6-3,3626.1
2025-05-19,函館,11,6R,sanrentan,1-6-4,9427.9
2025-05-19,函館,11,6R,sanrentan,1-6-5,9999.9
2025-05-19,函館,11,6R,sanrentan,1-6-7,5439.2
2025-05-19,函館,11,6R,sanrentan,1-7-2,1504.4
2025-05-19,函館,11,6R,sanrentan,1-7-3,817.4
2025-05-19,函館,11,6R,sanrentan,1-7-4,1571.3
2025-05-19,函館,11,6R,sanrentan,1-7-5,2828.3
2025-05-19,函館,11,6R,sanrentan,1-7-6,2886.1
2025-05-19,函館,11,6R,sanrentan,2-1-3,2772.9
2025-05-19,函館,11,6R,sanrentan,2-1-4,4419.3
2025-05-19,函館,11,6R,sanrentan,2-1-5,4876.5
2025-05-19,函館,11,6R,sanrentan,2-1-6,6428.1
2025-05-19,函館,11,6R,sanrentan,2-1-7,1964.1
2025-05-19,函館,11,6R,sanrentan,2-3-1,1836.6
2025-05-19,函館,11,6R,sanrentan,2-3-4,579.5
2025-05-19,函館,11,6R,sanrentan,2-3-5,2946.2
2025-05-19,函館,11,6R,sanrentan,2-3-6,3288.8
2025-05-19,函館,11,6R,sanrentan,2-3-7,319.2
2025-05-19,函館,11,6R,sanrentan,2-4-1,2772.9
2025-05-19,函館,11,6R,sanrentan,2-4-3,794.4
2025-05-19,函館,11,6R,sanrentan,2-4-5,3721.5
2025-05-19,函館,11,6R,sanrentan,2-4-6,5050.6
2025-05-19,函館,11,6R,sanrentan,2-4-7,546.0
2025-05-19,函館,11,6R,sanrentan,2-5-1,4713.9
2025-05-19,函館,11,6R,sanrentan,2-5-3,4561.9
2025-05-19,函館,11,6R,sanrentan,2-5-4,6428.1
2025-05-19,函館,11,6R,sanrentan,2-5-6,8838.7
2025-05-19,函館,11,6R,sanrentan,2-5-7,3928.3
2025-05-19,函館,11,6R,sanrentan,2-6-1,8318.7
2025-05-19,函館,11,6R,sanrentan,2-6-3,8318.7
2025-05-19,函館,11,6R,sanrentan,2-6-4,8838.7
2025-05-19,函館,11,6R,sanrentan,2-6-5,9999.9
2025-05-19,函館,11,6R,sanrentan,2-6-7,5050.6
2025-05-19,函館,11,6R,sanrentan,2-7-1,570.2
2025-05-19,函館,11,6R,sanrentan,2-7-3,135.5
2025-05-19,函館,11,6R,sanrentan,2-7-4,174.1
2025-05-19,函館,11,6R,sanrentan,2-7-5,1663.7
2025-05-19,函館,11,6R,sanrentan,2-7-6,1911.0
2025-05-19,函館,11,6R,sanrentan,3-1-2,1240.5
2025-05-19,函館,11,6R,sanrentan,3-1-4,968.6
2025-05-19,函館,11,6R,sanrentan,3-1-5,1911.0
2025-05-19,函館,11,6R,sanrentan,3-1-6,1488.6
2025-05-19,函館,11,6R,sanrentan,3-1-7,379.1
2025-05-19,函館,11,6R,sanrentan,3-2-1,634.1
2025-05-19,函館,11,6R,sanrentan,3-2-4,260.4
2025-05-19,函館,11,6R,sanrentan,3-2-5,1334.1
2025-05-19,函館,11,6R,sanrentan,3-2-6,1683.5
2025-05-19,函館,11,6R,sanrentan,3-2-7,139.7
2025-05-19,函館,11,6R,sanrentan,3-4-1,471.3
2025-05-19,函館,11,6R,sanrentan,3-4-2,251.1
2025-05-19,函館,11,6R,sanrentan,3-4-5,1047.5
2025-05-19,函館,11,6R,sanrentan,3-4-6,995.9
2025-05-19,函館,11,6R,sanrentan,3-4-7,130.7
2025-05-19,函館,11,6R,sanrentan,3-5-1,3008.9
2025-05-19,函館,11,6R,sanrentan,3-5-2,3626.1
2025-05-19,函館,11,6R,sanrentan,3-5-4,2719.6
2025-05-19,函館,11,6R,sanrentan,3-5-6,3535.4
2025-05-19,函館,11,6R,sanrentan,3-5-7,1240.5
2025-05-19,函館,11,6R,sanrentan,3-6-1,1537.1
2025-05-19,函館,11,6R,sanrentan,3-6-2,1964.1
2025-05-19,函館,11,6R,sanrentan,3-6-4,1554.0
2025-05-19,函館,11,6R,sanrentan,3-6-5,2110.7
2025-05-19,函館,11,6R,sanrentan,3-6-7,760.3
2025-05-19,函館,11,6R,sanrentan,3-7-1,94.7
2025-05-19,函館,11,6R,sanrentan,3-7-2,35.9
2025-05-19,函館,11,6R,sanrentan,3-7-4,32.8
2025-05-19,函館,11,6R,sanrentan,3-7-5,232.2
2025-05-19,函館,11,6R,sanrentan,3-7-6,198.9
2025-05-19,函館,11,6R,sanrentan,4-1-2,2571.2
2025-05-19,函館,11,6R,sanrentan,4-1-3,2719.6
2025-05-19,函館,11,6R,sanrentan,4-1-5,5656.7
2025-05-19,函館,11,6R,sanrentan,4-1-6,3535.4
2025-05-19,函館,11,6R,sanrentan,4-1-7,1457.9
2025-05-19,函館,11,6R,sanrentan,4-2-1,1813.0
2025-05-19,函館,11,6R,sanrentan,4-2-3,803.5
2025-05-19,函館,11,6R,sanrentan,4-2-5,4159.3
2025-05-19,函館,11,6R,sanrentan,4-2-6,6148.6
2025-05-19,函館,11,6R,sanrentan,4-2-7,589.2
2025-05-19,函館,11,6R,sanrentan,4-3-1,1321.6
2025-05-19,函館,11,6R,sanrentan,4-3-2,535.6
2025-05-19,函館,11,6R,sanrentan,4-3-5,3008.9
2025-05-19,函館,11,6R,sanrentan,4-3-6,3535.4
2025-05-19,函館,11,6R,sanrentan,4-3-7,276.2
2025-05-19,函館,11,6R,sanrentan,4-5-1,5050.6
2025-05-19,函館,11,6R,sanrentan,4-5-2,9999.9
2025-05-19,函館,11,6R,sanrentan,4-5-3,5656.7
2025-05-19,函館,11,6R,sanrentan,4-5-6,6148.6
2025-05-19,函館,11,6R,sanrentan,4-5-7,5439.2
2025-05-19,函館,11,6R,sanrentan,4-6-1,7856.6
2025-05-19,函館,11,6R,sanrentan,4-6-2,9999.9
2025-05-19,函館,11,6R,sanrentan,4-6-3,5439.2
2025-05-19,函館,11,6R,sanrentan,4-6-5,9999.9
2025-05-19,函館,11,6R,sanrentan,4-6-7,4040.5
2025-05-19,函館,11,6R,sanrentan,4-7-1,518.0
2025-05-19,函館,11,6R,sanrentan,4-7-2,193.9
2025-05-19,函館,11,6R,sanrentan,4-7-3,134.5
2025-05-19,函館,11,6R,sanrentan,4-7-5,1309.4
2025-05-19,函館,11,6R,sanrentan,4-7-6,1346.8
2025-05-19,函館,11,6R,sanrentan,5-1-2,7070.9
2025-05-19,函館,11,6R,sanrentan,5-1-3,5656.7
2025-05-19,函館,11,6R,sanrentan,5-1-4,3721.5
2025-05-19,函館,11,6R,sanrentan,5-1-6,3626.1
2025-05-19,函館,11,6R,sanrentan,5-1-7,3449.2
2025-05-19,函館,11,6R,sanrentan,5-2-1,3928.3
2025-05-19,函館,11,6R,sanrentan,5-2-3,5050.6
2025-05-19,函館,11,6R,sanrentan,5-2-4,6428.1
2025-05-19,函館,11,6R,sanrentan,5-2-6,7443.1
2025-05-19,函館,11,6R,sanrentan,5-2-7,5050.6
2025-05-19,函館,11,6R,sanrentan,5-3-1,7443.1
2025-05-19,函館,11,6R,sanrentan,5-3-2,6734.2
2025-05-19,函館,11,6R,sanrentan,5-3-4,3535.4
2025-05-19,函館,11,6R,sanrentan,5-3-6,9999.9
2025-05-19,函館,11,6R,sanrentan,5-3-7,2618.8
2025-05-19,函館,11,6R,sanrentan,5-4-1,6428.1
2025-05-19,函館,11,6R,sanrentan,5-4-2,5237.7
2025-05-19,函館,11,6R,sanrentan,5-4-3,7856.6
2025-05-19,函館,11,6R,sanrentan,5-4-6,9999.9
2025-05-19,函館,11,6R,sanrentan,5-4-7,8838.7
2025-05-19,函館,11,6R,sanrentan,5-6-1,8838.7
2025-05-19,函館,11,6R,sanrentan,5-6-2,8318.7
2025-05-19,函館,11,6R,sanrentan,5-6-3,9999.9
2025-05-19,函館,11,6R,sanrentan,5-6-4,9999.9
2025-05-19,函館,11,6R,sanrentan,5-6-7,9999.9
2025-05-19,函館,11,6R,sanrentan,5-7-1,5439.2
2025-05-19,函館,11,6R,sanrentan,5-7-2,3822.1
2025-05-19,函館,11,6R,sanrentan,5-7-3,2828.3
2025-05-19,函館,11,6R,sanrentan,5-7-4,5892.4
2025-05-19,函館,11,6R,sanrentan,5-7-6,7443.1
2025-05-19,函館,11,6R,sanrentan,6-1-2,9999.9
2025-05-19,函館,11,6R,sanrentan,6-1-3,6148.6
2025-05-19,函館,11,6R,sanrentan,6-1-4,9999.9
2025-05-19,函館,11,6R,sanrentan,6-1-5,9999.9
2025-05-19,函館,11,6R,sanrentan,6-1-7,5656.7
2025-05-19,函館,11,6R,sanrentan,6-2-1,9999.9
2025-05-19,函館,11,6R,sanrentan,6-2-3,9999.9
2025-05-19,函館,11,6R,sanrentan,6-2-4,8838.7
2025-05-19,函館,11,6R,sanrentan,6-2-5,6428.1
2025-05-19,函館,11,6R,sanrentan,6-2-7,8318.7
2025-05-19,函館,11,6R,sanrentan,6-3-1,5656.7
2025-05-19,函館,11,6R,sanrentan,6-3-2,9999.9
2025-05-19,函館,11,6R,sanrentan,6-3-4,6148.6
2025-05-19,函館,11,6R,sanrentan,6-3-5,9999.9
2025-05-19,函館,11,6R,sanrentan,6-3-7,2209.6
2025-05-19,函館,11,6R,sanrentan,6-4-1,9999.9
2025-05-19,函館,11,6R,sanrentan,6-4-2,9999.9
2025-05-19,函館,11,6R,sanrentan,6-4-3,9999.9
2025-05-19,函館,11,6R,sanrentan,6-4-5,9999.9
2025-05-19,函館,11,6R,sanrentan,6-4-7,6148.6
2025-05-19,函館,11,6R,sanrentan,6-5-1,9999.9
2025-05-19,函館,11,6R,sanrentan,6-5-2,9999.9
2025-05-19,函館,11,6R,sanrentan,6-5-3,9999.9
2025-05-19,函館,11,6R,sanrentan,6-5-4,9999.9
2025-05-19,函館,11,6R,sanrentan,6-5-7,9999.9
2025-05-19,函館,11,6R,sanrentan,6-7-1,4561.9
2025-05-19,函館,11,6R,sanrentan,6-7-2,5439.2
2025-05-19,函館,11,6R,sanrentan,6-7-3,1790.1
2025-05-19,函館,11,6R,sanrentan,6-7-4,3928.3
2025-05-19,函館,11,6R,sanrentan,6-7-5,7070.9
2025-05-19,函館,11,6R,sanrentan,7-1-2,64.2
