date,venue_id,race_no,rank,car_no,age,pref,grade,diff,last_time,finishing,s,b,line_id,line_pos,snum,name_kanji
20210325,34,1,1,7,36,群馬県,A級1班,,12.3,逃げ,,B,2,1,14579,齋藤　一茂
20210325,34,1,2,4,50,栃木県,A級3班,１　　車身,12.3,マーク,,,2,2,12862,松岡　慶彦
20210325,34,1,3,5,60,北海道,A級2班,１／２車身,12.1,,,,2,3,11454,杉浦　康一
20210325,34,1,4,2,,,,タイヤ差,12.2,,,,1,2,,中島　義之
20210325,34,1,5,1,52,北海道,A級3班,２　　車身,12.1,,S,,2,4,12783,平澤　秀信
20210325,34,1,6,6,,,,タイヤ差,11.9,,,,3,1,,石田　岳彦
20210325,34,1,7,3,35,静岡県,A級1班,４　　車身,12.6,,,,1,1,14825,稲葉　一真
20210325,34,2,1,5,53,岐阜県,A級1班,,11.8,捲くり,,,3,2,12519,藤原　　誠
20210325,34,2,2,7,51,千葉県,A級2班,１　　車身,11.9,捲くり,,,1,1,13183,坂木田雄介
20210325,34,2,3,2,45,山梨県,A級3班,１　　車身,11.8,,,,2,1,14735,今村　俊雄
20210325,34,2,4,1,53,神奈川県,A級3班,１車身１／２,11.9,,,,1,2,12586,佐藤　和典
20210325,34,2,5,3,40,愛知県,A級3班,５　　車身,12.7,,,B,3,1,14595,瀧本　匡平
20210325,34,2,6,6,59,静岡県,A級3班,８　　車身,12.7,,,,1,4,11372,黒瀬　浩一
20210325,34,2,落,4,53,静岡県,A級3班,,,,,,1,3,12514,海野　敦男
20210325,34,3,1,4,49,神奈川県,A級2班,,12.0,差し,,,3,2,14385,山本　　淳
20210325,34,3,2,3,36,千葉県,S級2班,１／２車輪,12.2,逃げ,,B,3,1,14460,矢口　大樹
20210325,34,3,3,2,44,東京都,A級1班,１／２車輪,11.8,,,,2,1,14075,松根　　真
20210325,34,3,4,6,60,神奈川県,A級3班,３／４車輪,12.0,,,,3,3,11364,遠澤　健二
20210325,34,3,5,5,48,埼玉県,A級1班,１　　車身,11.8,,,,2,2,13555,台　　和紀
20210325,34,3,6,1,31,岐阜県,A級1班,１　　車輪,11.5,,,,1,1,15000,藤井　準也
