date,venue_id,race_no,rank,car_no,age,pref,grade,diff,last_time,finishing,s,b,line_id,line_pos,snum,name_kanji
20200829,22,1,1,7,30,静岡県,L級1班,,10.0,差し,,,5,1,15220,鈴木　美教
20200829,22,1,2,2,43,東京都,L級1班,１／２車身,10.3,逃げ,,B,1,1,15020,奥井　　迪
20200829,22,1,3,3,28,静岡県,L級1班,１車身１／２,10.0,,,,3,1,15144,鈴木　奈央
20200829,22,1,4,4,,,,３／４車輪,10.1,,S,,4,1,,飯塚　朋子
20200829,22,1,5,1,44,山梨県,L級1班,２　　車身,10.2,,,,2,1,14904,渡辺ゆかり
20200829,22,1,6,5,27,静岡県,L級1班,１／２車身,10.4,,,,6,1,15221,吉村早耶香
20200829,22,1,7,6,25,福島県,L級1班,３／４車身,10.3,,,,7,1,15402,鈴木　樹里
20200829,22,2,1,2,39,東京都,L級1班,,10.2,差し,S,,1,1,14963,石井　寛子
20200829,22,2,2,7,28,三重県,L級1班,１／２車身,10.1,捲くり,,,5,1,15224,太田　美穂
20200829,22,2,3,1,34,愛知県,L級1班,１／８車輪,10.3,,,B,3,1,15148,中嶋　里美
20200829,22,2,4,5,29,福島県,L級1班,３　　車身,10.2,,,,7,1,15134,藤巻絵里佳
20200829,22,2,5,4,44,東京都,L級1班,１　　車輪,10.1,,,,2,1,14902,中村由香里
20200829,22,2,6,6,33,山口県,L級1班,１　　車身,10.3,,,,6,1,15151,山本　知佳
20200829,22,2,7,3,35,愛知県,L級1班,３／４車身,10.2,,,,4,1,15147,佐々木恵理
20200829,22,3,1,2,44,北海道,A級2班,,9.8,捲くり,,,2,1,13979,竹内　優也
20200829,22,3,2,1,32,静岡県,A級1班,３／４車身,10.2,捲くり,,B,1,1,15099,吉竹　尚城
20200829,22,3,3,5,47,青森県,A級3班,タイヤ差,9.8,,,,2,2,13452,齊藤紳一朗
20200829,22,3,4,4,41,群馬県,A級3班,３　　車身,10.4,,,,3,2,14006,青木　亮太
20200829,22,3,5,6,47,群馬県,A級3班,３／４車身,10.4,,,,3,3,13547,土屋　　宏
20200829,22,3,6,3,36,埼玉県,A級3班,１／２車身,10.6,,S,,3,1,14992,楠野　史尭
20200829,22,3,7,7,45,栃木県,A級3班,６　　車身,10.8,,,,1,2,13925,黒田　　篤
20200829,22,4,1,1,37,福島県,S級2班,,9.6,捲くり,,,2,1,14716,猪狩　祐樹
20200829,22,4,2,7,45,山梨県,A級3班,３／４車身,9.7,差し,,,1,3,14735,今村　俊雄
20200829,22,4,3,4,34,長野県,A級3班,１／４車輪,9.9,,,B,1,1,14666,等々力久就
20200829,22,4,4,2,48,長野県,A級2班,３／４車輪,9.9,,,,1,2,13690,伊藤　大理
20200829,22,4,5,6,39,群馬県,A級2班,３／４車身,9.6,,S,,1,4,14064,吉松　賢二
20200829,22,4,6,3,49,栃木県,A級2班,２　　車身,9.8,,,,2,2,13314,鈴木　宏章
20200829,22,4,7,5,48,栃木県,A級3班,３　　車身,9.9,,,,2,3,13398,関　　　敬
20200829,22,5,1,6,,,,,10.0,捲くり,,,3,1,,村上　　皇
20200829,22,5,2,3,50,青森県,A級3班,３／４車身,9.9,マーク,,,3,2,13232,柳　　　充
20200829,22,5,3,4,51,千葉県,A級2班,２　　車身,10.3,,S,,2,2,13184,相樂　　修
20200829,22,5,4,2,41,静岡県,A級2班,２　　車身,10.3,,,,2,3,14388,水野　悟志
20200829,22,5,5,7,41,神奈川県,A級2班,３／４車輪,10.6,,,B,2,1,14743,鈴木　広人
20200829,22,5,6,5,39,茨城県,A級1班,３／４車身,10.5,,,,1,2,14364,野間　　司
20200829,22,5,7,1,49,埼玉県,A級2班,１／２車輪,10.2,,,,1,1,13176,早川　成矢
20200829,22,6,1,1,32,千葉県,A級1班,,10.3,逃げ,,B,3,1,15259,小林　稜武
20200829,22,6,2,3,36,神奈川県,A級2班,３／４車身,10.1,マーク,,,1,1,14933,奥原　　亨
20200829,22,6,3,7,56,神奈川県,A級3班,３／４車身,10.1,,,,1,2,12509,岡嵜　浩一
20200829,22,6,4,6,53,福島県,A級2班,４　　車身,10.1,,,,2,1,12937,十文字菊雄
20200829,22,6,5,5,54,静岡県,A級3班,３／４車輪,10.2,,,,3,3,12824,梶原　亜湖
20200829,22,6,6,2,44,岩手県,A級3班,６　　車身,10.6,,,,3,4,13905,藤原　義晴
20200829,22,6,7,4,36,静岡県,A級2班,４　　車身,11.3,,S,,3,2,14386,伊藤　拓人
20200829,22,7,1,7,34,神奈川県,A級1班,,10.2,差し,,,3,1,14822,関根健太郎
20200829,22,7,2,3,43,静岡県,A級3班,１／２車身,10.1,マーク,,,3,2,13860,藤原　清隆
20200829,22,7,3,6,28,福島県,A級3班,１／４車輪,10.3,,,B,1,1,15160,牧田　賢也
20200829,22,7,4,4,49,青森県,A級1班,１／４車輪,10.0,,,,1,3,13005,小笠原昭太
20200829,22,7,5,2,38,群馬県,A級2班,２　　車身,10.0,,,,2,2,14369,中川　拓也
20200829,22,7,6,1,37,青森県,A級1班,３／４車身,10.4,,S,,1,2,14205,日当　泰之
20200829,22,7,7,5,35,長野県,S級2班,３／４車身,10.7,,,,2,1,15256,中嶋　宣成
20200829,22,8,1,2,25,宮城県,S級2班,,9.5,捲くり,,,2,1,15417,櫻井祐太郎
20200829,22,8,2,4,29,福島県,S級1班,４　　車身,9.8,捲くり,S,,3,1,15086,酒井　雄多
20200829,22,8,3,5,50,静岡県,A級1班,１車身１／２,9.7,,,,1,2,12823,遠藤　勝行
20200829,22,8,4,3,47,栃木県,A級1班,２　　車身,10.1,,,,4,2,13615,山口　貴弘
20200829,22,8,4,3,41,佐賀県,S級2班,２　　車身,10.1,,,,4,2,14268,山口　貴弘
20200829,22,8,5,6,40,茨城県,A級1班,３／４車身,10.0,,,,4,3,14220,山崎　　悟
20200829,22,8,6,1,39,神奈川県,A級1班,２　　車身,10.1,,,,1,1,14525,三ッ井　武
20200829,22,8,7,7,28,東京都,A級2班,１／２車輪,10.5,,,B,4,1,15255,樋口　開土
20200829,22,9,1,5,39,山形県,A級2班,,9.8,差し,,,3,2,14572,赤塚　悠人
20200829,22,9,2,3,41,千葉県,A級1班,１／４車輪,9.9,逃げ,,B,1,1,14206,金野　俊秋
20200829,22,9,3,2,40,宮城県,A級1班,３／４車身,9.7,,,,3,3,14132,三澤　康人
20200829,22,9,4,4,37,東京都,A級1班,２　　車身,9.8,,,,2,2,14452,長井　優斗
20200829,22,9,5,1,53,群馬県,A級1班,１車身１／２,10.0,,,,1,2,12417,須藤　直道
20200829,22,9,6,6,26,東京都,S級2班,２　　車身,10.4,,,,2,1,15346,鈴木　　薫
20200829,22,9,7,7,29,神奈川県,A級1班,５　　車身,10.5,,,,3,1,15234,八嶋　稔真
20200829,36,1,1,7,31,岩手県,A級1班,,9.8,差し,,,4,1,14983,高木　　翔
20200829,36,1,2,1,30,東京都,S級2班,微差,10.0,逃げ,,B,2,1,15252,河合　佑弥
20200829,36,1,3,3,,,,１　　車身,9.8,,,,4,2,,棟方　次郎
20200829,36,1,4,5,41,栃木県,S級2班,１　　車輪,10.1,,S,,2,2,14141,中川　貴徳
20200829,36,1,5,2,31,岡山県,S級2班,１　　車身,10.1,,,,3,1,15191,奥村　諭志
20200829,36,1,6,4,34,神奈川県,S級1班,１　　車輪,10.2,,,,1,1,15094,佐々木　龍
20200829,36,1,7,6,48,静岡県,A級1班,１車身１／２,10.2,,,,1,2,13775,鈴木　良太
20200829,36,2,1,4,40,埼玉県,S級2班,,9.7,差し,,,2,2,14451,武藤　篤弘
20200829,36,2,2,3,41,茨城県,S級2班,３／４車輪,9.6,マーク,,,2,3,14286,関　　貴之
20200829,36,2,3,6,38,東京都,A級1班,１／４車輪,9.9,,,,2,1,14514,古川　宗行
20200829,36,2,4,7,41,富山県,S級2班,１　　車身,10.2,,,B,1,2,14248,吉川　起也
20200829,36,2,5,5,34,神奈川県,S級1班,３／４車輪,10.2,,,,3,1,15049,菅原　大也
20200829,36,2,6,2,44,千葉県,S級2班,１／２車身,10.1,,,,3,2,13766,武井　大介
20200829,36,2,7,1,36,愛知県,A級1班,大差,,,S,,1,1,14869,泉谷　元樹
