date,venue_id,race_no,rank,car_no,age,pref,grade,diff,last_time,finishing,s,b,line_id,line_pos,snum,name_kanji
20200330,53,1,1,2,48,兵庫県,A級2班,,10.8,捲くり,,,2,2,13584,坂田　　学
20200330,53,1,2,3,54,岡山県,A級2班,１／４車輪,10.8,捲くり,,,3,1,12299,増成　富夫
20200330,53,1,3,7,,,,３／４車身,10.7,,,,3,2,,俵　裕一郎
20200330,53,1,4,5,,,,１／８車輪,10.9,,,,1,3,,村田　　仁
20200330,53,1,5,4,46,群馬県,A級2班,１／２車身,11.1,,,,1,2,13543,内海　雅夫
20200330,53,1,6,1,,,,５　　車身,11.8,,,B,1,1,,古川　　喬
20200330,53,1,7,6,,,,４　　車身,11.9,,,,2,1,,岩井　良平
20200330,53,2,1,7,38,大阪府,A級3班,,10.6,捲くり,,B,3,1,14610,山村　慮太
20200330,53,2,2,2,48,大阪府,A級3班,３／４車輪,10.5,マーク,,,3,2,13795,井上　将志
20200330,53,2,2,2,38,福岡県,A級2班,３／４車輪,10.5,マーク,,,3,2,14687,井上　将志
20200330,53,2,2,2,40,兵庫県,A級3班,３／４車輪,10.5,マーク,,,3,2,14841,井上　将志
20200330,53,2,3,4,,,,３　　車身,10.7,,,,1,2,,松本　昌士
20200330,53,2,4,1,,,,３／４車身,10.7,,,,2,2,,松尾　　誠
20200330,53,2,5,3,43,岩手県,A級3班,９　　車身,11.8,,S,,1,1,14643,菅原　洋輔
20200330,53,2,6,5,,,,大差,12.8,,,,2,1,,伊藤　貴史
20200330,53,2,7,6,,,,大差,,,,,4,1,,高森　旭二
20200330,53,3,1,7,35,山形県,A級3班,,10.4,逃げ,,B,1,1,15158,猪野　泰介
20200330,53,3,2,2,37,新潟県,A級3班,４　　車身,10.5,差し,,,1,3,14376,保科　圭太
20200330,53,3,3,6,,,,１／４車輪,10.4,,,,1,4,,大河原和彦
20200330,53,3,4,4,39,福島県,A級2班,１　　車身,10.4,,,,3,1,14575,鈴木　達也
20200330,53,3,5,5,48,徳島県,A級3班,１車身１／２,10.9,,S,,4,1,13220,幸津　　博
20200330,53,3,6,3,,,,３　　車身,10.4,,,,2,1,,阪本　大志
20200330,53,3,7,1,,,,大差,11.7,,,,1,2,,永井　　亮
20200330,53,4,1,5,47,東京都,A級3班,,10.7,差し,,,1,2,13558,永井　隆一
20200330,53,4,2,4,,,,３／４車身,10.5,差し,,,2,3,,内村　哲也
20200330,53,4,3,7,,,,１／８車輪,10.6,,,,2,2,,中塚　記生
20200330,53,4,4,3,,,,１／２車身,11.1,,S,B,1,1,,鈴木　　浩
20200330,53,4,5,2,,,,３／４車輪,10.5,,,,1,3,,村上　輝久
20200330,53,4,6,1,35,奈良県,A級3班,４　　車身,10.6,,,,2,1,15270,元砂　海人
20200330,53,4,7,6,,,,大差,,,,,3,1,,石井　啓午
20200330,53,5,1,2,33,北海道,S級2班,,10.0,捲くり,,,2,1,15329,板垣　　昴
