date,venue_id,race_no,rank,car_no,age,pref,grade,diff,last_time,finishing,s,b,line_id,line_pos,snum,name_kanji
20200812,22,1,1,2,48,栃木県,A級3班,,9.9,差し,,,2,1,13399,塚本　勝士
20200812,22,1,2,6,41,群馬県,S級2班,３／４車身,10.2,捲くり,,,3,2,14065,鰐淵　圭佑
20200812,22,1,3,5,47,栃木県,A級1班,１　　車輪,9.9,,,,3,3,13616,渡邉　高志
20200812,22,1,4,4,51,青森県,A級2班,３／４車身,10.4,,S,,1,2,13006,佐々木健司
20200812,22,1,5,1,34,北海道,A級2班,３／４車身,10.6,,,B,1,1,14980,田原　宥明
20200812,22,1,6,7,,,,３／４車身,10.5,,,,1,3,,佐藤　隆二
20200812,22,1,7,3,,,,１車身１／２,10.4,,,,3,1,,田村　武士
20200812,22,2,1,3,46,神奈川県,A級2班,,9.9,捲くり,,,1,1,13854,川田　　忍
20200812,22,2,2,7,41,埼玉県,A級1班,３／４車輪,9.8,捲くり,,,3,1,14139,小田倉勇二
20200812,22,2,3,2,35,埼玉県,S級2班,２　　車身,10.2,,S,,2,2,14729,高橋　昇平
20200812,22,2,4,4,,,,１　　車身,9.8,,,,3,2,,廣瀬　裕道
20200812,22,2,5,6,29,東京都,S級2班,１　　車輪,10.4,,,B,2,1,15350,山本　修平
20200812,22,2,6,5,49,静岡県,A級3班,１／４車輪,10.2,,,,1,3,13421,富澤　洋祐
20200812,22,2,7,1,43,神奈川県,A級1班,１車身１／２,10.4,,,,1,2,14464,中西　　司
20200812,22,3,1,7,47,群馬県,A級3班,,10.2,差し,,,2,2,13548,手島　志誠
20200812,22,3,2,1,31,埼玉県,A級1班,１／４車輪,10.3,逃げ,,B,2,1,15041,伊藤慶太郎
20200812,22,3,3,4,35,神奈川県,S級2班,１／２車身,10.0,,,,1,2,14592,小島　　歩
20200812,22,3,4,3,49,岩手県,A級2班,１　　車輪,10.2,,,,3,2,13082,小泉　俊也
20200812,22,3,5,2,49,千葉県,A級2班,タイヤ差,10.2,,,,1,1,14737,河上　陽一
20200812,22,3,6,6,33,長崎県,A級2班,３／４車身,10.3,,,,3,1,15238,井寺　亮太
20200812,22,3,7,5,,,,３／４車身,10.2,,,,3,3,,高桑　由昇
20200812,22,4,1,7,25,栃木県,S級2班,,10.0,差し,,,4,1,15342,福田　　滉
20200812,22,4,2,5,33,宮城県,S級2班,１／２車身,10.1,逃げ,S,B,2,1,14796,保科　千春
20200812,22,4,3,3,,,,１／２車輪,9.9,,,,4,2,,幸田　光博
20200812,22,4,4,1,53,群馬県,A級1班,３／４車輪,9.7,,,,3,2,12640,北村　貴幸
20200812,22,4,5,4,40,千葉県,A級2班,１／４車輪,9.8,,,,3,1,14816,齋藤　宗徳
20200812,22,4,6,2,48,千葉県,A級3班,１車身１／２,9.5,,,,1,1,13629,福森慎太郎
20200812,22,4,7,6,50,福島県,A級3班,大差,12.2,,,,2,2,12938,鈴木　規純
20200812,22,5,1,2,37,宮城県,A級1班,,10.0,差し,,,2,2,14212,山崎　将幸
20200812,22,5,2,5,41,宮城県,S級2班,１／２車身,10.2,捲くり,,,2,1,13990,荻原　尚人
20200812,22,5,3,3,38,埼玉県,S級2班,１／２車身,10.0,,S,,3,3,14148,岸澤　賢太
20200812,22,5,4,6,38,東京都,A級1班,２　　車身,10.4,,,,3,1,14514,古川　宗行
20200812,22,5,5,7,40,埼玉県,S級1班,３／４車輪,10.4,,,,3,2,14580,久木原　洋
20200812,22,5,6,1,36,千葉県,S級2班,２　　車身,10.8,,,B,1,1,14460,矢口　大樹
20200812,22,5,7,4,56,神奈川県,A級1班,大差,11.0,,,,1,2,11800,三住　博昭
20200812,22,6,1,3,,,,,10.1,逃げ,S,B,3,1,,吉元　大生
20200812,22,6,2,6,53,神奈川県,A級3班,１　　車身,10.0,マーク,,,3,2,12586,佐藤　和典
20200812,22,6,3,1,36,福島県,S級2班,３　　車身,9.7,,,,2,2,14358,須永　優太
20200812,22,6,4,7,29,宮城県,A級1班,１／４車輪,9.7,,,,2,1,15237,太田　将成
20200812,22,6,5,4,42,山梨県,A級2班,１／２車身,9.6,,,,1,2,14153,伊藤　太一
20200812,22,6,6,5,45,東京都,S級1班,１車身１／２,9.5,,,,1,3,13967,岡本　大嗣
20200812,22,6,7,2,37,群馬県,S級2班,２　　車身,10.0,,,,1,1,14728,三好恵一郎
20200812,22,7,1,4,48,宮城県,S級1班,,9.8,差し,,,2,2,13619,竹内　智彦
20200812,22,7,2,1,39,福島県,A級1班,３／４車輪,9.7,マーク,S,,2,3,14135,金澤　幸司
20200812,22,7,3,7,33,青森県,S級2班,１／８車輪,9.9,,,B,2,1,14791,木村　　弘
20200812,22,7,4,5,42,茨城県,S級1班,１　　車輪,9.7,,,,3,2,13922,河野　通孝
20200812,22,7,5,2,39,神奈川県,S級1班,１／８車輪,9.6,,,,1,1,14935,嶋津　拓弥
20200812,22,7,6,3,41,茨城県,A級1班,３／４車輪,9.8,,,,3,1,14858,小原　唯志
20200812,22,7,7,6,50,神奈川県,A級1班,１車身１／２,9.5,,,,1,2,12963,荻野　　哲
20200812,22,8,1,5,33,茨城県,S級1班,,9.8,逃げ,,B,2,1,14804,横山　尚則
20200812,22,8,2,3,52,神奈川県,A級1班,１　　車輪,9.6,差し,,,1,2,12881,白戸淳太郎
20200812,22,8,3,4,53,栃木県,A級1班,１／４車輪,9.8,,,,2,2,13014,江連　和洋
20200812,22,8,4,1,43,神奈川県,S級2班,１／４車輪,9.8,,,,1,1,14465,村上　直久
20200812,22,8,5,7,46,静岡県,A級1班,３／４車身,9.6,,,,1,3,13416,飯尾　主税
20200812,22,8,6,2,37,埼玉県,S級2班,１／２車身,9.5,,S,,3,1,14228,片折　亮太
20200812,22,8,7,6,48,埼玉県,A級1班,１車身１／２,9.5,,,,3,2,13556,山信田　学
20200812,22,9,1,4,29,山梨県,S級2班,,9.8,差し,,,1,1,15092,小林　　令
20200812,22,9,2,3,37,宮城県,S級2班,１／２車輪,9.9,捲くり,,B,3,1,14350,佐藤　雅春
20200812,22,9,3,1,52,群馬県,S級2班,３／４車身,9.8,,S,,1,2,12501,金子　真也
20200812,22,9,4,7,50,青森県,S級2班,１／２車身,9.8,,,,3,2,12786,佐藤　康紀
20200812,22,9,5,6,46,千葉県,A級1班,３／４車身,9.7,,,,2,2,13695,岡本　英之
20200812,22,9,6,5,44,栃木県,A級1班,３　　車身,10.1,,,,1,3,13924,阿久津　修
20200812,22,9,7,2,43,千葉県,S級2班,２　　車身,10.6,,,,2,1,14005,山本　健也
20200812,26,1,1,1,44,埼玉県,A級3班,,12.2,差し,,,1,2,14010,長谷川辰徳
20200812,26,1,2,3,,,,１　　車身,12.0,差し,,,3,2,,成田　恭一
20200812,26,1,3,5,53,東京都,A級3班,１／２車輪,12.4,,,B,1,1,12725,浦山　一栄
20200812,26,1,4,4,34,福島県,A級2班,３／４車輪,12.1,,,,3,1,14651,須永　勝太
20200812,26,1,5,6,,,,３／４車輪,12.0,,,,3,3,,高浜　裕一
20200812,26,1,6,7,,,,１車身１／２,12.0,,,,2,2,,手嶋　　靖
