date,venue_id,race_no,rank,car_no,age,pref,grade,diff,last_time,finishing,s,b,line_id,line_pos,snum,name_kanji
20201119,26,1,1,2,53,静岡県,A級3班,,12.0,差し,,,2,2,12966,石川　英昭
20201119,26,1,2,1,40,埼玉県,S級2班,３／４車身,12.0,差し,,,1,2,14582,平原　啓多
20201119,26,1,3,6,41,群馬県,A級3班,１／２車身,12.3,,,B,3,1,14446,菅藤　　智
20201119,26,1,4,7,49,神奈川県,A級2班,１／８車輪,12.2,,,,3,2,13255,安坂　洋一
20201119,26,1,5,3,51,新潟県,A級3班,１　　車輪,12.0,,,,1,3,12810,中山　善仁
20201119,26,1,6,4,42,東京都,A級3班,大差,13.1,,S,,1,1,14072,伊藤　之人
20201119,26,1,7,5,,,,大差,14.4,,,,2,1,,相馬　竹伸
20201119,26,2,1,2,36,秋田県,A級3班,,12.0,捲くり,,,2,1,14798,三浦平志郎
20201119,26,2,2,3,42,埼玉県,A級2班,１／２車身,11.9,差し,,,1,1,13932,井上　雄三
20201119,26,2,3,5,43,群馬県,A級2班,１　　車身,11.9,,,,3,1,14062,齋藤　昌弘
20201119,26,2,4,1,55,神奈川県,A級2班,１　　車輪,12.2,,,,4,2,12193,井手　尚治
20201119,26,2,5,6,32,千葉県,A級2班,１　　車輪,12.4,,,B,4,1,15166,内田　　淳
20201119,26,2,6,7,47,東京都,A級3班,１　　車身,12.0,,S,,2,3,13558,永井　隆一
20201119,26,2,7,4,,,,４　　車身,12.6,,,,2,2,,三谷　幸宏
20201119,26,3,1,3,44,北海道,A級1班,,11.8,差し,,,2,1,13976,明田　春喜
20201119,26,3,2,7,27,埼玉県,A級1班,１／４車輪,12.0,逃げ,,B,3,1,15245,尾崎　悠生
20201119,26,3,3,2,48,埼玉県,A級1班,３／４車輪,12.0,,,,3,2,13555,台　　和紀
20201119,26,3,4,1,,,,３　　車身,12.2,,,,3,3,,川上　真吾
20201119,26,3,5,6,51,千葉県,A級2班,３／４車身,12.1,,S,,1,2,13184,相樂　　修
20201119,26,3,6,5,32,宮城県,A級1班,１　　車身,12.6,,,,4,1,14985,竹山　慶太
20201119,26,3,7,4,47,静岡県,A級2班,３　　車身,12.6,,,,1,1,13710,榎本　光男
20201119,26,4,1,4,36,沖縄県,A級1班,,12.1,逃げ,,B,3,1,14715,高橋　幸司
20201119,26,4,2,2,40,福島県,A級3班,１／２車身,12.1,マーク,,,3,2,14215,木田　有隆
20201119,26,4,3,6,51,栃木県,A級3班,３／４車身,11.9,,,,3,3,12944,渡邊　恭典
20201119,26,4,4,3,,,,３／４車身,11.7,,,,1,3,,渡邉　藤男
20201119,26,4,5,1,36,神奈川県,A級1班,１／２車輪,11.6,,S,,1,1,14867,巴　　直也
20201119,26,4,6,7,49,千葉県,S級2班,１／４車輪,11.6,,,,1,2,13465,春日　勇人
20201119,26,4,7,5,45,新潟県,A級2班,１／２車輪,11.9,,,,2,1,13763,川上真二郎
20201119,26,5,1,2,32,栃木県,S級2班,,11.4,捲くり,S,,1,1,14861,金子　幸央
20201119,26,5,2,4,47,埼玉県,A級1班,３／４車身,11.3,マーク,,,1,2,13551,女屋　文伸
20201119,26,5,3,5,38,静岡県,A級1班,３／４車輪,11.6,,,,3,1,14164,田中　孝彦
20201119,26,5,4,7,49,埼玉県,A級2班,１　　車身,11.3,,,,1,3,13621,國廣　哲治
20201119,26,5,5,3,56,神奈川県,A級3班,１　　車輪,11.7,,,,3,2,12509,岡嵜　浩一
20201119,26,5,6,1,34,福島県,A級1班,微差,12.2,,,B,2,1,14717,泉　　文人
20201119,26,5,7,6,41,北海道,A級2班,１　　車身,12.2,,,,2,2,14277,山口　慎吾
20201119,26,6,1,1,37,宮城県,S級2班,,12.3,差し,,,3,2,14350,佐藤　雅春
20201119,26,6,2,7,46,青森県,A級2班,１　　車身,12.1,捲くり,,,4,1,13668,佐々木孝司
20201119,26,6,3,2,34,神奈川県,S級1班,１／２車身,12.2,,,,1,1,15094,佐々木　龍
20201119,26,6,4,4,34,宮城県,S級2班,１／４車輪,12.7,,,B,3,1,14645,三浦　翔大
20201119,26,6,5,6,46,静岡県,A級1班,１／８車輪,12.4,,S,,2,1,13635,柏木　伸介
20201119,26,6,6,5,52,千葉県,S級2班,１　　車身,12.3,,,,1,2,12728,飯田　辰哉
20201119,26,6,7,3,54,静岡県,A級3班,３／４車身,12.5,,,,2,2,12202,望月裕一郎
20201119,26,7,1,4,34,福島県,S級2班,,11.5,捲くり,,,2,1,14800,伊東　翔貴
20201119,26,7,2,2,46,栃木県,S級2班,１／２車輪,11.5,差し,,,3,2,13679,真崎新太郎
20201119,26,7,3,1,48,神奈川県,A級1班,１／４車輪,11.2,,,,1,2,13253,柴田功一郎
20201119,26,7,4,5,45,群馬県,S級2班,３／４車身,11.7,,,B,3,1,13618,櫻井　　学
20201119,26,7,5,6,53,神奈川県,A級3班,１／２車身,11.2,,S,,1,3,12586,佐藤　和典
20201119,26,7,6,7,43,千葉県,A級1班,１車身１／２,11.6,,,,1,1,14456,亀井　久幸
20201119,26,7,7,3,37,愛知県,A級1班,大差,12.4,,,,2,2,14435,伊藤　勝太
20201119,26,8,1,3,40,茨城県,A級1班,,11.1,捲くり,S,,1,1,14053,鈴木謙太郎
20201119,26,8,2,7,41,千葉県,S級2班,３　　車身,11.4,逃げ,,B,3,1,14378,加賀山　淳
20201119,26,8,3,2,29,山梨県,S級2班,１　　車身,11.2,,,,2,1,15092,小林　　令
20201119,26,8,4,4,36,福島県,S級2班,１車身１／２,11.2,,,,3,3,14358,須永　優太
20201119,26,8,5,1,50,神奈川県,A級1班,１／２車輪,11.5,,,,3,2,13471,松坂　英司
20201119,26,8,6,5,36,東京都,S級2班,２　　車身,11.3,,,,2,2,14511,内藤　高裕
20201119,26,8,7,6,35,栃木県,S級2班,７　　車身,12.3,,,,1,2,14506,磯田　　旭
20201119,26,9,1,4,30,群馬県,S級2班,,11.2,逃げ,,B,3,1,15162,蕗澤鴻太郎
20201119,26,9,2,2,48,千葉県,S級2班,４　　車身,11.2,差し,,,1,2,13628,石毛　克幸
20201119,26,9,3,5,39,千葉県,A級1班,１／２車身,11.3,,,,1,1,14081,田中　晴基
20201119,26,9,4,1,48,埼玉県,A級1班,３／４車輪,11.2,,S,,3,2,13242,尾崎　　剛
20201119,26,9,5,6,40,埼玉県,S級2班,１／２車輪,11.0,,,,3,3,14451,武藤　篤弘
20201119,26,9,6,3,50,青森県,S級2班,１車身１／２,11.0,,,,2,1,12786,佐藤　康紀
20201119,26,9,7,7,47,神奈川県,S級2班,１車身１／２,11.0,,,,1,3,13702,加藤　圭一
20201119,26,10,1,5,46,千葉県,S級2班,,12.3,差し,,,2,2,13410,伊勢崎彰大
20201119,26,10,2,3,30,静岡県,S級2班,１／４車輪,12.4,逃げ,,B,2,1,15262,内山　雅貴
20201119,26,10,3,1,36,青森県,S級1班,３／４車身,12.2,,S,,1,1,14348,坂本　貴史
20201119,26,10,4,2,27,茨城県,S級2班,３／４車身,12.5,,,,3,1,15161,吉田　昌司
20201119,26,10,5,7,54,福島県,A級1班,１／２車身,12.1,,,,1,3,12261,岡部　芳幸
20201119,26,10,6,4,35,秋田県,S級2班,１／４車輪,12.3,,,,1,2,14500,竹村　勇祐
20201119,26,10,7,6,39,埼玉県,S級2班,３／４車輪,12.5,,,,3,2,14230,山田　義彦
20201119,34,1,1,2,49,北海道,A級3班,,12.4,差し,,,1,2,13521,中野　　良
20201119,34,1,2,1,26,北海道,A級2班,１／２車輪,12.5,逃げ,S,B,1,1,15414,大森　光明
20201119,34,1,3,3,38,神奈川県,A級2班,１車身１／２,12.2,,,,2,1,14866,櫻井　利之
20201119,34,1,4,5,52,栃木県,A級3班,１／２車身,12.0,,,,3,2,12638,栗原　稔貴
20201119,34,1,5,4,,,,１／２車身,11.9,,,,3,3,,渋江　洋平
20201119,34,1,6,6,37,新潟県,A級3班,１／２車身,12.2,,,,3,1,14376,保科　圭太
20201119,34,1,7,7,,,,大差,,,,,2,2,,砂川　秀樹
20201119,34,2,1,1,28,神奈川県,S級2班,,12.7,逃げ,S,B,1,1,15438,佐々木和紀
20201119,34,2,2,5,45,千葉県,A級3班,１／２車輪,12.6,マーク,,,1,2,13847,小林　大能
20201119,34,2,3,6,,,,１／２車輪,12.5,,,,2,1,,鈴木　　浩
20201119,34,2,4,4,33,宮城県,A級2班,１　　車身,12.5,,,,3,1,14986,三浦　　綾
20201119,34,2,5,3,45,福島県,A級3班,１／２車身,12.4,,,,3,2,13830,田崎良太郎
20201119,34,2,6,2,38,栃木県,A級3班,１／４車輪,12.3,,,,2,2,14287,齋藤　昌太
20201119,34,2,7,7,,,,１車身１／２,12.4,,,,4,1,,物部　国治
20201119,34,3,1,1,27,静岡県,S級1班,,12.2,逃げ,,B,1,1,15443,道場　晃規
20201119,34,3,2,4,59,静岡県,A級3班,１　　車身,12.2,マーク,,,1,2,11372,黒瀬　浩一
20201119,34,3,3,3,50,東京都,A級3班,１　　車身,12.1,,S,,2,1,14661,駒井　大輔
20201119,34,3,4,6,,,,３　　車身,12.2,,,,1,3,,吉田　雄三
20201119,34,3,5,2,46,埼玉県,A級3班,１車身１／２,12.3,,,,2,2,13684,吉橋　秀城
20201119,34,3,6,7,,,,１／２車身,12.2,,,,4,1,,高橋　俊英
20201119,34,3,7,5,48,群馬県,A級3班,１車身１／２,12.2,,,,3,1,13456,小林　和彦
20201119,34,4,1,1,24,静岡県,S級1班,,12.4,捲くり,S,B,1,1,15444,渡邉　雅也
20201119,34,4,2,2,42,神奈川県,A級2班,３　　車身,12.6,マーク,,,1,2,14301,齋藤　輝彦
20201119,34,4,3,3,50,新潟県,A級3班,１／２車輪,12.4,,,,2,1,13105,松本　一成
20201119,34,4,4,4,38,宮城県,A級3班,１　　車身,12.7,,,,3,2,14432,相澤　恵一
20201119,34,4,5,5,43,埼玉県,A級3班,１／２車輪,12.4,,,,2,2,14067,工藤　考生
