date,venue_id,race_no,frame_no,car_no,name_kanji,racer_id,age,prefecture,term,grade,style,gear,score,first_places,second_places,third_places,outs,win_rate,top2_rate,top3_rate,style_escape,style_sprint,style_chase,style_other,start_number,back_number,recent_place1,recent_date1,recent_result1_1,recent_result1_2,recent_result1_3,recent_result1_4,recent_place2,recent_date2,recent_result2_1,recent_result2_2,recent_result2_3,recent_result2_4,recent_place3,recent_date3,recent_result3_1,recent_result3_2,recent_result3_3,recent_result3_4,comment,line_id,line_pos,race_grade,class_name
2025-06-01,48,6,2,2,飯嶋　則之,13394,46,栃木,81,Ｓ２,追,3.92,96.86,1,1,2,18,4.55,9.09,18.18,0,0,1,1,0,0,四日市,05/31,予6,,,,京王閣,05/24,予3,抜1,特5,,宇都宮,05/15,一3,二7,特5,特4,磯島君に付ける。,1,2,F1,一般
2025-06-01,48,6,3,3,藤井　栄二,14767,34,兵庫,99,Ｓ２,両,3.92,100.46,3,3,5,14,12.0,24.0,44.0,1,2,3,0,8,2,四日市,05/31,予7,,,,京王閣,05/24,予2,準4,特5,,宇都宮,05/15,一9,抜8,般8,般6,自力自在に。,2,1,F1,一般
2025-06-01,48,6,4,4,吉川　起也,14248,42,富山,92,Ｓ２,両,3.92,94.31,1,3,2,23,3.45,13.79,20.69,1,0,1,2,4,4,四日市,05/31,予5,,,,高松,05/21,予4,般3,般6,,岐阜,05/14,予7,般1,特7,,一人でやる。,3,1,F1,一般
2025-06-01,48,6,5,5,磯島　康祐,14981,33,青森,105,Ｓ２,逃,3.85,93.86,1,2,1,18,4.55,13.64,18.18,2,1,0,0,3,9,四日市,05/31,予6,,,,高松,05/21,予7,般2,般7,,岐阜,05/14,予6,般5,般5,,自力でいく。,1,1,F1,一般
2025-06-01,48,6,6,6,肥後　尚己,13582,48,大阪,83,Ｓ２,追,3.92,93.5,0,0,4,22,0.0,0.0,15.38,0,0,0,0,0,0,四日市,05/31,,,,,奈良,05/23,予7,般5,般4,,高松,05/05,予3,準7,般7,,藤井君の番手。,2,2,F1,一般
2025-06-01,48,6,6,7,大塚　英伸,13473,46,静岡,82,Ｓ２,追,3.92,94.2,0,1,2,22,0.0,4.0,12.0,0,0,0,1,2,0,四日市,05/31,予7,,,,武雄,05/20,予7,抜3,抜2,,玉野,05/12,予6,般4,般5,,塚本君の番手。,4,2,F1,一般
2025-06-01,48,7,1,1,重倉　高史,14473,39,富山,95,Ｓ２,両,3.92,96.38,1,2,2,19,4.17,12.5,20.83,1,0,2,0,3,2,四日市,05/31,予6,,,,弥彦,05/20,予5,般5,般6,,玉野,05/12,予3,抜3,般1,,自力自在に。,2,1,F1,一般
2025-06-01,48,7,2,2,川口　直人,13632,48,神奈,84,Ｓ２,追,3.92,97.12,1,3,5,17,3.85,15.38,34.62,0,0,1,3,1,0,四日市,05/31,,,,,平塚,05/10,一5,二9,抜5,抜3,函館,05/02,予6,般1,特5,,日高君の番手。,1,2,F1,一般
2025-06-01,48,7,3,3,水森　湧太,15432,26,東京,117,Ｓ２,両,3.92,93.44,1,1,1,24,3.7,7.41,11.11,0,1,0,1,1,1,四日市,05/31,予7,,,,奈良,05/23,予6,般6,般7,,宇都宮,05/15,般8,,,,中山君の番手。,3,2,F1,一般
2025-06-01,48,7,4,4,佐々木省司,13748,47,青森,86,Ｓ２,追,3.92,96.23,0,2,5,19,0.0,7.69,26.92,0,0,1,1,13,0,四日市,05/31,予7,,,,玉野,05/18,予3,準6,特5,,岸和田,05/09,予6,般7,般3,,南関へ。,1,3,F1,一般
2025-06-01,48,7,5,5,日高　裕太,15619,23,静岡,121,Ｓ２,逃,3.85,100.22,3,5,2,13,13.04,34.78,43.48,5,2,0,1,9,12,四日市,05/31,予7,,,,宇都宮,05/15,一6,抜5,般2,抜9,青森,05/07,予5,般2,般7,,自力でいく。,1,1,F1,一般
2025-06-01,48,7,6,6,中山　拓人,15607,25,埼玉,121,Ｓ２,逃,3.92,92.41,2,1,1,23,7.41,11.11,14.81,0,3,0,0,1,7,四日市,05/31,予6,,,,京王閣,05/24,般1,特7,,,大垣,05/20,予7,般5,般5,,自力でいく。,3,1,F1,一般
2025-06-01,48,7,6,7,篠原　　忍,14145,42,愛知,91,Ｓ２,両,3.92,96.69,2,5,3,19,6.9,24.14,34.48,0,0,5,2,3,0,四日市,05/31,予6,,,,弥彦,05/27,予3,抜2,特6,,武雄,05/20,予5,抜6,抜5,,重倉君へ。,2,2,F1,一般
2025-06-01,48,8,1,1,福田　　滉,15342,25,栃木,115,Ｓ２,追,3.92,99.83,2,1,5,10,11.11,16.67,44.44,0,0,2,1,2,0,四日市,05/31,予5,,,,奈良,05/23,予3,準5,特3,,宇都宮,05/15,一6,抜7,般4,般1,齋藤さんへ。,1,3,F1,選抜
2025-06-01,48,8,2,2,澤田　義和,12533,52,兵庫,69,Ｓ２,追,3.92,99.0,0,1,3,10,0.0,7.14,28.57,0,0,1,0,0,0,四日市,05/31,予4,,,,奈良,05/23,予3,準3,特4,,宇都宮,05/15,一9,抜5,般4,般2,筒井君へ。,3,2,F1,選抜
2025-06-01,48,8,3,3,近藤　隆司,14080,41,千葉,90,Ｓ２,両,3.92,98.81,4,2,4,16,15.38,23.08,38.46,1,2,2,1,0,6,四日市,05/31,予4,,,,京王閣,05/24,予7,般2,般1,,川崎,05/15,予6,般6,般3,,自力でいく。,1,1,F1,選抜
2025-06-01,48,8,4,4,柿沼　信也,14147,40,埼玉,91,Ｓ２,追,3.92,98.13,0,2,2,12,0.0,12.5,25.0,0,0,1,1,5,0,四日市,05/31,予3,,,,京王閣,05/24,予2,準5,特5,,岐阜,05/14,予4,抜4,般4,,前でやる。,2,1,F1,選抜
2025-06-01,48,8,5,5,齋藤登志信,13306,52,宮城,80,Ｓ２,追,3.92,100.72,1,7,7,14,3.45,27.59,51.72,0,0,2,6,2,0,四日市,05/31,予5,,,,京王閣,05/24,予2,準3,特3,,宇都宮,05/15,一6,抜7,般2,抜8,近藤君の番手。,1,2,F1,選抜
2025-06-01,48,8,6,6,筒井　裕哉,14031,44,兵庫,89,Ｓ２,追,3.92,96.0,1,1,4,23,3.45,6.9,20.69,0,0,1,1,2,0,四日市,05/31,予5,,,,京王閣,05/24,予5,般3,般3,,川崎,05/15,予4,抜7,般5,,自力でいく。,3,1,F1,選抜
2025-06-01,48,8,6,7,高橋　広大,14720,37,埼玉,99,Ｓ２,追,3.92,98.89,2,4,6,15,7.41,22.22,44.44,0,0,5,1,7,0,四日市,05/31,予4,,,,弥彦,05/20,予3,抜4,般1,,平塚,05/10,一9,抜2,抜8,般2,柿沼さんへ。,2,2,F1,選抜
2025-06-01,48,9,1,1,伊藤　正樹,12669,52,愛知,71,Ｓ２,追,3.54,98.91,3,2,9,19,9.09,15.15,42.42,0,0,4,1,3,0,四日市,05/31,予5,,,,伊東,05/27,予4,抜4,特3,,武雄,05/20,予6,抜2,抜7,,山内君へ。,3,2,F1,選抜
2025-06-01,48,9,2,2,加藤　圭一,13702,47,神奈,85,Ｓ２,追,3.92,96.58,3,1,2,13,15.79,21.05,31.58,0,0,4,0,1,0,四日市,05/31,予3,,,,玉野,05/18,予7,,,,平塚,05/10,一8,抜1,特8,抜8,単騎でいく。,2,1,F1,選抜
2025-06-01,48,9,3,3,川口　満宏,11477,58,東京,58,Ｓ２,追,3.92,98.96,1,4,3,16,4.17,20.83,33.33,0,0,3,2,1,0,四日市,05/31,予3,,,,高松,05/21,予6,般4,般4,,岐阜,05/14,予5,抜4,般2,,関東三番手。,1,3,F1,選抜
2025-06-01,48,9,4,4,山内　卓也,13118,48,愛知,77,Ｓ２,追,3.92,99.7,2,3,3,19,7.41,18.52,29.63,0,0,2,3,3,0,四日市,05/31,予3,,,,弥彦,05/20,予5,抜2,特6,,平塚,05/10,一7,抜7,般2,抜5,前々で。,3,1,F1,選抜
2025-06-01,48,9,5,5,柿澤　大貴,14588,35,長野,97,Ｓ２,追,3.92,104.3,0,6,2,12,0.0,30.0,40.0,0,0,1,5,5,0,四日市,05/31,予4,,,,青森,05/24,抜5,抜5,,,川崎,05/15,予7,,,,吉田君の番手。,1,2,F1,選抜
2025-06-01,48,9,6,6,伊藤　世哉,13864,44,三重,87,Ｓ２,追,3.92,94.57,0,0,1,13,0.0,0.0,7.14,0,0,0,0,1,0,四日市,05/31,予4,,,,奈良,05/23,予5,般6,般5,,宇都宮,05/15,一7,抜4,抜5,抜7,愛知の後ろ。,3,3,F1,選抜
2025-06-01,48,9,6,7,吉田　昌司,15161,27,茨城,111,Ｓ２,逃,3.92,95.81,4,1,2,19,15.38,19.23,26.92,3,2,0,0,0,16,四日市,05/31,予4,,,,京王閣,05/24,予6,般4,般1,,岸和田,05/18,予7,般7,般7,,自力でいく。,1,1,F1,選抜
2025-06-01,48,10,1,1,長島　大介,14507,35,栃木,96,Ｓ１,両,3.92,110.46,9,3,3,9,37.5,50.0,62.5,1,2,8,1,5,5,四日市,05/31,初4,,,,京王閣,05/24,初1,準1,決4,,宇都宮,05/15,一1,二2,準6,秀1,橋本君の番手。,1,2,F1,準決勝
2025-06-01,48,10,2,2,大川　　剛,15598,26,青森,121,Ｓ１,逃,3.92,105.14,2,6,5,10,8.7,34.78,56.52,2,4,0,2,6,9,四日市,05/31,予1,,,,京王閣,05/24,初5,準1,,,大垣,05/08,,,,,自力でいく。,2,1,F1,準決勝
2025-06-01,48,10,3,3,中井　太祐,14605,35,奈良,97,Ｓ１,両,3.92,106.91,3,1,0,7,27.27,36.36,36.36,0,3,1,0,1,0,四日市,05/31,予1,,,,宇都宮,05/15,一1,二6,特2,秀9,名古屋,04/29,一4,抜8,般1,抜1,南君の番手。,3,2,F1,準決勝
2025-06-01,48,10,4,4,橋本　壮史,15517,30,茨城,119,Ｓ１,逃,3.92,106.53,3,3,1,9,18.75,37.5,43.75,5,1,0,0,3,10,四日市,05/31,予1,,,,弥彦,05/27,初6,準7,特1,,武雄,05/20,,,,,自力でいく。,1,1,F1,準決勝
2025-06-01,48,10,5,5,大槻　寛徳,13673,46,宮城,85,Ｓ１,追,3.92,109.11,7,3,5,12,25.93,37.04,55.56,0,0,7,3,11,0,四日市,05/31,初6,,,,青森,05/24,抜1,Ｄ7,,,玉野,05/12,初1,準6,特2,,大川君の番手。,2,2,F1,準決勝
2025-06-01,48,10,6,6,南　　　潤,15186,27,和歌,111,Ｓ１,逃,3.93,101.11,1,3,5,10,5.26,21.05,47.37,1,1,2,0,10,8,四日市,05/31,予3,,,,武雄,05/20,予3,特2,特3,,名古屋,04/29,一9,般5,般9,,自力でいく。,3,1,F1,準決勝
2025-06-01,48,10,6,7,中村　浩士,13252,47,千葉,79,Ｓ１,追,3.85,105.7,4,4,4,11,17.39,34.78,52.17,0,0,7,1,3,0,四日市,05/31,予1,,,,宇都宮,05/15,一3,二8,抜1,特5,高松,05/05,初7,準1,決4,,関東へ。,1,3,F1,準決勝
2025-06-01,48,11,1,1,高橋　晋也,15333,30,福島,115,Ｓ１,逃,3.92,107.3,2,5,4,12,8.7,30.43,47.83,1,6,0,0,4,10,四日市,05/31,初7,,,,青森,05/24,抜2,Ｄ8,,,玉野,05/12,,,,,自力でいく。,1,1,F1,準決勝
2025-06-01,48,11,2,2,小森　貴大,15183,35,福井,111,Ｓ２,両,3.92,108.86,6,5,4,6,28.57,52.38,71.43,3,6,1,1,8,6,四日市,05/31,予2,,,,宇都宮,05/15,一2,二4,準2,決8,福井,05/02,予1,準1,決3,,岸田君の番手。,2,2,F1,準決勝
2025-06-01,48,11,3,3,岡本　　総,14996,37,愛知,105,Ｓ１,追,3.92,106.75,8,3,0,13,33.33,45.83,45.83,0,2,8,1,6,1,四日市,05/31,予1,,,,青森,05/24,抜6,抜6,,,川崎,05/15,初4,準6,特1,,山田君の番手。,3,2,F1,準決勝
2025-06-01,48,11,4,4,小原　太樹,14462,36,神奈,95,Ｓ１,追,3.92,111.46,7,3,4,10,29.17,41.67,58.33,0,0,8,2,8,0,四日市,05/31,初2,,,,青森,05/24,特5,Ｄ2,,,宇都宮,05/15,一2,二3,準2,決1,高橋君の番手。,1,2,F1,準決勝
2025-06-01,48,11,5,5,山田　　諒,15268,26,岐阜,113,Ｓ１,両,3.86,108.27,5,5,3,13,19.23,38.46,50.0,1,6,2,1,6,4,四日市,05/31,初3,,,,青森,05/24,抜9,抜1,,,玉野,05/12,初3,準1,決2,,自力でいく。,3,1,F1,準決勝
2025-06-01,48,11,6,6,金子　幸央,14861,32,栃木,101,Ｓ２,逃,3.93,102.39,4,2,2,11,21.05,31.58,42.11,0,3,2,1,2,2,四日市,05/31,予1,,,,青森,05/24,抜9,抜1,,,平塚,05/10,一2,二7,特8,抜1,単騎でいく。,4,1,F1,準決勝
2025-06-01,48,11,6,7,岸田　　剛,15629,26,福井,121,Ｓ２,逃,3.92,106.68,8,2,4,8,36.36,45.45,63.64,3,6,1,0,3,12,四日市,05/31,予2,,,,岸和田,05/18,予2,準6,特5,,高松,05/05,予1,準1,決5,,自力でいく。,2,1,F1,準決勝
2025-06-01,48,12,1,1,村田　祐樹,15628,26,富山,121,Ｓ２,逃,3.93,105.42,1,5,3,10,5.26,31.58,47.37,6,0,0,0,3,10,四日市,05/31,予2,,,,青森,05/24,抜3,特2,,,岐阜,05/14,予2,準6,特2,,作戦通りも、変なタイミングで来られるのを嫌いペースが微妙に。自力。,1,1,F1,準決勝
2025-06-01,48,12,2,2,嶋津　拓弥,14935,39,神奈,103,Ｓ１,追,3.92,105.9,6,5,4,15,20.0,36.67,50.0,0,1,8,2,8,1,四日市,05/31,予2,,,,高松,05/21,初3,準2,決1,,川崎,05/15,予1,準4,特4,,日高裕君の頑張りのお陰。何回かある青野君。,2,2,F1,準決勝
2025-06-01,48,12,3,3,飯野　祐太,14052,40,福島,90,Ｓ１,両,3.92,106.0,6,3,5,10,25.0,37.5,58.33,1,4,3,1,0,4,四日市,05/31,予2,,,,大垣,05/20,初3,準4,特5,,平塚,05/10,一8,抜1,特4,特2,今開催は四人の弟子と一緒。その前で面目は立った。自力自在に。,3,1,F1,準決勝
2025-06-01,48,12,4,4,山口　拳矢,15451,29,岐阜,117,Ｓ１,両,3.92,113.85,6,0,2,5,46.15,46.15,61.54,0,4,2,0,3,2,四日市,05/31,初1,,,,青森,05/24,特7,特1,,,平塚,05/10,初7,二1,準1,決3,試したセッティングは車は進んでいたけど、バランスが悪く、後輪が跳ねた。修正を。村田君。,1,2,F1,準決勝
2025-06-01,48,12,5,5,星野　洋輝,15328,25,福島,115,Ｓ２,両,3.92,104.78,3,5,4,11,13.04,34.78,52.17,0,0,5,3,7,0,四日市,05/31,予2,,,,京王閣,05/24,予1,準5,特7,,福井,05/14,予3,準6,特7,,大川剛さんの仕掛けが完璧だった。飯野さん。,3,2,F1,準決勝
2025-06-01,48,12,6,6,伊藤　裕貴,14831,33,三重,100,Ｓ１,両,3.92,102.78,6,2,4,11,26.09,34.78,52.17,0,1,5,2,3,0,四日市,05/31,予3,,,,岸和田,05/18,予1,準4,特5,,青森,05/07,初3,準1,決4,,練習をしっかりして疲労感がある。山口君。,1,3,F1,準決勝
2025-06-01,48,12,6,7,青野　将大,15436,30,神奈,117,Ｓ１,逃,3.92,108.47,3,3,5,9,15.0,30.0,55.0,2,3,0,1,1,9,四日市,05/31,初5,,,,青森,05/24,,,,,名古屋,04/29,一7,般3,,,レース勘と反応が良くなかった。展開だけ出れただけでした。自力。,2,1,F1,準決勝
2025-06-01,23,1,1,1,西岡　拓朗,14617,41,広島,97,Ｓ２,追,3.92,98.54,1,3,5,17,3.85,15.38,34.62,0,0,1,3,2,0,取手,05/31,一8,,,,大垣,05/20,予4,抜4,特3,,平塚,05/10,一8,抜4,抜3,特6,九州勢へ。,1,3,G3,選抜
2025-06-01,23,1,2,2,田中　陽平,14633,35,熊本,97,Ｓ２,追,3.92,103.33,2,4,2,14,9.09,27.27,36.36,0,0,2,4,4,0,取手,05/31,一7,,,,防府,05/25,予2,準6,特2,,玉野,05/18,,,,,山本君。,1,2,G3,選抜
2025-06-01,23,1,3,3,志村　太賀,14076,41,山梨,90,Ｓ２,追,3.92,102.66,4,5,4,16,13.79,31.03,44.83,0,1,5,3,8,0,取手,05/31,一7,,,,奈良,05/23,予4,準7,般1,,平塚,05/10,一6,抜1,特4,特4,浮島君へ。,4,2,G3,選抜
2025-06-01,23,1,4,4,吉松　直人,14109,44,高知,90,Ｓ２,追,3.92,96.44,2,5,2,18,7.41,25.93,33.33,0,1,4,2,2,0,取手,05/31,一6,,,,高松,05/21,予1,準4,特2,,玉野,05/12,予6,般3,般6,,一人でやる。,2,1,G3,選抜
2025-06-01,23,1,5,5,山本　浩成,15562,26,福岡,119,Ｓ２,逃,3.92,94.4,1,1,1,13,6.25,12.5,18.75,1,1,0,0,9,5,取手,05/31,一8,,,,岸和田,05/18,,,,,高松,05/05,予5,般6,般4,,自力。,1,1,G3,選抜
2025-06-01,23,1,5,6,武井　大介,13766,44,千葉,86,Ｓ２,追,3.93,91.96,1,0,0,24,4.0,4.0,4.0,0,0,1,0,8,0,取手,05/31,一6,,,,京王閣,05/24,予4,抜7,般5,,武雄,05/05,予6,般7,般7,,自在。,3,1,G3,選抜
2025-06-01,23,1,6,7,浮島　知稀,15694,24,群馬,123,Ｓ２,逃,3.92,99.73,3,3,2,7,20.0,40.0,53.33,1,5,0,0,1,5,取手,05/31,一8,,,,京王閣,05/24,予2,準7,特2,,川崎,05/15,予6,般4,般3,,自力。,4,1,G3,選抜
2025-06-01,23,1,6,8,星野　辰也,14444,39,栃木,95,Ｓ２,追,3.92,94.41,0,1,2,24,0.0,3.7,11.11,0,0,1,0,0,0,取手,05/31,一9,,,,京王閣,05/24,予6,般5,般6,,宇都宮,05/15,般4,,,,関東３番手。,4,3,G3,選抜
2025-06-01,23,2,1,1,本郷　雄三,14786,36,熊本,99,Ｓ２,両,3.92,100.64,5,2,1,17,20.0,28.0,32.0,0,3,3,1,5,0,取手,05/31,一8,,,,防府,05/25,予5,抜6,般5,,川崎,05/15,予2,準5,特5,,前でやる。,1,1,G3,選抜
2025-06-01,23,2,2,2,渡辺　十夢,13724,44,福井,85,Ｓ２,追,3.93,99.63,4,3,3,18,14.29,25.0,35.71,0,0,6,1,7,0,取手,05/31,一6,,,,高松,05/21,予2,準3,特1,,福井,05/14,予2,準7,特1,,上杉君。,2,2,G3,選抜
2025-06-01,23,2,3,3,片桐　善也,15434,31,新潟,117,Ｓ２,逃,3.92,95.55,1,3,2,16,4.55,18.18,27.27,2,1,0,1,1,2,取手,05/31,一9,,,,玉野,05/12,予5,般2,般7,,西武園,05/05,予3,準7,般4,,自力。,3,1,G3,選抜
2025-06-01,23,2,4,4,上杉　嘉槻,15539,27,福井,119,Ｓ２,逃,3.92,100.63,7,5,0,15,25.93,44.44,44.44,7,4,1,0,1,10,取手,05/31,一6,,,,大垣,05/20,予1,準5,特1,,平塚,05/10,一7,抜2,抜2,特4,自力。,2,1,G3,選抜
2025-06-01,23,2,5,5,山田　義彦,14230,39,埼玉,92,Ｓ２,両,3.92,95.5,2,2,1,21,7.69,15.38,19.23,0,0,2,2,1,0,取手,05/31,一9,,,,大垣,05/20,予7,般6,般2,,高松,05/05,予6,般7,般7,,片桐君。,3,2,G3,選抜
2025-06-01,23,2,5,6,北野　良栄,14457,41,茨城,95,Ｓ２,両,3.92,92.07,0,0,4,24,0.0,0.0,14.29,0,0,0,0,0,0,取手,05/31,一8,,,,大垣,05/20,予6,般4,般3,,平塚,05/10,一9,抜9,般3,抜9,関東３番手。,3,3,G3,選抜
2025-06-01,23,2,6,7,清水　一幸,15123,38,大阪,109,Ｓ２,追,3.93,97.65,1,2,5,18,3.85,11.54,30.77,0,0,3,0,7,0,取手,05/31,一5,,,,京王閣,05/24,予3,準5,特2,,宇都宮,05/15,一6,抜7,般5,般2,福井勢へ。,2,3,G3,選抜
2025-06-01,23,2,6,8,桶谷　明誉,14410,36,広島,94,Ｓ２,追,3.92,93.6,0,1,1,13,0.0,6.67,13.33,0,0,0,1,0,0,取手,05/31,一9,,,,岐阜,05/14,予6,般7,般3,,西武園,05/05,,,,,本郷君。,1,2,G3,選抜
2025-06-01,23,3,1,1,内藤　高裕,14511,36,東京,96,Ｓ２,追,3.92,96.57,1,2,1,10,7.14,21.43,28.57,0,0,1,2,1,0,取手,05/31,一6,,,,弥彦,05/20,,,,,いわき平,04/28,予5,抜6,般3,,単騎。,2,1,G3,選抜
2025-06-01,23,3,2,2,小橋　秀幸,13670,46,青森,85,Ｓ２,追,3.93,95.95,0,1,4,17,0.0,4.55,22.73,0,0,0,1,5,0,取手,05/31,一6,,,,京王閣,05/24,予3,抜7,般3,,福井,05/14,予4,抜5,般6,,決めずに。,1,1,G3,選抜
2025-06-01,23,3,3,3,中村　圭志,13821,44,熊本,86,Ｓ２,追,3.92,104.4,5,5,3,7,25.0,50.0,65.0,0,0,6,4,3,0,取手,05/31,一7,,,,宇都宮,05/15,一3,二9,抜5,抜1,青森,05/07,予2,準2,決7,,原口君。,3,2,G3,選抜
2025-06-01,23,3,4,4,副島　和人,14993,42,神奈,105,Ｓ２,追,3.92,95.86,0,3,5,15,0.0,13.04,34.78,0,0,1,2,1,0,取手,05/31,一9,,,,高松,05/21,予3,準7,般3,,福井,05/14,予5,般3,般7,,松坂君。,5,2,G3,選抜
2025-06-01,23,3,4,5,鈴木　輝大,15254,30,東京,113,Ｓ２,両,3.92,98.52,1,4,3,15,4.35,21.74,34.78,0,2,3,0,1,0,取手,05/31,一7,,,,高松,05/21,予7,般6,般1,,福井,05/14,予5,抜2,特6,,単騎。,4,1,G3,選抜
2025-06-01,23,3,5,6,松坂　侑亮,15353,27,神奈,115,Ｓ２,逃,3.92,91.56,1,3,0,23,3.7,14.81,14.81,2,0,1,1,3,6,取手,05/31,一9,,,,京王閣,05/24,予7,般7,般6,,宇都宮,05/15,一9,抜6,般9,般8,自力。,5,1,G3,選抜
2025-06-01,23,3,5,7,原口　昌平,15066,32,福岡,107,Ｓ２,逃,3.93,98.31,1,3,2,10,6.25,25.0,37.5,3,1,0,0,2,7,取手,05/31,一6,,,,高松,05/21,予3,準4,特6,,福井,05/14,,,,,自力。,3,1,G3,選抜
2025-06-01,23,3,6,8,竹田　和幸,13196,48,岐阜,78,Ｓ２,追,3.93,94.28,2,0,4,24,6.67,6.67,20.0,0,0,2,0,2,0,取手,05/31,一7,,,,高松,05/21,予5,般5,般7,,岐阜,05/14,般3,般5,,,神奈川勢へ。,5,3,G3,選抜
2025-06-01,23,3,6,9,坂本　修一,14769,37,岡山,99,Ｓ２,追,3.92,102.08,3,5,5,13,11.54,30.77,50.0,0,0,6,2,0,0,取手,05/31,一7,,,,武雄,05/20,予2,準7,特3,,玉野,05/12,予2,準3,決4,,九州勢へ。,3,3,G3,選抜
2025-06-01,23,4,1,1,二藤　元太,14466,41,静岡,95,Ｓ２,追,3.92,98.65,1,1,3,13,5.56,11.11,27.78,0,0,2,0,3,0,取手,05/31,一7,,,,京王閣,05/24,,,,,川崎,05/15,,,,,蒔田君。,2,2,G3,選抜
2025-06-01,23,4,2,2,北野　武史,13199,52,石川,78,Ｓ２,追,3.93,97.44,1,2,2,11,6.25,18.75,31.25,0,0,2,1,2,0,取手,05/31,一6,,,,奈良,05/23,,,,,福井,05/14,予2,準4,特6,,長屋君。,3,2,G3,選抜
2025-06-01,23,4,3,3,桑原　大志,13355,49,山口,80,Ｓ１,追,3.92,109.22,4,4,4,11,17.39,34.78,52.17,0,1,5,2,0,0,取手,05/31,,,,,青森,05/24,特3,Ｄ4,,,福井,05/14,予1,準3,決3,,月森君へ。,1,2,G3,選抜
2025-06-01,23,4,4,4,木村　直隆,13798,46,兵庫,86,Ｓ２,追,3.93,94.7,0,1,3,19,0.0,4.35,17.39,0,0,1,0,0,1,取手,05/31,一6,,,,奈良,05/23,予6,般7,般4,,宇都宮,05/15,一9,抜8,般6,般7,中部勢へ。,3,3,G3,選抜
2025-06-01,23,4,4,5,山中　貴雄,14108,42,高知,90,Ｓ２,追,3.92,100.48,3,2,1,15,14.29,23.81,28.57,0,0,4,1,4,0,取手,05/31,一8,,,,高松,05/21,予4,準5,特1,,平塚,05/10,一3,二6,特1,秀6,中国勢へ。,1,3,G3,選抜
2025-06-01,23,4,5,6,宮下　貴之,13405,51,埼玉,81,Ｓ２,追,3.93,93.33,0,1,0,20,0.0,4.76,4.76,0,0,0,1,0,0,取手,05/31,一9,,,,弥彦,05/20,般7,,,,福井,05/14,予6,般4,般6,,南関勢へ。,2,3,G3,選抜
2025-06-01,23,4,5,7,蒔田　英彦,14298,42,千葉,93,Ｓ２,逃,3.92,97.89,5,3,3,17,17.86,28.57,39.29,2,2,4,0,4,5,取手,05/31,一8,,,,京王閣,05/24,予6,般1,特6,,川崎,05/15,予5,般1,特3,,自力。,2,1,G3,選抜
2025-06-01,23,4,6,8,長屋　秀明,15448,24,岐阜,117,Ｓ２,逃,3.92,94.47,0,3,1,15,0.0,15.79,21.05,0,1,1,1,2,2,取手,05/31,一8,,,,高松,05/21,予6,般4,般3,,福井,05/14,予6,般2,般6,,自力。,3,1,G3,選抜
2025-06-01,23,4,6,9,月森　亮輔,14879,33,岡山,101,Ｓ２,両,3.92,99.85,5,1,2,18,19.23,23.08,30.77,0,4,2,0,7,5,取手,05/31,一8,,,,弥彦,05/20,予5,抜1,特1,,平塚,05/10,一5,二5,特3,秀8,自力自在。,1,1,G3,選抜
2025-06-01,23,5,1,1,内山　貴裕,14478,37,京都,95,Ｓ２,追,3.92,96.69,0,2,2,10,0.0,14.29,28.57,0,1,1,0,0,0,取手,05/31,一9,,,,京王閣,05/24,予5,般3,般4,,福井,05/14,予4,抜6,般2,,末廣君。,2,2,G3,選抜
2025-06-01,23,5,2,2,真船圭一郎,14361,37,福島,94,Ｓ２,逃,3.93,97.92,2,5,1,16,8.33,29.17,33.33,1,1,1,4,12,4,取手,05/31,一7,,,,宇都宮,05/15,一7,抜9,,,大垣,05/08,予5,抜5,般1,,前でやる。,1,1,G3,選抜
2025-06-01,23,5,3,3,松尾　　透,14558,40,福岡,96,Ｓ２,追,3.92,100.06,2,1,4,12,10.53,15.79,36.84,0,0,3,0,2,0,取手,05/31,一6,,,,高松,05/21,予1,準4,特3,,川崎,05/15,予6,般4,般5,,九州３番手。,4,3,G3,選抜
2025-06-01,23,5,4,4,鹿内　　翔,14428,39,青森,95,Ｓ２,追,3.92,95.48,0,3,2,20,0.0,12.0,20.0,0,0,2,1,2,0,取手,05/31,一8,,,,大垣,05/20,予5,抜6,般5,,玉野,05/12,予7,般5,般5,,真船君。,1,2,G3,選抜
2025-06-01,23,5,4,5,宮本　隼輔,15282,30,熊本,113,Ｓ２,両,3.92,101.26,3,1,5,10,15.79,21.05,47.37,2,1,1,0,3,4,取手,05/31,一9,,,,防府,05/25,予3,準7,特7,,玉野,05/18,予1,準7,般1,,自力。,4,1,G3,選抜
2025-06-01,23,5,5,6,金子　真也,12501,52,群馬,69,Ｓ２,追,3.92,92.0,0,0,0,2,0.0,0.0,0.0,0,0,0,0,0,0,取手,05/31,一7,,,,京王閣,05/24,,,,,名古屋,03/01,一6,抜8,,,先手ライン。,3,1,G3,選抜
2025-06-01,23,5,5,7,吉田　健市,13863,47,愛知,87,Ｓ２,追,3.92,96.0,1,1,8,21,3.23,6.45,32.26,0,0,2,0,2,0,取手,05/31,一6,,,,京王閣,05/24,予3,抜4,般2,,川崎,05/15,予6,般5,般3,,近畿勢へ。,2,3,G3,選抜
2025-06-01,23,5,6,8,末廣　快理,15634,26,兵庫,121,Ｓ２,逃,3.92,93.58,1,1,1,21,4.17,8.33,12.5,0,0,1,1,6,6,取手,05/31,一7,,,,京王閣,05/24,予6,般5,般2,,福井,05/14,予7,般7,般4,,自力。,2,1,G3,選抜
