date,venue_id,race_no,frame_no,car_no,name_kanji,racer_id,age,prefecture,term,grade,style,gear,score,first_places,second_places,third_places,outs,win_rate,top2_rate,top3_rate,style_escape,style_sprint,style_chase,style_other,start_number,back_number,recent_place1,recent_date1,recent_result1_1,recent_result1_2,recent_result1_3,recent_result1_4,recent_place2,recent_date2,recent_result2_1,recent_result2_2,recent_result2_3,recent_result2_4,recent_place3,recent_date3,recent_result3_1,recent_result3_2,recent_result3_3,recent_result3_4,comment,line_id,line_pos
2025-05-30,44,4,1,1,伊狩　知人,13728,47,奈良,85,Ａ３,追,3.92,70.44,1,3,8,16,3.57,14.29,42.86,0,0,1,3,10,0,大垣,05/30,,,,,弥彦,05/11,予6,般4,般5,,平塚,05/01,予3,準3,抜3,,角君にジカで。,1,1
2025-05-30,44,4,2,2,内村　竜也,14324,48,山口,93,Ａ３,追,3.92,71.08,4,4,7,12,14.81,29.63,55.56,1,0,4,3,3,1,大垣,05/30,,,,,立川,05/20,予3,準2,決7,,豊橋,05/05,予3,準4,抜3,,角君ですね。,2,2
2025-05-30,44,4,3,3,高木　修二,14609,42,大阪,97,Ａ３,追,3.92,67.70,0,3,6,19,0,10.71,32.14,0,0,2,1,1,0,大垣,05/30,,,,,函館,05/14,予4,般2,般5,,小倉,05/01,予6,般3,般6,,単騎でやる。,3,1
2025-05-30,44,4,4,4,角　　宗哉,15832,24,山口,125,Ａ３,逃,3.93,78.33,17,6,0,4,62.96,85.19,85.19,19,4,0,0,9,23,大垣,05/30,,,,,立川,05/20,予1,準1,決2,,小倉,05/01,予1,準1,決1,,自力です。,2,1
2025-05-30,44,4,5,5,富永　昌久,13972,44,佐賀,88,Ａ３,追,3.92,68.57,1,3,6,11,4.76,19.05,47.62,0,0,1,3,2,0,大垣,05/30,,,,,佐世保,05/23,予5,抜4,般3,,高知,05/17,予6,般2,般2,,山口勢の後ろ。,2,3
2025-05-30,44,4,6,6,安藤　雄一,11655,57,福岡,59,Ａ３,追,3.79,63.47,0,0,2,28,0,0,6.67,0,0,0,0,4,0,大垣,05/30,,,,,佐世保,05/23,予7,般6,般6,,西武園,05/10,予5,抜3,般5,,富永君の後ろ。,2,4
2025-05-30,44,4,6,7,竹田　慎一,14395,46,富山,94,Ａ３,逃,3.92,66.72,2,1,1,14,11.11,16.67,22.22,3,0,0,0,0,8,大垣,05/30,,,,,高知,05/17,予5,般7,般3,,豊橋,05/05,,,,,単騎でやる。,4,1
2025-05-30,44,5,1,1,蛯原　杏奈,15573,25,北海,120,Ｌ１,追,3.77,47.95,0,4,1,16,0,19.05,23.81,0,1,1,2,3,0,大垣,05/30,,,,,武雄,05/05,予5,予6,般4,,宇都宮,04/22,予3,予7,般7,,好位狙い。,2,1
2025-05-30,44,5,2,2,細田　愛未,15069,29,埼玉,108,Ｌ１,両,3.79,55.20,5,5,1,4,33.33,66.67,73.33,1,3,5,1,0,3,大垣,05/30,,,,,玉野,05/18,予1,予1,決3,,岐阜,04/25,予2,ガ準決2,決7,,自力自在にいく。,5,1
2025-05-30,44,5,3,3,田中　千尋,15307,27,愛知,114,Ｌ１,両,3.77,48.17,0,2,2,9,0,15.38,30.77,0,0,1,1,1,0,大垣,05/30,,,,,武雄,05/20,予5,予6,般4,,小倉,05/08,,,,,前々にいく。,6,1
2025-05-30,44,5,4,4,松井　優佳,15769,26,大阪,124,Ｌ１,両,3.77,52.82,5,4,9,10,17.86,32.14,64.29,4,2,3,0,5,10,大垣,05/30,,,,,熊本,05/13,予1,予3,決3,,西武園,05/05,予2,予1,決6,,自力自在にいく。,3,1
2025-05-30,44,5,5,5,篠崎　新純,14910,40,千葉,102,Ｌ１,両,3.77,50.08,0,5,4,15,0,20.83,37.5,0,1,0,4,12,1,大垣,05/30,,,,,奈良,05/23,予2,予2,決5,,西武園,05/05,予6,予4,般5,,積極的に自在で。,1,1
2025-05-30,44,5,6,6,宇野　紅音,15764,21,岐阜,124,Ｌ１,両,3.77,52.80,2,6,6,11,8,32,56,0,1,4,3,4,1,大垣,05/30,,,,,岸和田,05/18,予5,予1,決3,,岐阜,04/25,予5,抜6,抜4,,自力自在にいく。,4,1
2025-05-30,44,5,6,7,中原　恭恵,15862,38,広島,126,Ｌ１,両,3.79,45.79,1,1,2,25,3.45,6.9,13.79,0,2,0,0,1,3,大垣,05/30,,,,,高松,05/05,般3,,,,函館,05/02,予6,予6,般7,,流れ見て自在に。,7,1
2025-05-30,44,6,1,1,永禮　美瑠,15492,25,愛知,118,Ｌ１,両,3.77,53.22,2,10,5,10,7.41,44.44,62.96,0,4,2,6,4,3,大垣,05/30,,,,,小松島,05/14,予2,予4,決6,,高松,05/05,予2,予3,決4,,いける所から。,1,1
2025-05-30,44,6,2,2,布居　　光,15496,24,和歌,118,Ｌ１,両,3.77,47.14,0,1,2,18,0,4.76,14.29,0,0,0,1,2,2,大垣,05/30,,,,,岸和田,05/09,予4,予4,般2,,岐阜,04/25,予１,Ｃ6,予２,Ｃ6,取れた位置から。,2,1
2025-05-30,44,6,3,3,田中　月菜,15503,24,佐賀,118,Ｌ１,両,3.77,49.90,1,2,5,13,4.76,14.29,38.1,0,1,1,1,4,3,大垣,05/30,,,,,武雄,05/20,予6,予3,般3,,熊本,05/13,,,,,自力自在にいく。,3,1
2025-05-30,44,6,4,4,竹野　百香,15765,22,三重,124,Ｌ１,両,3.77,55.79,14,7,4,3,50,75,89.29,7,10,2,2,1,13,大垣,05/30,,,,,函館,05/19,予2,予1,決1,,武雄,05/05,予2,予2,決2,,自力です。,4,1
2025-05-30,44,6,5,5,梶田　　舞,14961,38,埼玉,104,Ｌ１,両,3.79,49.00,0,3,2,18,0,13.04,21.74,0,0,1,2,2,1,大垣,05/30,,,,,高松,05/21,予2,予5,決7,,熊本,05/13,予5,予4,決5,,自在にやる。,5,1
2025-05-30,44,6,6,6,萩原　瑞生,15670,29,群馬,122,Ｌ１,追,3.77,44.69,0,0,0,14,0,0,0,0,0,0,0,0,2,大垣,05/30,,,,,高松,05/21,予6,予7,般6,,岐阜,04/25,,,,,流れ見て。,7,1
2025-05-30,44,6,6,7,佐々木　綾,15393,25,東京,116,Ｌ１,両,3.79,51.07,3,1,12,14,10,13.33,53.33,0,2,1,1,0,1,大垣,05/30,,,,,川崎,05/05,予3,予4,決6,,宇都宮,04/22,予1,予1,決3,,自在にいく。,6,1
2025-05-30,44,7,1,1,井寺　亮太,15238,33,長崎,113,Ａ２,両,3.92,84.67,4,2,3,15,16.67,25,37.5,3,1,2,0,1,4,大垣,05/30,,,,,高知,05/17,予7,般1,特4,,静岡,04/16,予1,準6,特5,,勝部さんマーク。,2,2
2025-05-30,44,7,2,2,渋谷　　海,15233,28,香川,113,Ａ１,逃,3.92,85.33,2,3,1,15,9.52,23.81,28.57,2,3,0,0,8,7,大垣,05/30,,,,,高松,05/21,予1,準5,特7,,別府,04/25,予3,準7,特2,,自力です。,1,1
2025-05-30,44,7,3,3,勝谷　勝治,15360,34,三重,115,Ａ２,逃,3.92,83.13,2,3,3,15,8.7,21.74,34.78,4,0,1,0,8,9,大垣,05/30,,,,,青森,05/07,予7,般7,,,熊本,04/15,予5,抜7,般6,,自力自在にいく。,3,1
2025-05-30,44,7,4,4,小川　　巧,11417,59,岡山,57,Ａ２,追,3.92,82.68,1,5,2,11,5.26,31.58,42.11,0,0,2,4,1,0,大垣,05/30,,,,,玉野,05/12,予2,準7,般3,,武雄,05/05,予7,般2,般5,,四国勢の後ろ。,1,3
2025-05-30,44,7,5,5,岡田　啓渡,14850,34,愛媛,100,Ａ１,両,3.92,84.63,2,4,7,17,6.67,20,43.33,0,1,2,3,7,1,大垣,05/30,,,,,川崎,05/15,予4,準3,特4,,小倉,05/08,予5,抜7,般2,,渋谷君の番手。,1,2
2025-05-30,44,7,6,6,勝部　貴博,15012,36,福岡,105,Ａ１,逃,3.83,79.28,1,0,2,15,5.56,5.56,16.67,0,1,0,0,0,6,大垣,05/30,,,,,高松,05/05,,,,,別府,04/25,予5,般3,般4,,自力です。,2,1
2025-05-30,44,7,6,7,小林　信晴,13571,47,愛知,83,Ａ１,追,3.92,88.60,5,6,4,11,19.23,42.31,57.69,0,0,6,5,11,0,大垣,05/30,,,,,岸和田,05/04,予4,抜1,特3,,防府,04/27,予1,準6,特2,,勝谷君の番手。,3,2
2025-05-30,44,8,1,1,山出　裕幸,14092,41,福井,90,Ａ１,追,3.92,83.77,2,3,5,17,7.41,18.52,37.04,0,0,2,3,0,0,大垣,05/30,,,,,いわき平,05/16,予7,般4,般6,,弥彦,05/01,予4,般6,般1,,後藤君の番手。,2,2
2025-05-30,44,8,2,2,山崎　　翼,14494,36,大分,95,Ａ１,逃,3.92,84.43,7,5,1,22,20,34.29,37.14,3,3,6,0,3,7,大垣,05/30,,,,,高知,05/17,予3,準6,特5,,岸和田,05/04,予6,般1,特7,,梶原君に任せる。,1,2
2025-05-30,44,8,3,3,隅　　直幸,13652,46,山口,84,Ａ２,追,3.92,86.00,2,3,6,16,7.41,18.52,40.74,0,0,2,3,9,0,大垣,05/30,,,,,弥彦,05/20,予4,般1,特4,,小倉,05/08,予2,準4,特3,,中原君の番手。,3,2
2025-05-30,44,8,4,4,田川　辰二,12779,51,熊本,72,Ａ２,追,3.92,82.54,0,3,5,16,0,12.5,33.33,0,0,1,2,0,0,大垣,05/30,,,,,函館,05/19,予6,般3,般5,,武雄,05/05,予7,般4,般6,,九州の三番手。,1,3
2025-05-30,44,8,5,5,梶原　大地,15557,27,福岡,119,Ａ２,逃,3.92,81.90,5,2,1,22,16.67,23.33,26.67,4,3,0,0,2,16,大垣,05/30,,,,,小倉,05/08,予7,般6,般1,,宇都宮,05/01,予1,準5,特7,,自力です。,1,1
2025-05-30,44,8,6,6,後藤　祐貴,14951,35,兵庫,103,Ａ１,逃,3.92,81.69,1,1,8,20,3.33,6.67,33.33,0,0,2,0,3,4,大垣,05/30,,,,,四日市,05/23,予7,般4,,,京王閣,05/04,予4,抜2,特4,,自分でやります。,2,1
2025-05-30,44,8,6,7,中原　航大,15727,25,岡山,123,Ａ２,逃,3.92,87.12,2,3,2,11,11.11,27.78,38.89,5,0,0,0,0,6,大垣,05/30,,,,,小倉,05/08,,,,,防府,04/27,予1,準5,,,自力です。,3,1
2025-05-30,44,9,1,1,高山　雄丞,15126,32,愛媛,109,Ａ２,両,3.92,82.15,4,1,3,19,14.81,18.52,29.63,0,3,1,1,3,3,大垣,05/30,,,,,四日市,05/23,予1,準6,特3,,小倉,05/08,予6,般1,特7,,自力です。,2,1
2025-05-30,44,9,2,2,内山　慧大,15721,23,福井,123,Ａ２,逃,3.92,88.61,3,10,2,8,13.04,56.52,65.22,7,5,0,1,12,10,大垣,05/30,,,,,別府,05/18,予2,準1,決2,,岸和田,05/04,予2,準7,特5,,自力です。,1,1
2025-05-30,44,9,3,3,山崎　岳志,12920,51,佐賀,74,Ａ２,追,3.92,83.85,0,5,4,17,0,19.23,34.62,0,0,2,3,1,0,大垣,05/30,,,,,岸和田,05/09,予3,準7,般4,,高松,04/30,予3,準5,特2,,米村君に任せる。,3,2
2025-05-30,44,9,4,4,清水　邦章,12473,54,香川,68,Ａ２,追,3.92,84.50,4,5,3,16,14.29,32.14,42.86,0,0,4,5,0,0,大垣,05/30,,,,,高松,05/21,予2,準2,決6,,岸和田,05/09,予4,準3,特7,,高山君の番手。,2,2
2025-05-30,44,9,5,5,米村　光星,15664,25,熊本,121,Ａ２,逃,3.92,82.48,3,3,3,12,14.29,28.57,42.86,1,2,2,1,6,6,大垣,05/30,,,,,高松,05/21,予6,般3,般2,,岸和田,05/09,予1,準5,特3,,自在にやる。,3,1
2025-05-30,44,9,6,6,徳吉　正治,14042,42,福岡,89,Ａ２,両,3.92,78.69,1,0,4,24,3.45,3.45,17.24,0,0,1,0,0,0,大垣,05/30,,,,,別府,05/18,般7,,,,岐阜,05/14,予4,般5,般6,,九州の三番手。,3,3
2025-05-30,44,9,6,7,徳丸　泰教,14481,39,兵庫,95,Ａ２,追,3.92,87.29,4,6,3,8,19.05,47.62,61.9,0,0,6,4,2,1,大垣,05/30,,,,,弥彦,05/01,予3,準2,決2,,福井,04/24,予3,準7,般1,,内山君の番手。,1,2
2025-05-30,44,10,1,1,森川　康輔,15177,27,岐阜,111,Ａ１,両,3.92,84.72,3,6,5,15,10.34,31.03,48.28,1,7,1,0,12,4,大垣,05/30,,,,,京王閣,05/24,予7,般4,般2,,高知,05/17,予3,準7,特7,,尾方君ですね。,1,2
2025-05-30,44,10,2,2,川野　正芳,13374,48,大分,80,Ａ２,追,3.92,83.33,2,2,3,14,9.52,19.05,33.33,0,0,3,1,2,0,大垣,05/30,,,,,別府,05/18,予4,抜7,般7,,防府,04/27,,,,,緒方君の番手。,2,2
2025-05-30,44,10,3,3,鮒田　博文,13271,47,三重,79,Ａ２,追,3.93,83.23,2,1,3,16,9.09,13.64,27.27,0,0,3,0,0,0,大垣,05/30,,,,,玉野,05/23,予6,般1,特6,,四日市,05/11,予7,般1,特4,,地元勢の後ろ。,1,3
2025-05-30,44,10,4,4,檀　　雄二,12321,57,福岡,66,Ａ２,追,3.92,78.64,0,0,3,22,0,0,12,0,0,0,0,0,0,大垣,05/30,,,,,岸和田,05/18,予6,般6,般3,,佐世保,05/01,予4,抜6,般6,,九州の三番手。,2,3
2025-05-30,44,10,5,5,尾方　祐仁,15716,21,岐阜,123,Ａ２,逃,3.92,92.05,7,6,2,5,35,65,75,8,4,0,1,5,11,大垣,05/30,,,,,四日市,05/17,予2,準1,決5,,福井,04/24,予3,準3,特1,,自力です。,1,1
2025-05-30,44,10,6,6,川西　亮介,13794,48,和歌,86,Ａ２,追,3.92,77.92,0,1,2,23,0,3.85,11.54,0,1,0,0,0,0,大垣,05/30,,,,,玉野,05/23,予6,般6,般7,,高松,05/05,予5,般4,般7,,中部勢の後ろ。,1,4
2025-05-30,44,10,6,7,緒方慎太朗,15387,26,熊本,115,Ａ１,逃,3.92,81.23,4,5,1,16,15.38,34.62,38.46,5,4,0,0,0,13,大垣,05/30,,,,,高松,05/21,予5,般2,般1,,青森,05/07,予7,般2,特2,,自力です。,2,1
2025-05-30,44,11,1,1,國村　　洋,13354,48,山口,80,Ａ１,追,3.92,90.90,2,1,7,12,9.09,13.64,45.45,0,0,3,0,2,0,大垣,05/30,,,,,別府,05/09,初5,準4,決3,,防府,04/27,初6,準3,決3,,一番車は責任あるね。初連係の松下君に任せます。,2,2
2025-05-30,44,11,2,2,伊藤　勝太,14435,37,愛知,95,Ａ１,追,3.92,90.00,2,1,3,6,16.67,25,50,0,0,3,0,2,0,大垣,05/30,,,,,奈良,05/23,初5,準6,特3,,福井,05/14,初6,準3,決3,,自分は展開次第ですね。南儀君－三宅さんの後ろ。,1,3
2025-05-30,44,11,3,3,八谷　誠賢,13146,50,福岡,77,Ａ１,逃,3.93,90.93,8,3,5,12,28.57,39.29,57.14,2,5,3,1,5,7,大垣,05/30,,,,,小松島,05/14,初4,準3,特1,,高松,04/30,初7,準6,特1,,練習もしっかりやれてるし状態は問題ない。自力です。,3,1
2025-05-30,44,11,4,4,南儀　拓海,15627,26,富山,121,Ａ１,逃,3.86,92.67,8,7,5,7,29.63,55.56,74.07,9,5,1,0,8,17,大垣,05/30,,,,,岐阜,05/14,初5,準1,決5,,防府,04/27,初7,準1,決1,,自分でもビックリするくらい良くなっている。自力で。,1,1
2025-05-30,44,11,5,5,桑原　　亮,14194,40,福岡,91,Ａ１,追,3.92,92.31,7,5,5,9,26.92,46.15,65.38,2,3,4,3,0,2,大垣,05/30,,,,,別府,05/18,初6,準4,特1,,高知,04/22,ア予１3,ア予２3,ア特般1,,玉野の初日、決勝でワンツー決めている八谷さんへ。,3,2
2025-05-30,44,11,6,6,松下　綾馬,15639,28,岡山,121,Ａ１,逃,3.92,88.97,6,6,7,11,20,40,63.33,5,5,0,2,10,16,大垣,05/30,,,,,玉野,05/12,予1,準4,特4,,高松,05/05,予1,準7,般2,,調子は今ひとつですね。原因も分からない。自力です。,2,1
2025-05-30,44,11,6,7,三宅　裕武,13955,43,三重,88,Ａ１,追,3.92,91.89,1,6,4,8,5.26,36.84,57.89,0,0,2,5,0,0,大垣,05/30,,,,,岸和田,05/18,初5,準3,決5,,青森,05/07,初2,準2,決2,,松戸の決勝でワンツーの南儀君へ。差せなかったね。,1,2
2025-05-30,61,1,1,1,大浦　彩瑛,15855,29,神奈,126,Ｌ１,逃,3.77,55.26,14,12,1,4,45.16,83.87,87.1,8,18,0,0,3,17,玉野,05/29,予1,,,,岸和田,05/18,予1,予2,決2,,川崎,05/05,予1,予1,決2,,自力基本。,2,1
2025-05-30,61,1,2,2,田中　まい,14966,35,千葉,104,Ｌ１,両,3.79,50.83,0,1,7,10,0,5.56,44.44,0,0,1,0,0,7,玉野,05/29,予3,,,,青森,05/07,予3,予5,決7,,伊東,04/19,予3,予3,決4,,自力自在。,3,1
2025-05-30,61,1,3,3,黒河内由実,15141,29,長野,110,Ｌ１,追,3.79,50.36,3,3,6,24,8.33,16.67,33.33,1,0,2,3,12,2,玉野,05/29,予2,,,,奈良,05/23,予5,予4,般5,,函館,05/02,予5,予5,般4,,元気に自在。,1,1
2025-05-30,61,1,4,4,清水　彩那,15401,26,静岡,116,Ｌ１,両,3.79,49.56,4,3,3,16,15.38,26.92,38.46,2,4,1,0,1,8,玉野,05/29,予7,,,,武雄,05/20,予4,予5,般2,,熊本,05/13,予4,予5,般2,,自在。,5,1
2025-05-30,61,1,5,5,溝口　香奈,15075,39,大分,108,Ｌ１,追,3.77,48.07,1,0,1,12,7.14,7.14,14.29,0,0,1,0,1,0,玉野,05/29,予6,,,,青森,05/07,予6,予4,般4,,岸和田,04/16,,,,,前々へ。,6,1
2025-05-30,61,1,6,6,向井　　円,15314,31,大阪,114,Ｌ１,追,3.79,47.75,0,3,3,22,0,10.71,21.43,0,0,0,3,8,0,玉野,05/29,予4,,,,奈良,05/23,予7,予2,決7,,函館,05/02,予7,予3,般3,,取れた位置から。,4,1
2025-05-30,61,1,6,7,猪頭香緒里,14972,48,岡山,104,Ｌ１,追,3.79,46.53,0,1,0,16,0,5.88,5.88,0,0,0,1,5,0,玉野,05/29,予5,,,,岸和田,05/09,予5,予7,般4,,岐阜,04/25,予１,Ａ7,予２,Ａ7,好位狙い。,7,1
2025-05-30,61,2,1,1,石井　寛子,14963,39,東京,104,Ｌ１,両,3.79,55.92,16,3,1,4,66.67,79.17,83.33,1,7,10,1,1,3,玉野,05/29,予2,,,,武雄,05/20,予1,予1,決1,,岐阜,04/25,ティア4,ガ準決7,抜1,,自在。,2,1
2025-05-30,61,2,2,2,太田　美穂,15224,28,三重,112,Ｌ１,両,3.77,54.37,11,6,2,8,40.74,62.96,70.37,7,9,1,0,1,21,玉野,05/29,予1,,,,大垣,05/14,予2,予1,決2,,青森,05/07,予1,予1,決1,,自力。,1,1
2025-05-30,61,2,3,3,西島　叶子,15504,30,熊本,118,Ｌ１,両,3.79,52.76,2,6,14,11,6.06,24.24,66.67,2,1,3,2,0,3,玉野,05/29,予4,,,,小松島,05/14,予3,予1,決5,,青森,05/07,予4,予3,決5,,臨機応変。,4,1
2025-05-30,61,2,4,4,増茂るるこ,14903,33,東京,102,Ｌ１,両,3.77,49.33,1,1,3,10,6.67,13.33,33.33,1,0,0,1,2,1,玉野,05/29,予7,,,,函館,05/19,,,,,立川,04/18,予3,予2,決6,,前々自在。,3,1
2025-05-30,61,2,5,5,浦部　郁里,14909,38,千葉,102,Ｌ１,両,3.77,48.86,0,4,2,15,0,19.05,28.57,0,1,0,3,3,0,玉野,05/29,予3,,,,伊東,05/17,予3,予5,決6,,小倉,05/08,予5,予6,般2,,流れ見て何でも。,5,1
2025-05-30,61,2,6,6,中村　鈴花,15593,23,熊本,120,Ｌ１,追,3.77,48.04,0,2,2,24,0,7.14,14.29,0,0,1,1,3,0,玉野,05/29,予6,,,,伊東,05/17,予5,予5,般5,,函館,05/02,予5,般5,,,自在。,6,1
2025-05-30,61,2,6,7,大和久保美,14925,33,青森,102,Ｌ１,追,3.79,47.20,0,1,3,11,0,6.67,26.67,0,0,1,0,1,0,玉野,05/29,予5,,,,青森,05/07,予5,予5,般7,,宇都宮,04/22,予3,予4,般6,,前々へ。,7,1
2025-05-30,61,3,1,1,吉岡　篤志,13507,46,徳島,82,Ａ２,追,3.92,85.42,2,5,4,16,7.41,25.93,40.74,0,0,3,4,1,0,玉野,05/29,予6,,,,函館,05/19,予6,般2,特5,,福井,05/02,予3,準4,特6,,葛西君。,1,2
2025-05-30,61,3,2,2,吉川　裕二,13817,43,大分,86,Ａ２,追,3.93,82.52,3,3,2,19,11.11,22.22,29.63,0,0,4,2,1,0,玉野,05/29,予7,,,,いわき平,05/16,予5,般5,般2,,取手,05/04,予6,般4,般7,,高倉君。,2,2
2025-05-30,61,3,3,3,高倉　俊宏,14334,38,福岡,93,Ａ１,両,3.92,81.17,2,2,2,18,8.33,16.67,25,1,2,1,0,2,4,玉野,05/29,予7,,,,武雄,05/05,予5,般3,般5,,大垣,04/21,予5,般6,般1,,自力。,2,1
2025-05-30,61,3,4,4,大越　啓介,14578,36,栃木,97,Ａ２,追,3.92,81.10,1,1,4,24,3.33,6.67,20,0,0,2,0,0,3,玉野,05/29,予7,,,,四日市,05/17,予5,般7,般3,,取手,05/04,予4,抜5,般6,,自在。,3,1
