date,venue_id,race_no,frame_no,car_no,name_kanji,racer_id,age,prefecture,term,grade,style,gear,score,first_places,second_places,third_places,outs,win_rate,top2_rate,top3_rate,style_escape,style_sprint,style_chase,style_other,start_number,back_number,recent_place1,recent_date1,recent_result1_1,recent_result1_2,recent_result1_3,recent_result1_4,recent_place2,recent_date2,recent_result2_1,recent_result2_2,recent_result2_3,recent_result2_4,recent_place3,recent_date3,recent_result3_1,recent_result3_2,recent_result3_3,recent_result3_4,comment,line_id,line_pos
2025-05-29,37,2,6,6,古城　英之,13216,49,広島,78,Ａ２,追,3.92,78.38,0,0,1,20,0,0,4.76,0,0,0,0,0,0,伊東,05/27,予5,般6,,,別府,05/18,予5,般5,般4,,熊本,05/02,予3,般6,般7,,位置は決めずに,4,1
2025-05-29,37,2,6,7,櫻井　利之,14866,38,神奈,101,Ａ２,両,3.92,80.13,4,0,5,29,10.53,10.53,23.68,2,1,1,0,1,6,伊東,05/27,,,,,松阪,05/20,予7,般6,般1,,京王閣,05/04,予4,抜6,般1,,補充コメントなし,5,1
2025-05-29,37,3,1,1,鶴　　良生,15206,30,福岡,111,Ａ１,逃,3.92,90.30,7,5,2,16,23.33,40,46.67,5,5,1,1,4,12,伊東,05/27,初7,準6,,,いわき平,05/16,初7,準6,特7,,別府,05/09,初7,準2,決1,,自力で頑張ります,1,1
2025-05-29,37,3,2,2,宝満　大作,13722,45,岐阜,85,Ａ１,追,3.92,88.95,2,5,1,13,9.52,33.33,38.1,0,0,2,5,2,0,伊東,05/27,予2,準4,,,岐阜,05/08,初4,準2,決7,,福井,04/13,初4,準4,特4,,松田君に任せます,3,2
2025-05-29,37,3,3,3,岩崎　将士,13902,42,青森,88,Ａ１,追,3.92,88.22,4,5,5,13,14.81,33.33,51.85,0,1,5,3,6,1,伊東,05/27,予2,準4,,,いわき平,05/16,予1,準4,決7,,取手,05/04,予2,準5,特6,,①④の三番手へ,1,3
2025-05-29,37,3,4,4,小川　圭二,12474,54,徳島,68,Ａ１,追,3.92,90.50,6,3,8,5,27.27,40.91,77.27,0,0,8,1,0,0,伊東,05/27,初6,準5,,,小松島,05/14,予1,準1,決5,,宇都宮,05/01,予1,準3,決5,,鶴君にマークする,1,2
2025-05-29,37,3,5,5,松田　　大,14673,35,富山,98,Ａ１,両,3.92,83.58,1,1,2,9,7.69,15.38,30.77,1,1,0,0,0,2,伊東,05/27,予4,般1,,,弥彦,05/20,予5,般1,特7,,高松,04/30,予3,抜2,特5,,流れ見て自力自在,3,1
2025-05-29,37,3,6,6,相樂　　修,13184,51,千葉,78,Ａ２,両,3.92,81.00,2,3,4,18,7.41,18.52,33.33,0,0,4,1,0,1,伊東,05/27,予2,準6,,,弥彦,05/20,予6,般5,般3,,青森,05/07,予5,般6,般2,,先手ラインを追走,2,1
2025-05-29,37,3,6,7,鈴木　達也,14575,39,福島,97,Ａ２,追,3.92,83.23,3,4,6,18,9.68,22.58,41.94,0,0,3,4,9,1,伊東,05/27,予3,準3,,,四日市,05/17,予3,準7,般2,,武雄,05/05,予4,準7,般2,,位置は決めずに,4,1
2025-05-29,37,4,1,1,白石　大輔,13916,42,福島,88,Ａ２,両,3.92,88.54,8,4,2,10,33.33,50,58.33,1,2,8,1,1,1,伊東,05/27,予1,準3,,,玉野,05/18,予4,準1,決3,,いわき平,04/28,予1,準5,特2,,自分でやります,2,1
2025-05-29,37,4,2,2,高木　和仁,13070,50,福岡,76,Ａ１,追,3.92,93.29,10,1,1,12,41.67,45.83,50,0,3,7,1,6,0,伊東,05/27,初5,準4,,,熊本,05/13,初1,準4,特1,,川崎,04/28,初1,準1,決4,,山崎君を目標です,1,2
2025-05-29,37,4,3,3,大利　航平,15109,33,和歌,109,Ａ２,両,3.92,85.93,3,7,3,14,11.11,37.04,48.15,0,3,5,2,3,3,伊東,05/27,予5,般2,,,川崎,05/15,予1,準2,決6,,大垣,05/08,予5,般2,特4,,流れ見て自力自在,3,1
2025-05-29,37,4,4,4,高比良　豪,13659,45,福岡,84,Ａ１,両,3.92,85.80,5,6,2,17,16.67,36.67,43.33,0,1,9,1,3,0,伊東,05/27,予3,準5,,,青森,05/07,予3,準6,特6,,高松,04/30,予6,般6,般6,,高木さんの後ろへ,1,3
2025-05-29,37,4,5,5,須藤　直道,12417,53,群馬,68,Ａ１,追,3.92,89.75,4,4,5,11,16.67,33.33,54.17,0,1,5,2,4,0,伊東,05/27,予6,般1,,,岐阜,05/14,予4,準2,決4,,川崎,04/28,予4,準3,特1,,自分でやります,4,1
2025-05-29,37,4,6,6,一ノ瀬貴将,14703,38,大阪,98,Ａ１,両,3.92,85.52,4,0,6,17,14.81,14.81,37.04,0,0,4,0,3,0,伊東,05/27,予4,準5,,,大垣,05/20,予5,般6,般1,,福井,05/14,般3,,,,大利君に任せます,3,2
2025-05-29,37,4,6,7,山崎　駿哉,15279,27,岡山,113,Ａ１,逃,3.92,87.63,8,4,3,15,26.67,40,50,11,1,0,0,1,18,伊東,05/27,予1,準6,,,函館,05/19,予1,準3,決6,,佐世保,05/01,予1,準4,特6,,自力で頑張ります,1,1
2025-05-29,37,5,1,1,塩崎　隼秀,15646,24,愛媛,121,Ｓ２,逃,3.92,94.29,0,2,0,23,0,8,8,0,1,0,1,0,2,伊東,05/27,予6,般6,,,川崎,05/15,予2,準6,特5,,大垣,05/08,予6,般4,般4,,自力で頑張ります,1,1
2025-05-29,37,5,2,2,鷲田　佳史,13959,42,福井,88,Ｓ２,追,3.93,97.76,2,3,6,14,8,20,44,0,0,3,2,5,0,伊東,05/27,予6,般2,,,武雄,05/20,予7,抜6,抜7,,豊橋,04/14,予3,抜5,般4,,中野君を目標です,2,2
2025-05-29,37,5,3,3,春日　勇人,13465,49,千葉,82,Ｓ２,追,3.92,94.75,1,3,2,34,2.5,10,15,0,0,1,3,2,0,伊東,05/27,予6,般4,,,宇都宮,05/15,一6,抜5,般7,般4,西武園,05/05,般7,,,,近畿勢を追走して,2,3
2025-05-29,37,5,4,4,矢島　一弥,14224,39,群馬,92,Ｓ２,追,3.92,92.19,0,0,1,25,0,0,3.85,0,0,0,0,0,0,伊東,05/27,予5,般5,,,宇都宮,05/15,般6,,,,福井,05/14,予5,般5,般7,,決めずにやります,3,1
2025-05-29,37,5,5,5,中野　雄喜,15184,31,京都,111,Ｓ２,両,3.92,95.80,2,3,2,23,6.67,16.67,23.33,1,2,2,0,4,6,伊東,05/27,予4,抜7,,,弥彦,05/20,予7,般1,特5,,平塚,05/10,一7,抜2,抜9,般2,流れ見て自力で,2,1
2025-05-29,37,5,6,6,和田　誠寿,14953,34,広島,103,Ｓ２,追,3.92,91.88,0,0,0,16,0,0,0,0,0,0,0,5,0,伊東,05/27,予7,般7,,,武雄,05/20,予7,抜5,抜6,,豊橋,04/14,予7,般5,般6,,塩崎君を目標です,1,2
2025-05-29,37,6,1,1,金成　和幸,13912,46,福島,88,Ｓ２,追,3.92,97.00,2,4,8,23,5.41,16.22,37.84,0,0,2,4,1,0,伊東,05/27,予3,抜6,,,弥彦,05/20,般6,,,,宇都宮,05/15,一8,抜3,抜4,抜6,中部の後ろへいく,1,3
2025-05-29,37,6,2,2,金ヶ江勇気,15208,29,佐賀,111,Ｓ２,逃,3.92,96.06,1,6,2,23,3.13,21.88,28.13,1,2,1,3,1,2,伊東,05/27,予5,抜4,,,武雄,05/20,抜7,抜2,,,岸和田,05/09,予7,般5,般2,,流れ見て自力で,2,1
2025-05-29,37,6,3,3,今藤　康裕,14750,39,岐阜,99,Ｓ２,追,3.92,96.33,1,2,2,16,4.76,14.29,23.81,0,0,2,1,3,0,伊東,05/27,予4,抜5,,,大垣,05/20,予1,準4,特4,,福井,05/14,予6,般5,般5,,下井君を目標です,1,2
2025-05-29,37,6,4,4,溪　飛雄馬,13805,46,愛媛,86,Ｓ２,追,3.92,97.20,0,6,2,22,0,20,26.67,0,0,3,3,3,0,伊東,05/27,予7,般6,,,川崎,05/15,予5,抜6,般5,,大垣,05/08,予7,般5,般3,,金ヶ江君を目標に,2,2
2025-05-29,37,6,5,5,内田　英介,14163,43,東京,91,Ｓ２,追,3.92,95.47,0,2,2,17,0,9.52,19.05,0,0,0,2,11,0,伊東,05/27,予6,般3,,,大垣,05/20,,,,,玉野,04/29,,,,,溪さんの後ろへ,2,3
2025-05-29,37,6,6,6,下井　　竜,15453,30,三重,117,Ｓ２,逃,3.92,95.12,3,2,1,21,11.11,18.52,22.22,3,0,2,0,2,15,伊東,05/27,予6,般4,,,宇都宮,05/15,一9,抜9,般7,般7,大垣,05/08,予6,般5,般1,,自力で頑張るだけ,1,1
2025-05-29,37,7,1,1,伊原　克彦,14178,43,福井,91,Ｓ２,両,3.92,95.71,1,3,3,18,4,16,28,2,1,1,0,2,5,伊東,05/27,予4,抜5,,,武雄,05/20,予6,抜5,抜6,,岸和田,05/09,予4,準7,般3,,自力で頑張ります,1,1
2025-05-29,37,7,2,2,吉田　智哉,15204,27,愛媛,111,Ｓ２,逃,3.92,100.97,2,2,8,19,6.45,12.9,38.71,0,1,3,0,0,1,伊東,05/27,予7,般2,,,武雄,05/20,予3,特4,抜7,,青森,05/07,予4,準5,特7,,自分でやります,2,1
2025-05-29,37,7,3,3,小菅　　誠,14084,44,神奈,90,Ｓ２,追,3.93,96.97,2,4,5,24,5.71,17.14,31.43,0,0,3,3,0,0,伊東,05/27,予5,抜7,,,大垣,05/20,予6,般3,般6,,平塚,05/10,抜5,般2,抜2,,ここは酒井君へ,3,2
2025-05-29,37,7,4,4,高間　悠平,14475,37,福井,95,Ｓ２,追,3.92,94.82,1,3,3,26,3.03,12.12,21.21,0,0,1,3,2,0,伊東,05/27,予5,抜6,,,岸和田,05/18,般2,般4,,,福井,05/14,予4,抜3,般2,,伊原さんに任せる,1,2
2025-05-29,37,7,5,5,北村　信明,14327,39,徳島,93,Ｓ２,追,3.92,99.58,2,5,7,17,6.45,22.58,45.16,0,0,5,2,0,0,伊東,05/27,予6,般3,,,武雄,05/20,予5,特4,抜4,,西武園,05/05,予4,般1,特3,,吉田君に任せます,2,2
2025-05-29,37,7,6,6,武田　憲祐,14302,42,神奈,93,Ｓ２,追,3.92,93.51,0,2,1,35,0,5.26,7.89,0,0,0,2,8,0,伊東,05/27,般5,,,,京王閣,05/24,予7,般6,般5,,宇都宮,05/15,般7,,,,小菅さんの後ろへ,3,3
2025-05-29,37,7,6,7,酒井　拳蔵,15113,29,大阪,109,Ｓ２,両,3.93,94.14,0,2,2,24,0,7.14,14.29,0,1,1,0,1,5,伊東,05/27,予5,般7,,,岐阜,05/14,予7,般5,般6,,青森,05/07,,,,,自力で頑張るだけ,3,1
2025-05-29,37,8,1,1,伊藤　正樹,12669,52,愛知,71,Ｓ２,追,3.54,98.03,3,2,10,23,7.89,13.16,39.47,0,0,4,1,2,0,伊東,05/27,予4,抜4,,,武雄,05/20,予6,抜2,抜7,,福井,05/14,予4,抜3,特3,,張野君に任せます,1,2
2025-05-29,37,8,2,2,佐藤愼太郎,13533,46,福島,83,Ｓ２,追,3.92,97.69,3,1,5,23,9.38,12.5,28.13,0,0,3,1,0,0,伊東,05/27,予1,準6,,,大垣,05/20,予4,抜5,般2,,福井,05/14,予6,般6,般3,,野口君に付けます,2,2
2025-05-29,37,8,3,3,立部　楓真,15385,26,佐賀,115,Ｓ２,逃,3.92,94.96,13,2,2,10,48.15,55.56,62.96,6,7,2,0,6,17,伊東,05/27,予4,抜2,,,武雄,05/20,予4,特3,特5,,別府,04/25,初1,準1,決1,,自力で力出し切る,3,1
2025-05-29,37,8,4,4,大野　悟郎,13593,45,大分,83,Ｓ２,追,3.92,99.59,1,5,8,15,3.45,20.69,48.28,0,0,1,5,1,0,伊東,05/27,予3,抜2,,,武雄,05/20,予2,準6,特2,,平塚,05/10,一3,二5,特7,抜4,九州の三番手です,3,3
2025-05-29,37,8,5,5,吉本　卓仁,14045,41,福岡,89,Ｓ１,両,3.92,108.85,4,5,5,13,14.81,33.33,51.85,0,0,7,2,0,2,伊東,05/27,初1,準4,,,玉野,05/18,初2,準1,決5,,名古屋,04/29,一6,般2,般5,抜4,立部君に任せます,3,2
2025-05-29,37,8,6,6,張野　幸聖,15366,25,和歌,115,Ｓ２,逃,3.92,92.46,1,0,0,25,3.85,3.85,3.85,0,0,1,0,1,4,伊東,05/27,予7,般1,,,大垣,05/20,予7,般7,般6,,平塚,05/10,一7,抜9,般6,般7,自力で頑張るだけ,1,1
2025-05-29,37,8,6,7,野口　裕史,15169,42,千葉,111,Ｓ１,逃,3.93,101.80,6,3,4,22,17.14,25.71,37.14,6,3,0,0,0,20,伊東,05/27,予2,準7,,,岸和田,05/18,予7,般6,般6,,玉野,05/12,予3,準7,特1,,いつも通り自力で,2,1
2025-05-29,37,9,1,1,柳詰　正宏,14624,37,福岡,97,Ｓ１,追,3.93,105.66,6,5,4,17,18.75,34.38,46.88,0,0,11,0,3,0,伊東,05/27,初5,準4,,,高松,05/21,初4,準3,特4,,西武園,05/05,初7,準4,特2,,津村君に任せます,1,2
2025-05-29,37,9,2,2,木村　　弘,14791,33,青森,100,Ｓ２,逃,3.92,103.89,5,5,6,11,18.52,37.04,59.26,2,4,3,1,4,10,伊東,05/27,予2,準3,,,青森,05/07,予1,準2,決5,,川崎,04/19,一2,二9,抜1,特2,自力で頑張ります,2,1
2025-05-29,37,9,3,3,山本　健也,14005,43,千葉,89,Ｓ２,追,3.92,98.57,3,2,1,23,10.34,17.24,20.69,0,0,3,2,2,0,伊東,05/27,予3,抜3,,,岸和田,05/18,予4,般5,般5,,川崎,04/19,一8,抜5,般1,抜6,村上君を目標です,3,2
2025-05-29,37,9,4,4,藤原　憲征,13693,45,新潟,85,Ｓ２,追,3.92,99.62,2,2,9,16,6.9,13.79,44.83,0,0,3,1,1,0,伊東,05/27,予3,,,,弥彦,05/20,予2,準4,特4,,いわき平,04/28,予3,抜6,般6,,木村君を目標です,2,2
2025-05-29,37,9,5,5,津村洸次郎,14889,33,福岡,101,Ｓ２,両,3.93,97.31,1,4,7,18,3.33,16.67,40,0,1,4,0,6,3,伊東,05/27,予3,抜1,,,岐阜,05/14,予3,準2,決2,,西武園,05/05,予6,般2,特3,,流れ見て自力で,1,1
2025-05-29,37,9,6,6,村上　直久,14465,43,神奈,95,Ｓ２,両,3.92,95.78,2,1,2,22,7.41,11.11,18.52,2,1,0,0,0,10,伊東,05/27,予7,般1,,,弥彦,05/20,予7,般7,般4,,玉野,05/12,予1,準6,特7,,自力で頑張るだけ,3,1
2025-05-29,37,9,6,7,山口　貴嗣,13514,46,福岡,82,Ｓ２,追,3.92,99.13,1,4,4,21,3.33,16.67,30,0,0,2,3,4,0,伊東,05/27,予4,抜1,,,玉野,05/12,予5,抜4,般5,,福井,05/02,予2,準7,般3,,福岡の三番手です,1,3
2025-05-29,37,10,1,1,渡邉　雅也,15444,24,静岡,117,Ｓ１,両,3.92,106.07,6,3,3,15,22.22,33.33,44.44,0,3,5,1,4,3,伊東,05/27,初7,準3,,,川崎,05/15,予2,準4,特6,,青森,05/07,初5,準6,特1,,齋木さんに任せる,2,2
2025-05-29,37,10,2,2,松永　　将,14004,44,茨城,89,Ｓ２,追,3.92,101.58,3,4,5,21,9.09,21.21,36.36,0,0,5,2,3,0,伊東,05/27,予3,準5,,,弥彦,05/20,予2,準4,特5,,福井,05/14,般1,特5,,,藤田君を目標です,1,2
2025-05-29,37,10,3,3,上田　国広,14029,41,三重,89,Ｓ２,追,3.92,102.68,3,2,3,11,15.79,26.32,42.11,0,0,3,2,0,0,伊東,05/27,予2,準5,,,武雄,05/20,予3,準5,特6,,玉野,05/12,予2,準4,特4,,谷口君に任せます,3,2
2025-05-29,37,10,4,4,今野　大輔,15202,31,岡山,111,Ｓ２,両,3.92,98.21,0,3,6,25,0,8.82,26.47,0,0,2,1,10,0,伊東,05/27,予2,,,,弥彦,05/20,予3,抜5,般4,,青森,05/07,予2,準4,特4,,単騎で走ります,4,1
2025-05-29,37,10,5,5,藤田　周磨,15428,27,埼玉,117,Ｓ２,逃,3.92,102.44,5,3,6,11,20,32,56,4,3,0,1,2,11,伊東,05/27,予1,準7,,,玉野,05/18,予4,準1,決3,,静岡,04/25,予3,準7,特6,,自力で頑張ります,1,1
2025-05-29,37,10,6,6,齋木　翔多,15354,26,静岡,115,Ｓ２,逃,3.93,97.56,2,6,5,19,6.25,25,40.63,4,4,0,0,6,17,伊東,05/27,予1,準6,,,川崎,05/15,予3,抜3,特6,,函館,05/02,予5,般2,般1,,自力で頑張るだけ,2,1
2025-05-29,37,10,6,7,谷口　明正,14978,41,三重,103,Ｓ２,両,3.92,97.64,2,2,1,18,8.7,17.39,21.74,0,1,2,1,0,1,伊東,05/27,予5,抜2,,,玉野,05/12,,,,,高松,05/05,予2,準6,特7,,流れ見て自力で,3,1
2025-05-29,37,11,1,1,仁藤　　秀,15442,26,静岡,117,Ａ１,両,3.93,92.15,11,4,2,10,40.74,55.56,62.96,1,6,7,1,4,2,伊東,05/27,初1,準1,,,岸和田,05/18,初7,準1,決1,,武雄,05/05,初3,準4,特1,,望月君に任せます,1,2
2025-05-29,37,11,2,2,久保　光司,15563,28,佐賀,119,Ａ２,逃,3.92,84.09,3,1,3,16,13.04,17.39,30.43,2,0,2,0,0,3,伊東,05/27,予4,準2,,,玉野,05/12,予4,準5,特7,,武雄,05/05,般1,特5,,,初連係の出口君へ,2,2
2025-05-29,37,11,3,3,永井　哉多,15610,23,東京,121,Ａ１,逃,3.92,90.27,14,5,2,9,46.67,63.33,70,11,8,0,0,2,14,伊東,05/27,初2,準1,,,岸和田,05/18,予1,準1,決2,,京王閣,05/04,予1,準1,決7,,流れ見て自力で,3,1
2025-05-29,37,11,4,4,田中　晴基,14081,39,千葉,90,Ａ１,追,3.92,92.00,5,6,5,9,20,44,64,0,0,6,5,9,2,伊東,05/27,初4,準1,,,武雄,05/05,初4,準6,特1,,奈良,04/28,初5,準2,決4,,地元の三番手へ,1,3
2025-05-29,37,11,5,5,出口謙一郎,15719,26,岐阜,123,Ａ２,逃,3.92,89.33,3,3,1,2,33.33,66.67,77.78,3,2,0,1,0,3,伊東,05/27,予1,準3,,,大垣,05/08,予1,準2,決5,,取手,04/22,予2,準7,般1,,自力で頑張るだけ,2,1
2025-05-29,37,11,6,6,橋本　紀彰,14056,45,茨城,90,Ａ２,追,3.92,83.78,3,3,5,16,11.11,22.22,40.74,0,0,4,2,0,0,伊東,05/27,予3,準2,,,大垣,05/20,予3,準5,特5,,取手,05/04,般6,,,,再度永井君マーク,3,2
2025-05-29,37,11,6,7,望月　湧世,15713,21,静岡,123,Ａ２,逃,3.92,92.21,11,4,5,4,45.83,62.5,83.33,13,2,0,0,3,19,伊東,05/27,予1,準2,,,大垣,05/20,予2,準3,特1,,福井,05/02,予1,準1,決2,,前で自力で頑張る,1,1
2025-05-29,37,12,1,1,新田　康仁,12887,51,静岡,74,Ｓ２,両,3.93,102.52,7,1,4,17,24.14,27.59,41.38,0,0,8,0,4,0,伊東,05/27,予2,準1,,,弥彦,05/20,予1,準4,特1,,名古屋,04/29,一9,般4,般8,,ここは阿部君へ,1,2
2025-05-29,37,12,2,2,石川　裕二,14723,41,茨城,99,Ｓ２,追,3.92,101.75,3,3,3,13,13.64,27.27,40.91,0,0,4,2,1,0,伊東,05/27,予1,準2,,,川崎,05/15,予4,抜1,特4,,高松,05/05,予4,準3,特3,,高橋和君にマーク,2,2
2025-05-29,37,12,3,3,野田　源一,13387,46,福岡,81,Ｓ１,両,3.92,105.48,7,6,6,13,21.88,40.63,59.38,1,6,6,0,0,1,伊東,05/27,初2,準2,,,弥彦,05/20,初5,準3,決1,,武雄,05/05,初6,準2,決2,,流れ見て自力自在,3,1
2025-05-29,37,12,4,4,高橋　和也,14168,38,愛知,91,Ｓ２,両,3.92,103.30,6,2,4,11,26.09,34.78,52.17,2,3,3,0,2,7,伊東,05/27,予1,準1,,,岸和田,05/18,予1,準7,特3,,玉野,04/18,予1,準4,特4,,自力で頑張ります,2,1
2025-05-29,37,12,5,5,朝倉　佳弘,14071,44,東京,90,Ｓ１,追,3.92,105.76,3,7,3,12,12,40,52,0,0,6,4,2,0,伊東,05/27,初3,準1,,,玉野,05/18,初4,準4,特4,,武雄,05/05,初1,準2,決4,,ここは野田さんへ,3,2
2025-05-29,37,12,6,6,高橋　昇平,14729,35,埼玉,99,Ｓ２,追,3.92,97.97,2,3,6,20,6.45,16.13,35.48,0,0,2,3,3,0,伊東,05/27,予2,準2,,,大垣,05/20,予5,抜1,特7,,いわき平,04/28,予3,抜7,,,朝倉さんの後ろへ,3,3
2025-05-29,37,12,6,7,阿部　将大,15474,28,大分,117,Ｓ１,逃,3.93,105.92,4,3,2,15,16.67,29.17,37.5,2,3,2,0,7,7,伊東,05/27,初4,準3,,,武雄,05/20,予1,準2,決7,,名古屋,04/29,一5,抜9,般9,般7,自力で頑張ります,1,1
2025-05-29,45,1,1,1,山田　祐太,15241,36,福島,113,Ａ２,逃,3.92,81.13,4,3,4,19,13.33,23.33,36.67,4,2,0,1,2,12,豊橋,05/28,予7,,,,川崎,05/15,予7,般3,般5,,西武園,05/05,予1,準7,般7,,自力でいく。,1,1
2025-05-29,45,1,2,2,園田　鉄兵,14344,41,熊本,93,Ａ２,両,3.92,81.05,2,0,2,16,10,10,20,0,0,2,0,0,0,豊橋,05/28,予7,,,,高知,05/17,予7,般1,特7,,熊本,05/02,,,,,決めずに。,4,1
2025-05-29,45,1,3,3,板崎　佑矢,14887,37,愛媛,101,Ａ２,両,3.93,87.14,3,7,6,13,10.34,34.48,55.17,1,3,3,3,0,1,豊橋,05/28,予5,,,,いわき平,05/16,予4,般1,特3,,小倉,05/08,予4,抜2,特4,,自力自在に。,2,1
2025-05-29,45,1,4,4,藤井　準也,15000,31,岐阜,105,Ａ１,両,3.92,88.29,3,7,3,11,12.5,41.67,54.17,0,0,7,3,3,0,豊橋,05/28,予6,,,,弥彦,05/20,予1,準5,特4,,大垣,05/08,予2,準2,決3,,自分で。,3,1
2025-05-29,45,1,5,5,女屋　文伸,13551,47,埼玉,83,Ａ１,追,3.92,84.71,1,4,6,13,4.17,20.83,45.83,0,0,3,2,1,0,豊橋,05/28,予6,,,,函館,05/19,予4,準7,般4,,京王閣,05/04,予3,準7,特6,,山田君の番手に。,1,2
2025-05-29,45,1,6,6,藤田　剣次,13743,47,福岡,85,Ａ２,追,3.92,76.85,0,0,0,13,0,0,0,0,0,0,0,0,1,豊橋,05/28,予7,,,,玉野,05/18,予7,般6,般6,,小倉,05/08,般4,,,,決めずに。,5,1
2025-05-29,45,1,6,7,田村　浩章,13506,48,徳島,82,Ａ２,追,3.92,85.41,3,2,6,12,13.04,21.74,47.83,0,0,4,1,0,0,豊橋,05/28,予6,,,,岸和田,05/18,,,,,高知,04/10,予3,,,,板崎君マーク。,2,2
2025-05-29,45,2,1,1,山根　泰道,12128,55,岡山,64,Ａ２,追,3.85,81.42,1,0,5,18,4.17,4.17,25,0,0,1,0,3,0,豊橋,05/28,予6,,,,函館,05/19,予6,般3,般4,,高松,04/30,予7,般5,般5,,同県の森君。,2,2
2025-05-29,45,2,2,2,清水　広幸,11382,58,愛知,57,Ａ２,追,3.92,79.32,0,2,2,21,0,8,16,0,0,1,1,1,0,豊橋,05/28,予4,,,,函館,05/14,予3,準7,般6,,玉野,04/18,予6,般7,般6,,近畿勢へ。,1,3
2025-05-29,45,2,3,3,國武　耕二,12326,55,佐賀,66,Ａ１,追,3.92,84.05,0,2,4,15,0,9.52,28.57,0,0,0,2,0,0,豊橋,05/28,予5,,,,武雄,05/05,予3,準5,特6,,別府,04/25,予3,準4,特5,,決めずに。,3,1
2025-05-29,45,2,4,4,薮　　謙治,13581,47,京都,83,Ａ２,追,3.92,84.17,1,3,2,13,5.26,21.05,31.58,0,0,2,2,3,0,豊橋,05/28,予7,,,,大垣,05/08,予4,般4,般6,,大宮,04/26,予2,準4,特3,,中川君の番手。,1,2
2025-05-29,45,2,5,5,郡　　英治,12466,55,広島,68,Ａ１,追,3.92,83.80,0,2,4,9,0,13.33,40,0,0,0,2,0,0,豊橋,05/28,予4,,,,玉野,05/12,予5,般4,般6,,福井,04/24,予4,準5,特3,,岡山勢へ。,2,3
2025-05-29,45,2,6,6,森　　佑樹,14407,39,岡山,94,Ａ２,逃,3.92,77.67,2,0,1,27,6.67,6.67,10,0,1,1,0,1,9,豊橋,05/28,予5,,,,高松,05/21,予6,般7,般7,,岸和田,05/04,予7,般7,般5,,自力でいく。,2,1
2025-05-29,45,2,6,7,中川　繁樹,14314,38,京都,93,Ａ１,逃,3.93,87.50,8,5,6,13,25,40.63,59.38,9,2,1,1,12,13,豊橋,05/28,予5,,,,四日市,05/17,予6,般1,特3,,奈良,05/11,予3,準7,般2,,自力でいく。,1,1
2025-05-29,45,3,1,1,加藤　寛治,13570,47,愛知,83,Ａ１,両,3.92,88.64,4,4,4,13,16,32,48,0,0,5,3,8,2,豊橋,05/28,予1,,,,松阪,05/20,初7,準3,特7,,いわき平,04/28,初7,準2,決4,,同県の疋田君。,2,2
2025-05-29,45,3,2,2,高峰　賢治,12809,54,山梨,73,Ａ２,追,3.92,84.00,2,3,5,17,7.41,18.52,37.04,0,0,2,3,6,0,豊橋,05/28,予2,,,,福井,05/14,予6,般2,特4,,青森,05/07,予4,般1,特4,,東日本の三番手。,3,3
2025-05-29,45,3,3,3,吉川　嘉斗,15010,32,徳島,105,Ａ１,追,3.93,91.35,3,6,5,9,13.04,39.13,60.87,0,0,6,3,1,0,豊橋,05/28,初4,,,,高知,05/17,初7,準3,特1,,玉野,04/29,初1,準2,決3,,田川君の番手に。,1,2
2025-05-29,45,3,4,4,佐々木祐太,15688,25,岩手,123,Ａ２,逃,3.92,87.90,4,7,1,9,19.05,52.38,57.14,6,4,1,0,10,7,豊橋,05/28,予3,,,,函館,05/14,予4,準6,特6,,玉野,04/29,,,,,自力でいく。,3,1
2025-05-29,45,3,5,5,疋田　力也,15536,24,愛知,119,Ａ１,両,3.92,90.96,6,3,6,9,25,37.5,62.5,2,7,0,0,0,9,豊橋,05/28,初2,,,,高松,05/21,初1,準2,決7,,岐阜,05/08,初3,準3,特1,,自力で動いて。,2,1
2025-05-29,45,3,6,6,河野　　要,14383,41,神奈,94,Ａ２,追,3.92,83.13,1,5,0,19,4,24,24,0,0,4,2,1,0,豊橋,05/28,予1,,,,小松島,05/14,予7,般1,特5,,川崎,05/05,予4,準4,特5,,佐々木君の番手に,3,2
2025-05-29,45,3,6,7,田川　翔琉,15568,27,熊本,119,Ａ１,逃,3.92,86.90,3,5,4,9,14.29,38.1,57.14,1,6,0,1,8,8,豊橋,05/28,予3,,,,玉野,05/18,予3,準7,般7,,熊本,04/21,予1,準5,特1,,自力でいく。,1,1
2025-05-29,45,4,1,1,小林　卓人,13283,47,大阪,79,Ａ１,追,3.92,89.71,6,6,1,16,20.69,41.38,44.83,0,0,7,5,4,0,豊橋,05/28,予2,,,,岸和田,05/09,予1,準2,決5,,高松,04/30,予1,準5,特2,,南部君の番手。,1,2
2025-05-29,45,4,2,2,梁島　邦友,15420,26,茨城,117,Ａ１,逃,3.92,92.73,8,4,5,10,29.63,44.44,62.96,4,7,0,1,11,9,豊橋,05/28,初7,,,,高松,05/21,初2,準1,決3,,宇都宮,05/01,初3,準7,特6,,自力でいく。,2,1
2025-05-29,45,4,3,3,岩本　　純,14404,43,岡山,94,Ａ２,両,3.93,87.00,5,4,4,13,19.23,34.62,50,0,1,6,2,4,0,豊橋,05/28,予3,,,,函館,05/19,予2,準7,,,武雄,05/05,予3,準4,特4,,単騎で。,3,1
