date,venue_name,venue_id
20160415,和歌山,55
20160415,小倉,81
20160415,松戸,31
20160415,弥彦,21
20160416,函館,11
20160416,高知,74
20160416,久留米,83
20160416,青森,12
20160416,和歌山,55
20160416,小倉,81
20160416,松阪,47
20160416,小田原,36
20160417,小倉,81
20160417,函館,11
20160417,久留米,83
20160417,取手,23
20160417,小田原,36
20160417,高知,74
20160417,青森,12
20160418,弥彦,21
20160418,小田原,36
20160418,取手,23
20160418,佐世保,85
20160418,青森,12
20160418,久留米,83
20160418,高松,71
20160418,函館,11
20160418,豊橋,45
20160419,佐世保,85
20160419,豊橋,45
20160419,取手,23
20160419,平塚,35
20160419,弥彦,21
20160419,高松,71
20160420,弥彦,21
20160420,高松,71
20160420,平塚,35
20160420,豊橋,45
20160420,富山,46
20160420,佐世保,85
20160421,青森,12
20160421,小倉,81
20160421,平塚,35
20160421,西武園,26
20160421,富山,46
20160422,函館,11
20160422,西武園,26
20160422,小倉,81
20160422,青森,12
20160422,富山,46
20160423,青森,12
20160423,函館,11
20160423,西武園,26
20160423,小倉,81
20160423,静岡,38
20160424,西武園,26
20160424,福井,51
20160424,松阪,47
20160424,静岡,38
20160424,佐世保,85
20160424,名古屋,42
20160424,玉野,61
20160424,函館,11
20160425,静岡,38
20160425,佐世保,85
20160425,広島,62
20160425,玉野,61
20160425,福井,51
20160425,松阪,47
20160425,小田原,36
20160425,久留米,83
20160425,名古屋,42
20160426,久留米,83
20160426,佐世保,85
20160426,福井,51
20160426,広島,62
20160426,玉野,61
20160426,松阪,47
20160426,小田原,36
20160426,名古屋,42
20160427,広島,62
20160427,宇都宮,24
20160427,青森,12
20160427,立川,28
20160427,小田原,36
20160427,久留米,83
20160427,富山,46
20160428,富山,46
20160428,青森,12
20160428,松戸,31
20160428,立川,28
20160428,小倉,81
20160428,宇都宮,24
20160429,富山,46
20160429,青森,12
20160429,松戸,31
20160429,立川,28
20160429,小倉,81
20160429,宇都宮,24
20160430,静岡,38
20160430,小倉,81
20160430,松戸,31
20160430,大宮,25
20160501,岸和田,56
20160501,静岡,38
20160501,高知,74
20160501,大宮,25
20160501,佐世保,85
20160502,高知,74
20160502,佐世保,85
20160502,静岡,38
20160502,岸和田,56
20160502,大宮,25
20160503,岸和田,56
20160503,佐世保,85
20160503,高知,74
20160503,静岡,38
20160504,静岡,38
20160504,青森,12
20160504,京王閣,27
20160505,青森,12
20160505,静岡,38
20160505,京王閣,27
20160506,福井,51
20160506,久留米,83
20160506,松戸,31
20160506,京王閣,27
20160506,広島,62
20160506,豊橋,45
20160506,青森,12
20160507,松戸,31
20160507,立川,28
20160507,小倉,81
20160507,広島,62
20160507,豊橋,45
20160507,福井,51
20160507,久留米,83
20160508,立川,28
20160508,豊橋,45
20160508,松戸,31
20160508,福井,51
20160508,函館,11
20160508,広島,62
20160508,久留米,83
20160508,小倉,81
20160509,小倉,81
20160509,富山,46
20160509,千葉,32
20160509,函館,11
20160509,取手,23
20160509,高松,71
20160509,立川,28
20160510,青森,12
20160510,千葉,32
20160510,富山,46
20160510,高松,71
20160510,函館,11
20160510,取手,23
20160511,高松,71
20160511,千葉,32
20160511,別府,86
20160511,富山,46
20160511,松山,75
20160511,青森,12
20160511,取手,23
20160512,別府,86
20160512,松山,75
20160512,青森,12
20160512,平塚,35
20160513,松山,75
20160513,小松島,73
20160513,平塚,35
20160513,岐阜,43
20160513,小倉,81
20160513,別府,86
20160513,熊本,87
20160514,函館,11
20160514,平塚,35
20160514,小松島,73
20160514,小倉,81
20160514,熊本,87
20160514,岐阜,43
20160515,小松島,73
20160515,弥彦,21
20160515,岸和田,56
20160515,岐阜,43
20160515,函館,11
20160515,平塚,35
20160515,小倉,81
20160515,熊本,87
20160516,函館,11
20160516,大垣,44
20160516,青森,12
20160516,弥彦,21
20160516,岸和田,56
20160516,高松,71
20160517,高松,71
20160517,青森,12
20160517,弥彦,21
20160517,大垣,44
20160517,川崎,34
20160517,岸和田,56
20160518,青森,12
20160518,大垣,44
20160518,福井,51
20160518,川崎,34
20160518,大宮,25
20160518,高松,71
20160519,小松島,73
20160519,川崎,34
20160519,福井,51
20160519,大宮,25
20160520,小松島,73
20160520,佐世保,85
20160520,大宮,25
20160520,いわき平,13
20160520,福井,51
20160521,伊東,37
20160521,岐阜,43
20160521,いわき平,13
20160521,佐世保,85
20160521,西武園,26
20160521,小松島,73
20160522,西武園,26
20160522,岐阜,43
20160522,伊東,37
20160522,いわき平,13
20160522,佐世保,85
20160523,西武園,26
20160523,玉野,61
20160523,岐阜,43
20160523,千葉,32
20160523,弥彦,21
20160524,小倉,81
20160524,弥彦,21
20160524,青森,12
20160524,玉野,61
20160524,千葉,32
20160525,青森,12
20160525,別府,86
20160525,小倉,81
20160525,富山,46
20160525,京王閣,27
20160525,千葉,32
20160525,和歌山,55
20160525,玉野,61
20160525,弥彦,21
20160526,青森,12
20160526,富山,46
20160526,和歌山,55
20160526,小倉,81
20160526,京王閣,27
20160526,別府,86
20160527,佐世保,85
20160527,松戸,31
20160527,京王閣,27
20160527,富山,46
20160527,福井,51
20160527,和歌山,55
20160527,別府,86
20160528,宇都宮,24
20160528,福井,51
20160528,久留米,83
20160528,防府,63
20160528,松戸,31
20160528,佐世保,85
20160529,宇都宮,24
20160529,佐世保,85
20160529,防府,63
20160529,福井,51
20160529,松戸,31
20160529,久留米,83
20160530,防府,63
20160530,久留米,83
20160530,川崎,34
20160530,青森,12
20160530,宇都宮,24
20160530,豊橋,45
20160531,宇都宮,24
20160531,川崎,34
20160531,青森,12
20160531,豊橋,45
20160601,青森,12
20160601,豊橋,45
20160601,松阪,47
20160601,川崎,34
20160602,奈良,53
20160602,小倉,81
20160602,高知,74
20160602,立川,28
20160602,平塚,35
20160602,別府,86
20160602,松阪,47
20160603,小倉,81
20160603,松阪,47
20160603,奈良,53
20160603,高知,74
20160603,立川,28
20160603,平塚,35
20160603,別府,86
20160604,立川,28
20160604,奈良,53
20160604,平塚,35
20160604,高知,74
20160604,別府,86
20160604,小倉,81
20160605,伊東,37
20160605,豊橋,45
20160605,玉野,61
20160605,いわき平,13
20160605,別府,86
20160606,豊橋,45
20160606,いわき平,13
20160606,名古屋,42
20160606,防府,63
20160606,伊東,37
20160606,福井,51
20160606,西武園,26
20160606,玉野,61
20160607,名古屋,42
20160607,豊橋,45
20160607,伊東,37
20160607,弥彦,21
20160607,玉野,61
20160607,いわき平,13
20160607,西武園,26
20160607,福井,51
20160607,防府,63
20160608,小倉,81
20160608,名古屋,42
20160608,防府,63
20160608,西武園,26
20160608,弥彦,21
20160608,福井,51
20160608,高知,74
20160609,平塚,35
20160609,高知,74
20160609,富山,46
20160609,小倉,81
20160609,弥彦,21
20160609,千葉,32
20160610,平塚,35
20160610,高知,74
20160610,千葉,32
20160610,青森,12
20160610,小倉,81
20160610,富山,46
20160611,千葉,32
20160611,富山,46
20160611,玉野,61
20160611,平塚,35
20160611,青森,12
20160612,青森,12
20160612,松山,75
20160612,松阪,47
20160612,玉野,61
20160612,佐世保,85
20160612,松戸,31
20160613,玉野,61
20160613,松阪,47
20160613,大宮,25
20160613,松山,75
20160613,立川,28
20160613,佐世保,85
20160613,松戸,31
20160614,大宮,25
20160614,佐世保,85
20160614,松山,75
20160614,松阪,47
20160614,前橋,22
20160614,立川,28
20160614,松戸,31
20160614,函館,11
20160615,大宮,25
20160615,立川,28
20160615,函館,11
20160615,前橋,22
20160616,前橋,22
20160616,函館,11
20160616,名古屋,42
20160616,静岡,38
20160617,名古屋,42
20160617,松戸,31
20160617,静岡,38
20160617,青森,12
20160618,松戸,31
20160618,青森,12
20160618,静岡,38
20160618,名古屋,42
20160619,青森,12
20160619,名古屋,42
20160619,松戸,31
20160620,高松,71
20160620,取手,23
20160620,前橋,22
20160620,函館,11
20160620,別府,86
20160620,和歌山,55
20160621,函館,11
20160621,別府,86
20160621,高松,71
20160621,取手,23
20160621,前橋,22
20160621,和歌山,55
20160622,高知,74
20160622,別府,86
20160622,高松,71
20160622,大垣,44
20160622,和歌山,55
20160622,前橋,22
20160622,函館,11
20160622,取手,23
20160623,高知,74
20160623,青森,12
20160623,大垣,44
20160623,大宮,25
20160623,川崎,34
20160624,川崎,34
20160624,大垣,44
20160624,弥彦,21
20160624,青森,12
20160624,大宮,25
20160624,高知,74
20160624,福井,51
20160624,富山,46
20160625,久留米,83
20160625,大宮,25
20160625,青森,12
20160625,弥彦,21
20160625,小田原,36
20160625,富山,46
20160625,川崎,34
20160625,福井,51
20160626,富山,46
20160626,小田原,36
20160626,松山,75
20160626,久留米,83
20160626,福井,51
20160626,弥彦,21
20160626,小倉,81
20160627,久留米,83
20160627,京王閣,27
20160627,松山,75
20160627,小田原,36
20160627,小倉,81
20160628,久留米,83
20160628,松山,75
20160628,京王閣,27
20160628,小倉,81
20160629,青森,12
20160629,熊本,87
20160629,和歌山,55
20160629,京王閣,27
20160629,小松島,73
20160629,富山,46
20160630,青森,12
20160630,前橋,22
20160630,小松島,73
20160630,函館,11
20160630,富山,46
20160630,熊本,87
20160630,和歌山,55
20160701,小松島,73
20160701,千葉,32
20160701,青森,12
20160701,和歌山,55
20160701,前橋,22
20160701,熊本,87
20160701,函館,11
20160701,富山,46
20160701,豊橋,45
20160702,静岡,38
20160702,豊橋,45
20160702,千葉,32
20160702,函館,11
20160702,京王閣,27
20160702,福井,51
20160702,前橋,22
20160703,千葉,32
20160703,豊橋,45
20160703,京王閣,27
20160703,高松,71
20160703,静岡,38
20160703,福井,51
20160703,青森,12
20160704,別府,86
20160704,京王閣,27
20160704,高松,71
20160704,福井,51
20160704,青森,12
20160704,静岡,38
20160705,青森,12
20160705,別府,86
20160705,福井,51
20160705,高松,71
20160705,函館,11
20160706,松阪,47
20160706,別府,86
20160706,岐阜,43
20160706,奈良,53
20160706,函館,11
20160707,函館,11
20160707,松阪,47
20160707,熊本,87
20160707,奈良,53
20160707,岐阜,43
20160707,小松島,73
20160708,奈良,53
20160708,松阪,47
20160708,岐阜,43
20160708,松戸,31
20160708,熊本,87
20160708,小松島,73
20160709,小松島,73
20160709,熊本,87
20160709,松戸,31
20160709,青森,12
20160710,青森,12
20160710,松戸,31
20160710,小倉,81
20160710,小松島,73
20160710,大垣,44
20160711,取手,23
20160711,小倉,81
20160711,伊東,37
20160711,青森,12
20160711,大垣,44
20160712,奈良,53
20160712,伊東,37
20160712,取手,23
20160712,小倉,81
20160712,大垣,44
20160712,大宮,25
20160713,いわき平,13
20160713,奈良,53
20160713,伊東,37
20160713,玉野,61
20160713,取手,23
20160713,大宮,25
20160713,岐阜,43
20160714,大宮,25
20160714,玉野,61
20160714,奈良,53
20160714,岐阜,43
20160714,いわき平,13
20160715,岐阜,43
20160715,小倉,81
20160715,玉野,61
20160715,いわき平,13
20160716,福井,51
20160716,前橋,22
20160716,小倉,81
20160716,佐世保,85
20160716,川崎,34
20160716,別府,86
20160717,小倉,81
20160717,佐世保,85
20160717,川崎,34
20160717,前橋,22
20160717,福井,51
20160717,別府,86
20160718,前橋,22
20160718,別府,86
20160718,川崎,34
20160718,名古屋,42
20160718,玉野,61
20160718,佐世保,85
20160718,福井,51
20160719,玉野,61
20160719,高知,74
20160719,松山,75
20160719,久留米,83
20160719,名古屋,42
20160720,松山,75
20160720,高知,74
20160720,大宮,25
20160720,玉野,61
20160720,久留米,83
20160720,立川,28
20160720,名古屋,42
20160720,松阪,47
20160721,静岡,38
20160721,小倉,81
20160721,久留米,83
20160721,立川,28
20160721,松山,75
20160721,高知,74
20160721,松阪,47
20160721,大宮,25
20160722,静岡,38
20160722,広島,62
20160722,立川,28
20160722,大宮,25
20160722,平塚,35
20160722,松阪,47
20160722,和歌山,55
20160722,小倉,81
20160723,宇都宮,24
20160723,別府,86
20160723,函館,11
20160723,広島,62
20160723,静岡,38
20160723,和歌山,55
20160723,小倉,81
20160723,平塚,35
20160724,和歌山,55
20160724,平塚,35
20160724,函館,11
20160724,広島,62
20160724,玉野,61
20160724,別府,86
20160724,宇都宮,24
20160725,松戸,31
20160725,宇都宮,24
20160725,四日市,48
20160725,玉野,61
20160725,別府,86
20160725,函館,11
20160726,四日市,48
20160726,松戸,31
20160726,函館,11
20160726,玉野,61
20160727,小田原,36
20160727,大宮,25
20160727,四日市,48
20160727,奈良,53
20160727,松戸,31
20160727,高知,74
20160728,小田原,36
20160728,前橋,22
20160728,小倉,81
20160728,大宮,25
20160728,高知,74
20160728,奈良,53
20160729,いわき平,13
20160729,大宮,25
20160729,前橋,22
20160729,高知,74
20160729,小田原,36
20160729,小倉,81
20160729,奈良,53
20160729,広島,62
20160730,小倉,81
20160730,前橋,22
20160730,弥彦,21
20160730,いわき平,13
20160730,広島,62
20160731,弥彦,21
20160731,高知,74
20160731,川崎,34
20160731,いわき平,13
20160731,広島,62
20160801,弥彦,21
20160801,川崎,34
20160801,高知,74
20160801,四日市,48
20160802,四日市,48
20160802,川崎,34
20160802,弥彦,21
20160802,高知,74
20160803,小倉,81
20160803,四日市,48
20160803,奈良,53
20160803,青森,12
20160803,名古屋,42
20160804,名古屋,42
20160804,奈良,53
20160804,小倉,81
20160804,青森,12
20160805,青森,12
20160805,小松島,73
20160805,静岡,38
20160805,奈良,53
20160805,小倉,81
20160805,名古屋,42
20160805,前橋,22
20160806,玉野,61
20160806,静岡,38
20160806,函館,11
20160806,小松島,73
20160806,前橋,22
20160807,前橋,22
20160807,小松島,73
20160807,函館,11
20160807,静岡,38
20160807,玉野,61
20160808,函館,11
20160808,西武園,26
20160808,平塚,35
20160808,熊本,87
20160808,玉野,61
20160808,岐阜,43
20160808,防府,63
20160808,奈良,53
20160808,宇都宮,24
20160809,佐世保,85
20160809,平塚,35
20160809,奈良,53
20160809,岐阜,43
20160809,西武園,26
20160809,宇都宮,24
20160809,小倉,81
20160809,熊本,87
20160809,防府,63
20160810,佐世保,85
20160810,平塚,35
20160810,西武園,26
20160810,宇都宮,24
20160810,奈良,53
20160810,小倉,81
20160810,岐阜,43
20160810,防府,63
20160810,熊本,87
20160811,佐世保,85
20160811,名古屋,42
20160811,小倉,81
20160811,松戸,31
20160812,名古屋,42
20160812,玉野,61
20160812,函館,11
20160812,松戸,31
20160813,名古屋,42
20160813,玉野,61
20160813,松戸,31
20160813,函館,11
20160814,函館,11
20160814,玉野,61
20160814,松戸,31
20160815,松戸,31
20160815,奈良,53
20160815,小倉,81
20160816,西武園,26
20160816,小倉,81
20160816,伊東,37
20160816,岐阜,43
20160816,広島,62
20160816,奈良,53
20160817,小倉,81
20160817,岸和田,56
20160817,奈良,53
20160817,岐阜,43
20160817,広島,62
20160817,伊東,37
20160817,西武園,26
20160818,岸和田,56
20160818,玉野,61
20160818,広島,62
20160818,松山,75
20160818,岐阜,43
20160818,函館,11
20160818,伊東,37
20160818,西武園,26
20160818,佐世保,85
20160819,佐世保,85
20160819,岸和田,56
20160819,弥彦,21
20160819,青森,12
20160819,玉野,61
20160819,松山,75
20160819,函館,11
20160820,前橋,22
20160820,弥彦,21
20160820,佐世保,85
20160820,小田原,36
20160820,松山,75
20160820,青森,12
20160820,函館,11
20160820,玉野,61
20160821,四日市,48
20160821,弥彦,21
20160821,前橋,22
20160821,小田原,36
20160821,青森,12
20160821,小倉,81
20160822,高松,71
20160822,前橋,22
20160822,小倉,81
20160822,小田原,36
20160822,四日市,48
20160823,小倉,81
20160823,高松,71
20160823,小田原,36
20160823,四日市,48
20160824,高松,71
20160824,佐世保,85
20160824,京王閣,27
20160824,小田原,36
20160825,豊橋,45
20160825,京王閣,27
20160825,久留米,83
20160825,佐世保,85
20160825,小松島,73
20160826,佐世保,85
20160826,久留米,83
20160826,小松島,73
20160826,取手,23
20160826,京王閣,27
20160826,豊橋,45
20160827,久留米,83
20160827,取手,23
20160827,川崎,34
20160827,小倉,81
20160827,小松島,73
20160827,豊橋,45
20160828,川崎,34
20160828,豊橋,45
20160828,小倉,81
20160828,取手,23
20160829,名古屋,42
20160829,川崎,34
20160829,別府,86
20160829,小倉,81
20160829,奈良,53
20160829,立川,28
20160830,千葉,32
20160830,奈良,53
20160830,弥彦,21
20160830,別府,86
20160830,いわき平,13
20160830,名古屋,42
20160830,立川,28
20160831,いわき平,13
20160831,青森,12
20160831,別府,86
20160831,立川,28
20160831,千葉,32
20160831,名古屋,42
20160831,奈良,53
20160831,弥彦,21
20160901,弥彦,21
20160901,青森,12
20160901,福井,51
20160901,千葉,32
20160901,いわき平,13
20160901,玉野,61
20160901,岐阜,43
20160902,前橋,22
20160902,別府,86
20160902,いわき平,13
20160902,玉野,61
20160902,福井,51
20160902,岐阜,43
20160902,青森,12
20160903,玉野,61
20160903,佐世保,85
20160903,福井,51
20160903,岐阜,43
20160903,別府,86
20160903,前橋,22
20160904,別府,86
20160904,前橋,22
20160904,岐阜,43
20160904,佐世保,85
20160905,西武園,26
20160905,松阪,47
20160905,小倉,81
20160905,伊東,37
20160905,佐世保,85
20160905,和歌山,55
20160905,防府,63
20160906,西武園,26
20160906,高知,74
20160906,小倉,81
20160906,和歌山,55
20160906,伊東,37
20160906,防府,63
20160906,松阪,47
20160907,伊東,37
20160907,高知,74
20160907,小倉,81
20160907,西武園,26
20160907,和歌山,55
20160907,防府,63
20160907,松阪,47
20160907,弥彦,21
20160908,高知,74
20160908,青森,12
20160908,富山,46
20160908,平塚,35
20160908,奈良,53
20160908,弥彦,21
20160909,奈良,53
20160909,前橋,22
20160909,弥彦,21
20160909,富山,46
20160909,熊本,87
20160909,青森,12
20160909,平塚,35
20160910,平塚,35
20160910,青森,12
20160910,熊本,87
20160910,前橋,22
20160910,富山,46
20160910,奈良,53
20160911,青森,12
20160911,松山,75
20160911,前橋,22
20160911,熊本,87
20160912,大垣,44
20160912,広島,62
20160912,取手,23
20160912,千葉,32
20160912,松山,75
20160912,小倉,81
20160913,四日市,48
20160913,向日町,54
20160913,取手,23
20160913,久留米,83
20160913,小松島,73
20160913,小倉,81
20160913,大垣,44
20160913,広島,62
20160913,千葉,32
20160913,松山,75
20160914,小松島,73
20160914,取手,23
20160914,千葉,32
20160914,向日町,54
20160914,函館,11
20160914,四日市,48
20160914,小倉,81
20160914,広島,62
20160914,大垣,44
20160914,久留米,83
20160915,向日町,54
20160915,四日市,48
20160915,函館,11
20160915,久留米,83
20160915,青森,12
20160915,小松島,73
20160916,青森,12
20160916,函館,11
20160916,富山,46
20160917,青森,12
20160917,富山,46
20160917,松戸,31
20160918,富山,46
20160918,松戸,31
20160918,高知,74
20160919,前橋,22
20160919,高知,74
20160919,松戸,31
20160919,富山,46
20160920,高知,74
20160920,広島,62
20160920,高松,71
20160920,青森,12
20160920,四日市,48
20160920,前橋,22
20160921,高松,71
20160921,広島,62
20160921,和歌山,55
20160921,静岡,38
20160921,四日市,48
20160921,青森,12
20160921,前橋,22
20160921,小田原,36
20160922,高松,71
20160922,広島,62
20160922,佐世保,85
20160922,弥彦,21
20160922,小田原,36
20160922,静岡,38
20160922,和歌山,55
20160922,青森,12
20160922,岐阜,43
20160922,四日市,48
20160923,弥彦,21
20160923,小田原,36
20160923,静岡,38
20160923,岐阜,43
20160923,高松,71
20160923,佐世保,85
20160923,京王閣,27
20160923,和歌山,55
20160923,四日市,48
20160924,弥彦,21
20160924,佐世保,85
20160924,岐阜,43
20160924,京王閣,27
20160924,別府,86
20160924,玉野,61
20160925,玉野,61
20160925,小倉,81
20160925,松戸,31
20160925,京王閣,27
20160925,別府,86
20160926,別府,86
20160926,いわき平,13
20160926,宇都宮,24
20160926,小倉,81
20160926,玉野,61
20160926,松戸,31
20160927,宇都宮,24
20160927,玉野,61
20160927,富山,46
20160927,いわき平,13
20160927,小倉,81
20160927,松戸,31
20160928,前橋,22
20160928,宇都宮,24
20160928,富山,46
20160928,いわき平,13
20160928,熊本,87
20160929,防府,63
20160929,前橋,22
20160929,熊本,87
20160929,富山,46
20160929,川崎,34
20160929,向日町,54
20160929,函館,11
20160930,熊本,87
20160930,前橋,22
20160930,向日町,54
20160930,防府,63
20160930,川崎,34
20160930,函館,11
20161001,防府,63
20161001,小倉,81
20161001,向日町,54
20161001,別府,86
20161001,川崎,34
20161001,函館,11
20161001,名古屋,42
20161002,小倉,81
20161002,弥彦,21
20161002,別府,86
20161002,名古屋,42
20161002,向日町,54
20161002,四日市,48
20161003,弥彦,21
20161003,高松,71
20161003,伊東,37
20161003,別府,86
20161003,福井,51
20161003,名古屋,42
20161003,四日市,48
20161003,青森,12
20161003,小倉,81
20161004,四日市,48
20161004,高松,71
20161004,大宮,25
20161004,福井,51
20161004,伊東,37
20161004,青森,12
20161004,佐世保,85
20161004,弥彦,21
20161005,青森,12
20161005,伊東,37
20161005,福井,51
20161005,松戸,31
20161005,佐世保,85
20161005,高松,71
20161005,大宮,25
20161006,松阪,47
20161006,佐世保,85
20161006,大宮,25
20161006,松戸,31
20161007,小倉,81
20161007,前橋,22
20161007,松戸,31
20161007,松阪,47
20161008,前橋,22
20161008,小倉,81
20161008,函館,11
20161008,松阪,47
20161009,小倉,81
20161009,函館,11
20161009,前橋,22
20161010,玉野,61
20161010,函館,11
20161010,前橋,22
20161011,玉野,61
20161011,小田原,36
20161011,福井,51
20161011,青森,12
20161011,小松島,73
20161011,佐世保,85
20161012,小田原,36
20161012,岐阜,43
20161012,西武園,26
20161012,別府,86
20161012,弥彦,21
20161012,福井,51
20161012,佐世保,85
20161012,玉野,61
20161012,小松島,73
20161012,青森,12
20161013,富山,46
20161013,佐世保,85
20161013,福井,51
20161013,小松島,73
20161013,別府,86
20161013,岐阜,43
20161013,西武園,26
20161013,小田原,36
20161013,青森,12
20161013,弥彦,21
20161014,富山,46
20161014,函館,11
20161014,岐阜,43
20161014,別府,86
20161014,弥彦,21
20161014,西武園,26
20161015,函館,11
20161015,千葉,32
20161015,富山,46
20161015,宇都宮,24
20161015,防府,63
20161016,千葉,32
20161016,宇都宮,24
20161016,防府,63
20161016,青森,12
20161016,函館,11
20161016,小倉,81
20161017,小倉,81
20161017,岸和田,56
20161017,宇都宮,24
20161017,青森,12
20161017,千葉,32
20161017,佐世保,85
20161017,防府,63
20161018,小倉,81
20161018,青森,12
20161018,千葉,32
20161018,佐世保,85
20161018,岸和田,56
20161019,立川,28
20161019,岸和田,56
20161019,静岡,38
20161019,松阪,47
20161019,高知,74
20161019,佐世保,85
20161019,玉野,61
20161020,久留米,83
20161020,高知,74
20161020,玉野,61
20161020,静岡,38
20161020,向日町,54
20161020,立川,28
20161020,平塚,35
20161020,松阪,47
20161021,高知,74
20161021,静岡,38
20161021,向日町,54
20161021,青森,12
20161021,玉野,61
20161021,立川,28
20161021,松阪,47
20161021,平塚,35
20161021,久留米,83
20161022,前橋,22
20161022,富山,46
20161022,久留米,83
20161022,向日町,54
20161022,広島,62
20161022,青森,12
20161022,平塚,35
20161023,広島,62
20161023,川崎,34
20161023,富山,46
20161023,久留米,83
20161023,前橋,22
20161023,青森,12
20161024,前橋,22
20161024,富山,46
20161024,岸和田,56
20161024,川崎,34
20161024,宇都宮,24
20161024,広島,62
20161025,宇都宮,24
20161025,川崎,34
20161025,岸和田,56
20161026,松戸,31
20161026,小松島,73
20161026,宇都宮,24
20161026,名古屋,42
20161026,岸和田,56
20161027,小松島,73
20161027,松戸,31
20161027,名古屋,42
20161028,小松島,73
20161028,松戸,31
20161028,名古屋,42
20161028,佐世保,85
20161029,平塚,35
20161029,武雄,84
20161029,京王閣,27
20161029,玉野,61
20161029,佐世保,85
20161030,京王閣,27
20161030,佐世保,85
20161030,武雄,84
20161030,平塚,35
20161030,玉野,61
20161031,武雄,84
20161031,玉野,61
20161031,京王閣,27
20161031,和歌山,55
20161031,千葉,32
20161031,豊橋,45
20161031,平塚,35
20161101,千葉,32
20161101,和歌山,55
20161101,京王閣,27
20161101,小倉,81
20161101,豊橋,45
20161102,弥彦,21
20161102,佐世保,85
20161102,小倉,81
20161102,豊橋,45
20161102,千葉,32
20161102,和歌山,55
20161103,弥彦,21
20161103,防府,63
20161103,佐世保,85
20161103,富山,46
20161103,別府,86
20161103,福井,51
20161103,小倉,81
20161104,佐世保,85
20161104,防府,63
20161104,別府,86
20161104,京王閣,27
20161104,福井,51
20161104,富山,46
20161104,弥彦,21
20161105,別府,86
20161105,富山,46
20161105,豊橋,45
20161105,奈良,53
20161105,福井,51
20161105,京王閣,27
20161105,防府,63
20161106,防府,63
20161106,京王閣,27
20161106,豊橋,45
20161106,武雄,84
20161106,奈良,53
20161107,静岡,38
20161107,豊橋,45
20161107,武雄,84
20161107,奈良,53
20161107,いわき平,13
20161107,立川,28
20161108,玉野,61
20161108,静岡,38
20161108,いわき平,13
20161108,武雄,84
20161108,立川,28
20161108,小倉,81
20161109,久留米,83
20161109,静岡,38
20161109,玉野,61
20161109,立川,28
20161109,小倉,81
20161109,いわき平,13
20161109,四日市,48
20161110,玉野,61
20161110,松戸,31
20161110,久留米,83
20161110,小倉,81
20161110,四日市,48
20161111,久留米,83
20161111,西武園,26
20161111,福井,51
20161111,前橋,22
20161111,防府,63
20161111,松戸,31
20161111,四日市,48
20161112,富山,46
20161112,武雄,84
20161112,福井,51
20161112,防府,63
20161112,前橋,22
20161112,松戸,31
20161112,西武園,26
20161113,防府,63
20161113,福井,51
20161113,川崎,34
20161113,前橋,22
20161113,武雄,84
20161113,西武園,26
20161113,富山,46
20161114,川崎,34
20161114,武雄,84
20161114,小倉,81
20161114,富山,46
20161115,川崎,34
20161115,岐阜,43
20161115,小倉,81
20161115,武雄,84
20161116,広島,62
20161116,立川,28
20161116,松戸,31
20161116,小倉,81
20161116,岐阜,43
20161116,福井,51
20161117,広島,62
20161117,立川,28
20161117,岐阜,43
20161117,福井,51
20161117,松戸,31
20161118,宇都宮,24
20161118,広島,62
20161118,立川,28
20161118,別府,86
20161118,福井,51
20161118,平塚,35
20161118,松戸,31
20161119,平塚,35
20161119,別府,86
20161119,玉野,61
20161119,宇都宮,24
20161119,奈良,53
20161120,富山,46
20161120,玉野,61
20161120,別府,86
20161120,奈良,53
20161120,平塚,35
20161120,宇都宮,24
20161121,西武園,26
20161121,武雄,84
20161121,玉野,61
20161121,富山,46
20161121,広島,62
20161121,奈良,53
20161121,和歌山,55
20161122,いわき平,13
20161122,富山,46
20161122,西武園,26
20161122,和歌山,55
20161122,広島,62
20161122,武雄,84
20161123,いわき平,13
20161123,伊東,37
20161123,前橋,22
20161123,西武園,26
20161123,和歌山,55
20161123,武雄,84
20161123,広島,62
20161124,いわき平,13
20161124,小倉,81
20161124,前橋,22
20161124,名古屋,42
20161124,伊東,37
20161125,前橋,22
20161125,伊東,37
20161125,小倉,81
20161125,防府,63
20161125,名古屋,42
20161125,川崎,34
20161126,小倉,81
20161126,名古屋,42
20161126,防府,63
20161126,川崎,34
20161126,奈良,53
20161127,奈良,53
20161127,防府,63
20161127,川崎,34
20161127,小倉,81
20161128,前橋,22
20161128,小田原,36
20161128,玉野,61
20161128,取手,23
20161128,京王閣,27
20161128,奈良,53
20161128,四日市,48
20161129,向日町,54
20161129,小田原,36
20161129,取手,23
20161129,京王閣,27
20161129,前橋,22
20161129,武雄,84
20161129,玉野,61
20161129,四日市,48
20161130,向日町,54
20161130,四日市,48
20161130,前橋,22
20161130,武雄,84
20161130,玉野,61
20161130,取手,23
20161130,小田原,36
20161130,京王閣,27
20161201,岐阜,43
20161201,小松島,73
20161201,向日町,54
20161201,武雄,84
20161201,伊東,37
20161202,平塚,35
20161202,小松島,73
20161202,岐阜,43
20161202,伊東,37
20161203,伊東,37
20161203,平塚,35
20161203,岐阜,43
20161203,岸和田,56
20161203,小松島,73
20161204,平塚,35
20161204,玉野,61
20161204,岸和田,56
20161204,小倉,81
20161205,玉野,61
20161205,岸和田,56
20161205,小倉,81
20161206,玉野,61
20161206,岸和田,56
20161206,前橋,22
20161206,西武園,26
