date,venue_id,race_no,rank,car_no,age,pref,grade,diff,last_time,finishing,s,b,line_id,line_pos,snum,name_kanji
20230928,11,1,1,2,41,静岡県,A級2班,,11.8,差し,,,1,2,14388,水野　悟志
20230928,11,1,2,5,47,神奈川県,A級2班,１／８車輪,12.0,逃げ,,B,1,1,13468,勝俣　　亮
20230928,11,1,3,3,55,愛知県,A級3班,１車身１／２,11.9,,,,1,3,12208,鰐渕　正利
20230928,11,1,4,1,40,埼玉県,A級3班,３／４車輪,11.4,,S,,2,2,14583,吉田　昌弘
20230928,11,1,5,6,38,岐阜県,A級2班,１／４車輪,11.8,,,,1,4,14392,北村　　篤
20230928,11,1,6,4,53,栃木県,A級2班,１　　車身,11.4,,,,2,3,12717,伊藤　一貴
20230928,11,1,7,7,40,北海道,A級3班,３　　車身,11.9,,,,2,1,14987,門馬　琢麿
20230928,11,2,1,1,32,静岡県,A級1班,,11.7,捲くり,,,1,1,15099,吉竹　尚城
20230928,11,2,2,7,43,静岡県,A級3班,３／４車身,11.7,マーク,,,1,2,13860,藤原　清隆
20230928,11,2,3,4,44,茨城県,A級2班,１　　車身,11.7,,,,1,3,14056,橋本　紀彰
20230928,11,2,4,6,34,宮城県,A級3班,３　　車身,11.6,,,,3,1,14713,鈴木　裕斗
20230928,11,2,5,2,44,岩手県,A級3班,１車身１／２,11.7,,,,3,2,13905,藤原　義晴
20230928,11,2,6,5,37,京都府,A級2班,１／２車身,12.3,,S,B,2,1,14603,佐野　洋継
20230928,11,2,7,3,38,大阪府,A級3班,３／４車身,12.3,,,,2,2,14610,山村　慮太
20230928,11,3,1,2,48,神奈川県,A級1班,,12.0,差し,,,1,2,13253,柴田功一郎
20230928,11,3,2,5,43,千葉県,A級1班,１／２車身,12.2,捲くり,,,1,1,14456,亀井　久幸
20230928,11,3,3,6,41,神奈川県,A級2班,１／２車輪,11.9,,,,1,3,14383,河野　　要
20230928,11,3,4,7,40,大阪府,A級1班,３／４車輪,12.1,,,,3,2,14400,志水　祐彦
20230928,11,3,5,1,39,山形県,A級2班,２　　車身,12.4,,S,,2,2,14572,赤塚　悠人
20230928,11,3,6,4,34,福島県,A級1班,３／４車輪,12.7,,,B,2,1,14717,泉　　文人
20230928,11,3,7,3,24,和歌山県,S級2班,４　　車身,12.7,,,,3,1,15630,原田　翔真
20230928,11,4,1,7,42,愛知県,S級2班,,11.5,差し,,,3,2,14145,篠原　　忍
20230928,11,4,2,2,44,東京都,S級2班,３／４車身,12.1,差し,S,,1,2,14372,内田　玄希
20230928,11,4,3,3,30,福島県,A級1班,１／２車身,12.2,,,B,1,1,15513,菊池　　翔
20230928,11,4,4,1,43,大阪府,A級2班,１／４車輪,11.8,,,,3,1,15187,鮫島　康治
