date,venue_id,race_no,rank,car_no,age,pref,grade,diff,last_time,finishing,s,b,line_id,line_pos,snum,name_kanji
20231018,23,1,1,2,30,北海道,A級2班,,12.0,逃げ,,B,3,1,15505,荻原　寿嗣
20231018,23,1,2,3,51,三重県,A級2班,１／２車身,11.9,マーク,,,3,2,12675,岩見　　潤
20231018,23,1,3,1,28,千葉県,A級1班,微差,11.4,,S,,1,1,15524,栗本　武典
20231018,23,1,4,5,51,千葉県,A級2班,１　　車輪,11.4,,,,1,2,13183,坂木田雄介
20231018,23,1,5,6,56,三重県,A級2班,１　　車身,11.9,,,,3,3,12287,西川　弘資
20231018,23,1,6,4,43,静岡県,A級3班,３／４車身,11.4,,,,1,3,13860,藤原　清隆
20231018,23,1,7,7,40,新潟県,A級2班,３／４車輪,11.8,,,,2,1,14589,西巻　秀太
20231018,23,2,1,1,23,大阪府,A級1班,,11.7,逃げ,,B,1,1,15632,常次　勇人
20231018,23,2,2,4,58,大阪府,A級2班,１／２車身,11.7,マーク,,,1,2,11712,金田健一郎
20231018,23,2,3,7,48,大阪府,A級2班,１　　車身,11.7,,,,1,3,13285,吉川　　悟
20231018,23,2,4,5,31,神奈川県,A級2班,８　　車身,12.0,,,,3,1,15526,梅田加津也
20231018,23,2,5,3,53,静岡県,A級3班,微差,11.8,,S,,3,2,12966,石川　英昭
20231018,23,2,6,2,45,千葉県,A級3班,１車身１／２,11.9,,,,3,3,13847,小林　大能
20231018,23,2,7,6,34,宮城県,A級3班,１　　車身,11.8,,,,2,1,14713,鈴木　裕斗
20231018,23,3,1,1,27,栃木県,A級1班,,12.0,逃げ,S,B,1,1,15421,秋本耀太郎
20231018,23,3,2,5,38,茨城県,A級2班,３／４車身,12.0,マーク,,,1,2,14365,薮田　貴幸
20231018,23,3,3,2,42,神奈川県,A級2班,１／４車輪,11.5,,,,2,1,14742,河野　淳吾
20231018,23,3,4,6,38,群馬県,A級2班,１／２車身,11.8,,,,1,3,14223,瀧野　勝太
20231018,23,3,5,3,50,愛知県,A級1班,１　　車身,11.9,,,,3,1,12891,朝日　　勇
20231018,23,3,6,7,41,福島県,A級2班,３　　車身,11.5,,,,4,1,14438,緑川　修平
20231018,23,3,7,4,46,静岡県,A級1班,２　　車身,11.6,,,,4,2,13416,飯尾　主税
20231018,23,4,1,7,24,福島県,S級2班,,11.8,差し,,,3,1,15601,五十嵐　綾
20231018,23,4,2,2,36,兵庫県,A級2班,１／４車輪,11.9,捲くり,,,1,1,15635,藤岡　徹也
