date,venue_id,race_no,rank,car_no,age,pref,grade,diff,last_time,finishing,s,b,line_id,line_pos,snum,name_kanji
20221116,23,1,1,2,46,徳島県,A級3班,,11.9,差し,,,1,2,13964,高田　大輔
20221116,23,1,1,2,35,岡山県,A級2班,,11.9,差し,,,1,2,14693,高田　大輔
20221116,23,1,2,4,28,高知県,A級2班,１／２車輪,12.0,捲くり,,,1,1,15467,倉松　　涼
20221116,23,1,3,1,48,群馬県,A級2班,３／４車身,12.0,,,,2,2,13838,山田　　武
20221116,23,1,4,7,36,群馬県,A級3班,３／４車輪,12.2,,,,2,1,14447,三木　翔太
20221116,23,1,5,6,54,東京都,A級3班,３／４車身,12.0,,,,2,3,12180,乙川　高徳
20221116,23,1,6,3,49,静岡県,A級3班,１／２車輪,12.4,,S,B,3,1,13037,町田　勝志
20221116,23,1,7,5,,,,３　　車身,12.5,,,,3,2,,福間　　力
20221116,23,2,1,7,33,長崎県,A級3班,,12.3,差し,,,2,1,14957,永田　秀佑
20221116,23,2,2,5,45,茨城県,A級3班,１／２車身,12.6,差し,,,1,2,14363,中川　昌久
20221116,23,2,3,4,,,,１／２車身,12.6,,,,1,3,,戸邉　裕将
20221116,23,2,4,1,23,岩手県,A級1班,１／４車輪,12.9,,S,B,1,1,15600,照井　力斗
20221116,23,2,5,2,,,,３／４車身,12.4,,,,2,2,,中山　匡男
20221116,23,2,6,3,,,,３／４車身,12.3,,,,3,1,,伊藤　貴史
20221116,23,2,7,6,,,,大差,13.4,,,,3,2,,大崎世志人
20221116,23,3,1,5,26,岡山県,A級2班,,12.3,逃げ,,B,2,1,15637,近藤　雄太
20221116,23,3,2,7,52,北海道,A級3班,大差,12.5,差し,,,3,1,12783,平澤　秀信
20221116,23,3,3,3,57,熊本県,A級3班,１／２車身,12.8,,,,2,3,11665,倉岡慎太郎
20221116,23,3,4,2,48,埼玉県,A級3班,３／４車身,12.4,,,,4,2,13680,木村　健司
20221116,23,3,5,1,48,福島県,A級3班,１　　車輪,12.6,,S,,4,1,13676,塚本　　諭
20221116,23,3,6,6,36,熊本県,A級3班,２　　車身,13.1,,,,2,2,14853,中山敬太郎
20221116,23,3,7,4,51,東京都,A級3班,大差,14.3,,,,1,1,13023,吉田　英二
20221116,23,4,1,1,26,佐賀県,S級2班,,12.1,逃げ,,B,1,1,15653,坂田　康季
20221116,23,4,2,4,,,,１　　車身,12.1,マーク,,,1,2,,組橋　一高
20221116,23,4,3,5,39,福島県,A級3班,４　　車身,12.2,,,,3,1,14503,真船　拓磨
20221116,23,4,4,2,49,宮城県,A級3班,１／２車身,12.2,,S,,3,2,13605,白木　正彦
20221116,23,4,5,7,,,,１／２車身,12.1,,,,3,3,,三上　隆幸
20221116,23,4,6,6,,,,３／４車身,11.9,,,,2,1,,渋谷　征広
20221116,23,4,7,3,56,千葉県,A級3班,３　　車身,12.2,,,,1,3,12277,井上　典善
20221116,23,5,1,3,27,千葉県,A級1班,,12.3,逃げ,S,B,3,1,15615,荒川　　仁
20221116,23,5,2,7,50,宮城県,A級3班,１　　車身,12.3,マーク,,,3,2,13080,阿部　利光
20221116,23,5,3,5,39,岡山県,A級2班,３／４車身,12.3,,,,1,1,14407,森　　佑樹
20221116,23,5,4,1,56,岡山県,A級3班,１車身１／２,12.2,,,,1,2,12124,長谷　隆志
20221116,23,5,5,4,,,,１車身１／２,12.3,,,,1,3,,塩満　賢治
20221116,23,5,6,2,,,,３　　車身,12.3,,,,3,3,,原野　　隆
20221116,23,5,7,6,,,,１車身１／２,12.4,,,,2,1,,柊元　則彦
20221116,23,6,1,4,50,茨城県,A級2班,,12.5,差し,,,1,2,12940,小室　貴広
20221116,23,6,2,2,39,福岡県,A級1班,３／４車輪,12.1,差し,,,3,2,14263,樫山　恭柄
20221116,23,6,3,1,34,埼玉県,A級2班,１／４車輪,12.7,,,B,1,1,14658,馬場　和広
20221116,23,6,4,6,49,群馬県,A級2班,微差,12.5,,,,1,3,12946,亀井　雅斗
20221116,23,6,5,7,60,北海道,A級2班,３　　車身,12.6,,,,2,2,11454,杉浦　康一
20221116,23,6,6,3,26,福島県,S級2班,タイヤ差,12.7,,,,2,1,15330,伊藤　　奎
20221116,23,6,7,5,36,大分県,A級1班,１　　車身,12.8,,,,3,1,14494,山崎　　翼
20221116,23,7,1,1,23,福島県,S級2班,,12.1,逃げ,S,B,1,1,15595,邊見　光輝
20221116,23,7,2,7,40,茨城県,A級2班,３／４車身,12.1,マーク,,,1,2,14362,岩崎　大和
20221116,23,7,3,4,58,栃木県,A級2班,１車身１／２,12.1,,,,1,3,11341,黒崎　直行
20221116,23,7,4,2,53,静岡県,A級3班,３／４車身,12.0,,,,3,2,12966,石川　英昭
20221116,23,7,5,3,38,岡山県,A級1班,３／４車輪,12.1,,,,2,1,15117,野崎　将史
20221116,23,7,6,5,53,岡山県,A級3班,２　　車身,12.2,,,,2,2,12537,取鳥　敬一
20221116,23,7,7,6,39,神奈川県,A級2班,大差,15.6,,,,3,1,14382,伊藤　　翼
20221116,23,8,1,1,34,徳島県,A級1班,,11.7,捲くり,S,,1,1,14684,松本　卓也
20221116,23,8,2,4,39,静岡県,A級1班,３　　車身,12.2,差し,,,3,2,14530,栗田　雄矢
20221116,23,8,3,3,32,静岡県,A級1班,３／４車輪,12.3,,,B,3,1,15531,深瀬　泰我
20221116,23,8,4,2,35,埼玉県,A級1班,１／２車身,12.0,,,,2,1,14581,佐山　俊樹
20221116,23,8,5,6,41,千葉県,A級2班,１／８車輪,12.1,,,,3,3,14014,須藤　雄太
20221116,23,8,6,7,48,東京都,A級2班,１　　車身,12.0,,,,2,2,13179,飯島　　淳
20221116,23,8,7,5,44,大分県,A級2班,１車身１／２,12.2,,,,1,2,13896,安東　英博
20221116,23,9,1,5,27,福岡県,A級1班,,12.6,逃げ,,B,2,1,15556,上野　恭哉
20221116,23,9,2,1,51,神奈川県,A級3班,１／４車輪,12.4,差し,,,3,2,13110,法月　成祐
20221116,23,9,3,7,36,千葉県,A級1班,１／２車輪,12.5,,,,3,1,15107,田頭　寛之
20221116,23,9,4,2,37,岡山県,A級2班,３／４車身,12.6,,S,,1,1,14615,藤原　亮太
20221116,23,9,5,4,49,神奈川県,A級2班,１／８車輪,12.3,,,,3,3,13255,安坂　洋一
20221116,23,9,6,6,39,岡山県,A級3班,２　　車身,12.5,,,,1,2,14550,龍門慎太郎
20221116,23,9,7,3,44,福岡県,A級1班,１車身１／２,12.5,,,,2,2,14115,原田　　礼
20221116,23,10,1,4,44,東京都,S級2班,,12.1,差し,,,2,2,14372,内田　玄希
