date,venue_id,venue_name,race_no,rank_within_race,car_no,name_kanji,predicted_rank
2025-06-08,34,川崎,3,4,3,油谷　　蒼,2.94
2025-06-08,34,川崎,3,5,5,相澤　恵一,3.02
2025-06-08,34,川崎,3,6,6,伊狩　知人,4.57
2025-06-08,34,川崎,3,7,7,浦山　一栄,4.79
2025-06-08,34,川崎,4,1,1,高野　信元,1.07
2025-06-08,34,川崎,4,2,2,坂元　洋行,3.33
2025-06-08,34,川崎,4,3,6,石川　一浩,4.12
2025-06-08,34,川崎,4,4,4,吉竹　雄城,4.27
2025-06-08,34,川崎,4,5,3,山本　天平,4.86
2025-06-08,34,川崎,4,6,5,齋藤　昌太,5.07
2025-06-08,34,川崎,4,7,7,元砂　海人,5.69
2025-06-08,34,川崎,5,1,1,寺沼　将彦,3.28
2025-06-08,34,川崎,5,2,4,黒川　　渉,3.29
2025-06-08,34,川崎,5,3,5,山崎　功也,3.40
2025-06-08,34,川崎,5,4,2,山崎　充央,3.44
2025-06-08,34,川崎,5,5,3,石貞　有基,4.05
2025-06-08,34,川崎,5,6,6,天沼　雅貴,4.99
2025-06-08,34,川崎,5,6,7,山中　貴雄,4.99
2025-06-08,34,川崎,6,1,2,高橋　大輝,2.89
2025-06-08,34,川崎,6,2,1,川崎　健次,3.47
2025-06-08,34,川崎,6,3,5,宮澤　　晃,3.95
2025-06-08,34,川崎,6,4,4,石川　恭規,4.70
2025-06-08,34,川崎,6,5,6,谷本　奨輝,5.05
2025-06-08,34,川崎,6,6,7,太田　雅之,5.22
2025-06-08,34,川崎,6,7,3,佐藤　　謙,5.23
2025-06-08,34,川崎,7,1,2,舘　　泰守,3.19
2025-06-08,34,川崎,7,2,5,上田　　隼,3.20
2025-06-08,34,川崎,7,3,3,阿久津　修,3.66
2025-06-08,34,川崎,7,4,4,吉堂　将規,4.00
2025-06-08,34,川崎,7,5,1,近藤　夏樹,4.04
2025-06-08,34,川崎,7,6,6,渋谷　　錬,4.17
2025-06-08,34,川崎,7,7,7,石田　典大,4.54
2025-06-08,34,川崎,8,1,2,望月　湧世,2.41
2025-06-08,34,川崎,8,2,3,南儀　拓海,2.96
2025-06-08,34,川崎,8,3,4,山口　智弘,3.28
2025-06-08,34,川崎,8,4,1,近藤　俊明,3.50
2025-06-08,34,川崎,8,5,5,村上　卓茂,4.18
2025-06-08,34,川崎,8,6,6,赤塚　悠人,4.22
2025-06-08,34,川崎,8,7,7,十文字菊雄,5.14
2025-06-08,34,川崎,9,1,1,菅野　航基,3.71
2025-06-08,34,川崎,9,2,4,藤岡　徹也,3.74
2025-06-08,34,川崎,9,3,2,會澤　　龍,3.91
2025-06-08,34,川崎,9,4,7,新井僚太郎,4.19
2025-06-08,34,川崎,9,5,5,本多　哲也,4.42
2025-06-08,34,川崎,9,6,3,西村　行貴,4.71
2025-06-08,34,川崎,9,7,6,大庭　正紀,5.37
2025-06-08,37,伊東,1,1,7,馬場　和広,3.54
2025-06-08,37,伊東,1,2,5,川田　　忍,3.85
2025-06-08,37,伊東,1,3,1,秋葉　大輔,4.14
2025-06-08,37,伊東,1,4,2,植木　和広,4.42
2025-06-08,37,伊東,1,5,3,佐々木祐太,5.06
2025-06-08,37,伊東,1,6,6,小宮　　剛,5.12
2025-06-08,37,伊東,1,7,4,佐々木健司,5.55
2025-06-08,37,伊東,2,1,3,小坂　　丈,2.97
2025-06-08,37,伊東,2,2,5,宇賀神浩幸,3.47
2025-06-08,37,伊東,2,3,2,須永　勝太,3.85
2025-06-08,37,伊東,2,4,1,加藤　寛治,4.07
2025-06-08,37,伊東,2,5,4,薮　　謙治,4.10
2025-06-08,37,伊東,2,6,6,千澤　大輔,4.62
2025-06-08,37,伊東,2,7,7,犬塚　貴之,5.93
2025-06-08,37,伊東,3,1,1,田頭　寛之,2.17
2025-06-08,37,伊東,3,2,2,菅谷　隆司,2.20
2025-06-08,37,伊東,3,3,7,渡辺　航平,3.10
2025-06-08,37,伊東,3,4,6,佐野　恭太,3.37
2025-06-08,37,伊東,3,5,4,枠元　一葵,4.30
2025-06-08,37,伊東,3,6,3,竹内　一暢,5.06
2025-06-08,37,伊東,3,7,5,有賀　高士,5.46
2025-06-08,37,伊東,4,1,3,奥出　　良,1.75
2025-06-08,37,伊東,4,2,2,勝俣　　亮,3.08
2025-06-08,37,伊東,4,3,5,堀　　政美,3.88
2025-06-08,37,伊東,4,4,1,日当　泰之,4.46
2025-06-08,37,伊東,4,5,7,中川　貴史,4.89
2025-06-08,37,伊東,4,6,4,舛井　幹雄,5.02
2025-06-08,37,伊東,4,7,6,鶴岡　與之,5.24
2025-06-08,37,伊東,5,1,4,関根健太郎,4.09
2025-06-08,37,伊東,5,2,6,齋藤　昌弘,4.17
2025-06-08,37,伊東,5,3,1,齋藤　友幸,4.22
2025-06-08,37,伊東,5,4,3,武田　靖夫,4.67
2025-06-08,37,伊東,5,5,5,村瀬　大和,5.11
2025-06-08,37,伊東,5,6,7,松崎　貴久,5.29
2025-06-08,37,伊東,5,7,2,富安　保充,6.31
2025-06-08,37,伊東,6,1,1,川木　敬大,3.33
2025-06-08,37,伊東,6,2,7,徳丸　泰教,3.52
2025-06-08,37,伊東,6,3,5,内山　慧大,3.65
2025-06-08,37,伊東,6,4,4,大西　健士,4.58
2025-06-08,37,伊東,6,5,3,小島　雅章,5.43
2025-06-08,37,伊東,6,6,2,田中　勝仁,5.69
2025-06-08,37,伊東,6,7,6,緒方　　剛,5.75
2025-06-08,37,伊東,7,1,2,出澤　拓也,1.93
2025-06-08,37,伊東,7,2,1,金澤　竜二,2.32
2025-06-08,37,伊東,7,3,7,宇佐見優介,2.41
2025-06-08,37,伊東,7,4,5,菱田　浩二,3.35
2025-06-08,37,伊東,7,5,4,坂本将太郎,3.89
2025-06-08,37,伊東,7,6,3,藤原　　誠,5.17
2025-06-08,37,伊東,7,7,6,岡本　英之,5.72
2025-06-08,44,大垣,1,1,1,増田　利明,2.49
2025-06-08,44,大垣,1,2,5,戸田　康平,3.11
2025-06-08,44,大垣,1,3,6,高木　隆弘,3.67
2025-06-08,44,大垣,1,4,2,竹内　真一,3.80
2025-06-08,44,大垣,1,5,4,坂本　　毅,4.01
2025-06-08,44,大垣,1,6,7,山出　裕幸,4.21
2025-06-08,44,大垣,1,7,3,鮫島　康治,4.52
2025-06-08,44,大垣,2,1,1,山田　祐太,2.04
2025-06-08,44,大垣,2,2,4,山田　　武,3.33
2025-06-08,44,大垣,2,3,5,光畑　政志,3.81
2025-06-08,44,大垣,2,4,2,奥出健士郎,4.06
2025-06-08,44,大垣,2,5,3,木村　浩宣,4.65
2025-06-08,44,大垣,2,6,7,四宮　哲郎,4.66
2025-06-08,44,大垣,2,7,6,大竹　哲也,6.01
2025-06-08,44,大垣,3,1,5,田口　勇介,2.20
2025-06-08,44,大垣,3,2,2,永井　哉多,2.43
2025-06-08,44,大垣,3,3,7,佐山　俊樹,3.63
2025-06-08,44,大垣,3,4,6,本村　隆文,3.96
2025-06-08,44,大垣,3,5,1,三谷　政史,4.34
2025-06-08,44,大垣,3,6,3,阿部　　弘,4.58
2025-06-08,44,大垣,3,7,4,井上　　剛,5.21
2025-06-08,44,大垣,4,1,1,矢部　駿人,2.48
2025-06-08,44,大垣,4,2,5,深瀬　泰我,2.53
2025-06-08,44,大垣,4,3,4,石坂　永伍,4.11
2025-06-08,44,大垣,4,4,2,伊原　弘幸,4.17
2025-06-08,44,大垣,4,5,7,紫原　政文,4.32
2025-06-08,44,大垣,4,6,3,荒川　達郎,4.55
2025-06-08,44,大垣,4,7,6,北川　紋部,6.21
2025-06-08,44,大垣,5,1,4,高橋　広大,2.84
2025-06-08,44,大垣,5,2,3,古屋　琢晶,3.23
2025-06-08,44,大垣,5,3,5,伊藤　世哉,3.91
2025-06-08,44,大垣,5,4,2,堀　　僚介,3.99
2025-06-08,44,大垣,5,5,1,伊藤　　奎,4.47
2025-06-08,44,大垣,5,6,6,金成　和幸,5.18
2025-06-08,44,大垣,6,1,3,三浦　貴大,2.87
2025-06-08,44,大垣,6,2,4,佐々木省司,4.12
2025-06-08,44,大垣,6,3,2,山本　健也,4.15
2025-06-08,44,大垣,6,4,1,末廣　快理,4.26
2025-06-08,44,大垣,6,5,6,伊藤　正樹,4.28
2025-06-08,44,大垣,6,6,5,中山　拓人,5.78
2025-06-08,44,大垣,7,1,4,佐川　翔吾,3.72
2025-06-08,44,大垣,7,2,3,鷲田　佳史,4.23
2025-06-08,44,大垣,7,3,1,児玉慎一郎,4.25
2025-06-08,44,大垣,7,4,2,吉田　健市,4.51
2025-06-08,44,大垣,7,5,5,西田　大志,4.83
2025-06-08,44,大垣,7,6,7,重倉　高史,5.25
2025-06-08,44,大垣,7,7,6,矢島　一弥,6.00
2025-06-08,44,大垣,8,1,3,西村　光太,2.15
2025-06-08,44,大垣,8,2,5,松田　治之,3.01
2025-06-08,44,大垣,8,3,1,長田　龍拳,3.16
2025-06-08,44,大垣,8,4,7,黒瀬浩太郎,3.57
2025-06-08,44,大垣,8,5,4,田尾　駿介,3.75
2025-06-08,44,大垣,8,6,2,伊代野貴照,4.23
2025-06-08,44,大垣,8,7,6,小堺　浩二,4.50
2025-06-08,44,大垣,9,1,3,志村　龍己,3.08
2025-06-08,44,大垣,9,2,5,照井　拓成,3.79
2025-06-08,44,大垣,9,3,6,徳田　　匠,3.91
2025-06-08,44,大垣,9,4,2,佐々木　龍,4.15
2025-06-08,44,大垣,9,5,1,不破　将登,4.24
2025-06-08,44,大垣,9,6,4,渡邉　雅也,5.00
2025-06-08,44,大垣,9,7,7,西田　雅志,5.14
2025-06-08,44,大垣,10,1,5,渡邉　一成,2.18
2025-06-08,44,大垣,10,2,1,山内　卓也,2.81
2025-06-08,44,大垣,10,3,7,山口　貴嗣,4.05
2025-06-08,44,大垣,10,4,3,佐藤　幸治,4.79
2025-06-08,44,大垣,10,5,2,久米　　良,5.09
2025-06-08,44,大垣,10,6,4,山口　富生,5.33
2025-06-08,44,大垣,10,7,6,外田　心斗,5.72
2025-06-08,44,大垣,11,1,1,堀川敬太郎,0.79
2025-06-08,44,大垣,11,2,4,石川　航大,3.02
2025-06-08,44,大垣,11,3,3,三木　健正,3.45
2025-06-08,44,大垣,11,4,2,常次　勇人,3.50
2025-06-08,44,大垣,11,5,5,高木　竜司,4.10
2025-06-08,44,大垣,11,6,7,岡部　芳幸,5.22
2025-06-08,44,大垣,11,7,6,西村　　豊,5.72
2025-06-08,44,大垣,12,1,1,志田　龍星,1.83
2025-06-08,44,大垣,12,2,2,北津留　翼,3.04
2025-06-08,44,大垣,12,3,7,山田　久徳,4.39
2025-06-08,44,大垣,12,4,3,宿口　陽一,4.47
2025-06-08,44,大垣,12,5,5,佐々木雄一,4.49
2025-06-08,44,大垣,12,6,4,松岡　貴久,4.57
2025-06-08,44,大垣,12,7,6,大川　龍二,5.45
2025-06-08,86,別府,1,1,9,房州　輝也,2.02
2025-06-08,86,別府,1,2,5,今井　　聡,2.55
2025-06-08,86,別府,1,3,3,中村　一将,2.70
2025-06-08,86,別府,1,4,7,溝口　　葵,3.28
2025-06-08,86,別府,1,5,2,畝木　　努,3.38
2025-06-08,86,別府,1,6,1,岡　　光良,4.69
2025-06-08,86,別府,1,7,6,藤原　　浩,5.14
2025-06-08,86,別府,1,8,8,伊豆田浩人,5.22
2025-06-08,86,別府,1,9,4,連佛　康浩,5.24
2025-06-08,86,別府,2,1,5,吉本　哲郎,2.96
2025-06-08,86,別府,2,2,2,名川　　豊,3.35
2025-06-08,86,別府,2,3,1,佐藤愼太郎,3.64
2025-06-08,86,別府,2,4,7,今藤　康裕,3.68
2025-06-08,86,別府,2,5,3,山本　　奨,3.93
2025-06-08,86,別府,2,6,9,中川　聖大,4.72
2025-06-08,86,別府,2,7,8,佐藤　朋也,5.12
2025-06-08,86,別府,2,8,6,安部　達也,5.29
2025-06-08,86,別府,2,9,4,仲野　結音,5.49
2025-06-08,86,別府,3,1,1,濱田　浩司,2.75
2025-06-08,86,別府,3,2,5,青柳　靖起,3.36
2025-06-08,86,別府,3,3,2,佐藤　　壮,3.50
2025-06-08,86,別府,3,4,4,村上　直久,3.66
2025-06-08,86,別府,3,5,7,矢野　昌彦,4.13
2025-06-08,86,別府,3,6,6,石丸　寛之,4.79
2025-06-08,86,別府,3,7,9,室井　健一,5.06
2025-06-08,86,別府,3,8,8,内田　英介,5.42
2025-06-08,86,別府,3,9,3,小林　潤二,5.74
2025-06-08,86,別府,4,1,9,松岡　健介,2.60
2025-06-08,86,別府,4,2,5,大野　悟郎,2.96
2025-06-08,86,別府,4,3,3,池野　健太,3.57
2025-06-08,86,別府,4,4,8,山田　雄大,3.79
2025-06-08,86,別府,4,5,7,今村麟太郎,3.92
2025-06-08,86,別府,4,6,1,長松　空吾,4.09
2025-06-08,86,別府,4,7,2,掛水　泰範,4.40
2025-06-08,86,別府,4,8,4,前反祐一郎,5.02
2025-06-08,86,別府,4,9,6,磯川　勝裕,5.49
2025-06-08,86,別府,5,1,3,古賀　勝大,1.74
2025-06-08,86,別府,5,2,8,今岡　徹二,2.42
2025-06-08,86,別府,5,3,5,治田　知也,2.85
2025-06-08,86,別府,5,4,4,和泉　尚吾,2.86
2025-06-08,86,別府,5,5,9,吉田　敏洋,3.31
2025-06-08,86,別府,5,6,7,今野　大輔,3.64
2025-06-08,86,別府,5,7,1,新田　康仁,3.93
2025-06-08,86,別府,5,8,2,北村　信明,4.61
2025-06-08,86,別府,5,9,6,小菅　　誠,4.90
2025-06-08,86,別府,6,1,2,市橋司優人,2.96
2025-06-08,86,別府,6,2,1,櫻井　正孝,3.08
2025-06-08,86,別府,6,3,8,坂本　周輝,3.31
2025-06-08,86,別府,6,4,9,橋本　優己,3.48
2025-06-08,86,別府,6,5,4,津村洸次郎,3.83
2025-06-08,86,別府,6,6,7,林　慶次郎,4.03
2025-06-08,86,別府,6,7,6,真崎新太郎,5.08
2025-06-08,86,別府,6,8,3,鷲田　幸司,5.18
2025-06-08,86,別府,6,9,5,福島　武士,5.38
2025-06-08,86,別府,7,1,5,阿部　拓真,1.35
2025-06-08,86,別府,7,2,1,岩谷　拓磨,1.74
2025-06-08,86,別府,7,3,4,山口　貴弘,3.31
2025-06-08,86,別府,7,4,2,菊池　岳仁,3.49
2025-06-08,86,別府,7,5,8,甲斐　俊祐,3.63
2025-06-08,86,別府,7,6,3,尾形　鉄馬,3.84
2025-06-08,86,別府,7,7,9,近藤　　保,4.02
2025-06-08,86,別府,7,8,6,黒田　　淳,5.27
2025-06-08,86,別府,7,9,7,佐藤　康紀,5.78
2025-06-08,86,別府,8,1,9,酒井　雄多,2.85
2025-06-08,86,別府,8,2,1,久米　康平,2.98
2025-06-08,86,別府,8,3,7,佐々木　豪,3.45
2025-06-08,86,別府,8,4,3,佐藤　友和,3.68
2025-06-08,86,別府,8,5,5,内山　雅貴,3.95
2025-06-08,86,別府,8,6,6,中島　詩音,4.14
2025-06-08,86,別府,8,7,2,柴田　洋輔,4.74
2025-06-08,86,別府,8,8,8,小島　　歩,4.92
2025-06-08,86,別府,8,9,4,関　　貴之,5.22
2025-06-08,86,別府,9,1,1,大西　貴晃,2.69
2025-06-08,86,別府,9,2,5,稲吉　悠大,3.12
2025-06-08,86,別府,9,3,4,木村　佑来,3.13
2025-06-08,86,別府,9,4,9,橋本　智昭,3.49
2025-06-08,86,別府,9,5,6,谷口　力也,3.53
2025-06-08,86,別府,9,6,2,山崎　将幸,3.98
2025-06-08,86,別府,9,7,3,川口　雄太,4.14
2025-06-08,86,別府,9,8,7,小原丈一郎,4.19
2025-06-08,86,別府,9,9,8,河崎　正晴,4.50
2025-06-08,86,別府,10,1,1,菅田　壱道,3.21
2025-06-08,86,別府,10,2,9,竹内　智彦,3.37
2025-06-08,86,別府,10,3,4,渡邉　豪大,4.00
2025-06-08,86,別府,10,4,8,小林　弘和,4.02
2025-06-08,86,別府,10,5,2,坂井　　洋,4.18
2025-06-08,86,別府,10,6,6,高原　仁志,4.24
2025-06-08,86,別府,10,7,7,一丸　尚伍,4.33
2025-06-08,86,別府,10,8,3,東矢　圭吾,4.75
2025-06-08,86,別府,10,9,5,諸橋　　愛,4.87
2025-06-08,86,別府,11,1,2,松谷　秀幸,2.95
2025-06-08,86,別府,11,2,1,小岩　大介,3.36
2025-06-08,86,別府,11,3,9,中川　貴徳,3.92
2025-06-08,86,別府,11,4,3,皿屋　　豊,4.17
2025-06-08,86,別府,11,5,5,山崎　賢人,4.53
2025-06-08,86,別府,11,6,8,牧　　剛央,4.64
2025-06-08,86,別府,11,7,6,格清　洋介,4.87
2025-06-08,86,別府,11,8,7,隅田　洋介,5.70
2025-06-08,86,別府,11,9,4,松永　　将,5.74
2025-06-08,86,別府,12,1,1,新山　響平,2.85
2025-06-08,86,別府,12,2,5,守澤　太志,3.48
2025-06-08,86,別府,12,3,3,村田　雅一,3.64
2025-06-08,86,別府,12,4,6,瀬戸　晋作,4.23
2025-06-08,86,別府,12,5,4,村上　博幸,5.11
2025-06-08,86,別府,12,6,7,寺崎　浩平,5.13
2025-06-08,86,別府,12,7,2,岩本　俊介,5.62
2025-06-08,86,別府,12,8,8,阿部　将大,5.70
2025-06-08,86,別府,12,9,9,深谷　知広,5.88
