date,venue_id,venue_name,race_no,rank_within_race,car_no,name_kanji,predicted_rank
2025-06-06,12,青森,1,1,4,久保　将史,2.40
2025-06-06,12,青森,1,2,5,菊池　崇訓,2.60
2025-06-06,12,青森,1,3,1,山崎　明寛,3.07
2025-06-06,12,青森,1,4,7,浜田　翔平,3.17
2025-06-06,12,青森,1,5,3,千原　洋晋,3.66
2025-06-06,12,青森,1,6,2,前島　恭平,3.69
2025-06-06,12,青森,1,7,6,椿　　佳友,5.30
2025-06-06,12,青森,2,1,1,橋本　祐司,2.50
2025-06-06,12,青森,2,2,2,塚本　勝士,2.61
2025-06-06,12,青森,2,3,3,光岡　義洋,4.30
2025-06-06,12,青森,2,4,6,太田　貴之,4.46
2025-06-06,12,青森,2,5,5,島田　茂希,4.61
2025-06-06,12,青森,2,6,4,木村　健司,4.88
2025-06-06,12,青森,2,7,7,吉田　勇気,5.10
2025-06-06,12,青森,3,1,2,福森慎太郎,2.41
2025-06-06,12,青森,3,2,3,吉田　英二,3.55
2025-06-06,12,青森,3,3,1,服部　竜二,3.97
2025-06-06,12,青森,3,4,4,山田慎一郎,4.58
2025-06-06,12,青森,3,5,7,吉澤　　賢,5.13
2025-06-06,12,青森,3,6,6,赤石　　聡,5.82
2025-06-06,12,青森,3,7,5,木幡　幸仁（取消）,6.49
2025-06-06,12,青森,4,1,5,住村　　実,2.88
2025-06-06,12,青森,4,2,1,手島　志誠,2.95
2025-06-06,12,青森,4,3,6,丸山　勝也,3.78
2025-06-06,12,青森,4,4,4,村上　順規,3.90
2025-06-06,12,青森,4,5,2,近藤　直幹,3.99
2025-06-06,12,青森,4,6,7,高田　大輔,4.78
2025-06-06,12,青森,4,7,3,米倉　剛志,4.80
2025-06-06,12,青森,5,1,1,入田　龍馬,1.13
2025-06-06,12,青森,5,2,3,伊藤　　司,2.84
2025-06-06,12,青森,5,3,2,法月　成祐,3.53
2025-06-06,12,青森,5,4,5,近藤　圭佑,3.72
2025-06-06,12,青森,5,5,4,渡邊　一洋,3.93
2025-06-06,12,青森,5,6,7,澤亀　浩司,4.18
2025-06-06,12,青森,5,7,6,佐藤　純嘉,6.10
2025-06-06,12,青森,6,1,1,小田　恭介,1.57
2025-06-06,12,青森,6,2,3,中井　　修,3.42
2025-06-06,12,青森,6,3,2,岡崎　克政,3.72
2025-06-06,12,青森,6,4,7,佐藤　正吾,3.88
2025-06-06,12,青森,6,5,5,小林　　健,4.04
2025-06-06,12,青森,6,6,4,相良　勝美,4.67
2025-06-06,12,青森,6,7,6,西郷　　剛,5.55
