date,venue_id,venue_name,race_no,rank_within_race,car_no,name_kanji,predicted_rank
2025-06-07,11,函館,1,1,2,町田　勝志,2.41
2025-06-07,11,函館,1,2,1,堀　　勝政,2.81
2025-06-07,11,函館,1,3,4,青木　亮太,3.24
2025-06-07,11,函館,1,4,5,梶山　大輔,3.41
2025-06-07,11,函館,1,5,3,邊見　祐太,4.78
2025-06-07,11,函館,1,5,6,安藤　雄一,4.78
2025-06-07,11,函館,1,7,7,田　　典幸,5.90
2025-06-07,11,函館,2,1,4,明星　晴道,2.11
2025-06-07,11,函館,2,2,1,福田　健太,2.71
2025-06-07,11,函館,2,3,2,大澤　哉太,3.51
2025-06-07,11,函館,2,3,3,三登　誉哲,3.51
2025-06-07,11,函館,2,5,5,玉木　英典,4.83
2025-06-07,11,函館,2,6,7,志村　正洋,4.91
2025-06-07,11,函館,2,7,6,松木　竜也,5.33
2025-06-07,11,函館,3,1,1,角　　宗哉,1.02
2025-06-07,11,函館,3,2,2,山口幸太郎,2.02
2025-06-07,11,函館,3,3,5,小林　高志,2.80
2025-06-07,11,函館,3,4,3,佐藤　裕輝,3.27
2025-06-07,11,函館,3,5,4,田崎良太郎,3.33
2025-06-07,11,函館,3,6,6,塚本　　諭,4.94
2025-06-07,11,函館,3,7,7,鈴木龍之介,5.05
2025-06-07,11,函館,4,1,1,藤田　祐大,0.57
2025-06-07,11,函館,4,2,3,藤野　竜也,3.00
2025-06-07,11,函館,4,3,4,白木　正彦,3.56
2025-06-07,11,函館,4,4,7,藤原　義晴,4.73
2025-06-07,11,函館,4,5,5,永山　英司,5.39
2025-06-07,11,函館,4,6,2,望月裕一郎,5.77
2025-06-07,11,函館,4,7,6,角口　聖也,6.31
2025-06-07,11,函館,5,1,4,池田伍功羽,3.05
2025-06-07,11,函館,5,2,2,栗田　万生,3.39
2025-06-07,11,函館,5,3,3,原岡泰志郎,3.77
2025-06-07,11,函館,5,4,6,南部　亮太,3.95
2025-06-07,11,函館,5,5,1,小林　圭介,4.19
2025-06-07,11,函館,5,6,5,川口　秀人,4.26
2025-06-07,11,函館,5,7,7,伊藤　一貴,6.77
2025-06-07,11,函館,6,1,3,井寺　亮太,2.11
2025-06-07,11,函館,6,2,2,大島　将人,3.29
2025-06-07,11,函館,6,3,4,安藤　宜明,3.70
2025-06-07,11,函館,6,4,1,根本　雄紀,4.47
2025-06-07,11,函館,6,5,7,鈴木　康平,4.53
2025-06-07,11,函館,6,6,5,山信田　学,5.36
2025-06-07,11,函館,6,7,6,舟山　佑京,6.26
2025-06-07,11,函館,7,1,1,中野光太郎,2.73
2025-06-07,11,函館,7,2,2,隅　　直幸,4.02
2025-06-07,11,函館,7,3,5,大越　啓介,4.64
2025-06-07,11,函館,7,4,7,白川　将太,4.88
2025-06-07,11,函館,7,5,4,深澤　伸介,5.37
2025-06-07,11,函館,7,6,6,伊藤　彰規,5.43
2025-06-07,11,函館,7,7,3,野間　　司,5.73
2025-06-07,11,函館,8,1,1,小堀　敢太,1.69
2025-06-07,11,函館,8,2,2,高木　　翔,4.54
2025-06-07,11,函館,8,3,3,阿部　英光,4.63
2025-06-07,11,函館,8,4,5,荻野　　哲,4.95
2025-06-07,11,函館,8,5,4,郡　　英治,5.65
2025-06-07,11,函館,8,6,7,森　　佑樹,5.68
2025-06-07,11,函館,8,7,6,大沼　孝行,5.74
2025-06-07,11,函館,9,1,1,中村　隆生,3.06
2025-06-07,11,函館,9,2,3,八谷　誠賢,3.36
2025-06-07,11,函館,9,3,7,野口　大誠,3.55
2025-06-07,11,函館,9,4,2,中村弘之輔,4.45
2025-06-07,11,函館,9,5,5,高橋　陽介,4.47
2025-06-07,11,函館,9,6,6,近藤　修康,5.38
2025-06-07,11,函館,9,7,4,小川　圭二,5.91
2025-06-07,12,青森,1,1,1,久保　将史,2.75
2025-06-07,12,青森,1,2,2,橋本　祐司,3.00
2025-06-07,12,青森,1,3,4,山崎　明寛,3.19
2025-06-07,12,青森,1,4,3,菊池　崇訓,3.66
2025-06-07,12,青森,1,5,5,山田慎一郎,3.76
2025-06-07,12,青森,1,6,6,椿　　佳友,4.45
2025-06-07,12,青森,2,1,4,吉田　英二,2.57
2025-06-07,12,青森,2,2,2,吉田　勇気,3.28
2025-06-07,12,青森,2,3,3,服部　竜二,3.83
2025-06-07,12,青森,2,4,1,前島　恭平,3.96
2025-06-07,12,青森,2,5,5,近藤　直幹,4.24
2025-06-07,12,青森,2,6,6,木村　健司,4.92
2025-06-07,12,青森,3,1,1,住村　　実,2.91
2025-06-07,12,青森,3,2,5,高田　大輔,3.16
2025-06-07,12,青森,3,3,2,千原　洋晋,3.82
2025-06-07,12,青森,3,4,7,光岡　義洋,4.27
2025-06-07,12,青森,3,5,4,赤石　　聡,5.67
2025-06-07,12,青森,3,6,6,太田　貴之,5.88
2025-06-07,12,青森,3,7,3,島田　茂希,5.99
2025-06-07,12,青森,4,1,1,伊藤　　司,1.13
2025-06-07,12,青森,4,2,4,福森慎太郎,3.40
2025-06-07,12,青森,4,3,2,陶器　一馬,3.57
2025-06-07,12,青森,4,4,3,法月　成祐,4.22
2025-06-07,12,青森,4,4,5,相良　勝美,4.22
2025-06-07,12,青森,4,6,7,岡崎　克政,4.44
2025-06-07,12,青森,4,7,6,齋藤　　明,5.25
2025-06-07,12,青森,5,1,2,入田　龍馬,1.06
2025-06-07,12,青森,5,2,5,手島　志誠,2.34
2025-06-07,12,青森,5,3,1,浜田　翔平,3.35
2025-06-07,12,青森,5,4,3,中野　　良,4.09
2025-06-07,12,青森,5,5,4,西郷　　剛,4.53
2025-06-07,12,青森,5,6,7,松本　琢也,4.84
2025-06-07,12,青森,5,7,6,佐藤　純嘉,4.89
2025-06-07,12,青森,6,1,5,秋末　　蓮,2.33
2025-06-07,12,青森,6,2,4,中井　　修,2.90
2025-06-07,12,青森,6,3,3,塚本　勝士,3.83
2025-06-07,12,青森,6,4,2,吉澤　　賢,4.35
2025-06-07,12,青森,6,5,6,丸山　勝也,4.67
2025-06-07,12,青森,6,6,7,米倉　剛志,4.86
2025-06-07,12,青森,6,7,1,澤亀　浩司,4.90
2025-06-07,12,青森,7,1,1,小田　恭介,1.59
2025-06-07,12,青森,7,2,5,岡部　陸斗,2.58
2025-06-07,12,青森,7,3,4,佐藤　正吾,3.10
2025-06-07,12,青森,7,4,2,小林　　健,3.58
2025-06-07,12,青森,7,5,6,亀井　宏佳,3.98
2025-06-07,12,青森,7,6,3,近藤　圭佑,4.13
2025-06-07,12,青森,7,7,7,渡邊　一洋,4.85
2025-06-07,34,川崎,1,1,2,小林　和彦,2.58
2025-06-07,34,川崎,1,2,1,山本　天平,3.08
2025-06-07,34,川崎,1,3,5,對馬　太陽,3.25
2025-06-07,34,川崎,1,4,3,吉竹　雄城,3.53
2025-06-07,34,川崎,1,5,4,横田　政直,4.77
2025-06-07,34,川崎,1,6,6,元砂　海人,5.19
2025-06-07,34,川崎,1,7,7,鈴木　規純,5.49
2025-06-07,34,川崎,2,1,5,伊藤　嘉浩,2.09
2025-06-07,34,川崎,2,2,2,油谷　　蒼,2.52
2025-06-07,34,川崎,2,3,3,田村　純一,2.55
2025-06-07,34,川崎,2,4,1,坂元　洋行,3.38
2025-06-07,34,川崎,2,5,4,石川　一浩,4.15
2025-06-07,34,川崎,2,6,6,今村　俊雄,4.46
2025-06-07,34,川崎,2,7,7,郷坪　和博,5.52
2025-06-07,34,川崎,3,1,1,吉田　優斗,1.95
2025-06-07,34,川崎,3,2,2,井坂　泰誓,2.60
2025-06-07,34,川崎,3,3,3,相澤　恵一,2.86
2025-06-07,34,川崎,3,4,4,伊狩　知人,3.08
2025-06-07,34,川崎,3,5,7,長崎　達也,4.50
2025-06-07,34,川崎,3,6,5,杉山　正和,4.63
2025-06-07,34,川崎,3,7,6,浦野　慈生,5.36
2025-06-07,34,川崎,4,1,1,高野　信元,1.07
2025-06-07,34,川崎,4,2,2,前田　拓也,2.76
2025-06-07,34,川崎,4,3,6,山城　光央,4.21
2025-06-07,34,川崎,4,4,5,佐川　拓也,5.07
2025-06-07,34,川崎,4,5,4,黒田　　充,5.51
2025-06-07,34,川崎,4,6,3,齋藤　昌太,6.00
2025-06-07,34,川崎,4,7,7,浦山　一栄,6.79
2025-06-07,34,川崎,5,1,2,藤岡　徹也,2.61
2025-06-07,34,川崎,5,2,1,寺沼　将彦,3.25
2025-06-07,34,川崎,5,3,3,上田　　隼,3.46
2025-06-07,34,川崎,5,4,4,石田　典大,3.80
2025-06-07,34,川崎,5,5,5,宮澤　　晃,3.97
2025-06-07,34,川崎,5,6,6,十文字菊雄,5.09
2025-06-07,34,川崎,5,7,7,太田　雅之,5.38
2025-06-07,34,川崎,6,1,2,村上　卓茂,3.76
2025-06-07,34,川崎,6,2,6,黒川　　渉,4.01
2025-06-07,34,川崎,6,3,7,谷本　奨輝,4.95
2025-06-07,34,川崎,6,4,3,本多　哲也,5.05
2025-06-07,34,川崎,6,5,4,佐藤　　謙,5.39
2025-06-07,34,川崎,6,6,1,西村　行貴,5.61
2025-06-07,34,川崎,6,7,5,石川　恭規,6.06
2025-06-07,34,川崎,7,1,2,山口　智弘,2.66
2025-06-07,34,川崎,7,2,3,高橋　大輝,3.25
2025-06-07,34,川崎,7,3,1,吉堂　将規,3.87
2025-06-07,34,川崎,7,4,4,大庭　正紀,4.66
2025-06-07,34,川崎,7,5,5,赤塚　悠人,5.37
2025-06-07,34,川崎,7,6,7,天沼　雅貴,5.40
2025-06-07,34,川崎,7,7,6,山崎　功也,5.51
2025-06-07,34,川崎,8,1,1,望月　湧世,2.49
2025-06-07,34,川崎,8,2,2,渋谷　　錬,3.10
2025-06-07,34,川崎,8,3,3,川崎　健次,3.65
2025-06-07,34,川崎,8,4,5,石貞　有基,3.79
2025-06-07,34,川崎,8,5,4,山崎　充央,4.00
2025-06-07,34,川崎,8,6,6,新井僚太郎,4.49
2025-06-07,34,川崎,8,7,7,山中　貴雄,5.51
2025-06-07,34,川崎,9,1,3,舘　　泰守,3.30
2025-06-07,34,川崎,9,2,5,會澤　　龍,3.64
2025-06-07,34,川崎,9,3,1,菅野　航基,3.71
2025-06-07,34,川崎,9,4,7,阿久津　修,4.01
2025-06-07,34,川崎,9,5,4,近藤　俊明,4.13
2025-06-07,34,川崎,9,6,2,近藤　夏樹,4.44
2025-06-07,34,川崎,9,7,6,南儀　拓海,4.93
2025-06-07,38,静岡,1,1,1,大関　祐也,2.36
2025-06-07,38,静岡,1,2,3,飯島　　淳,3.21
2025-06-07,38,静岡,1,3,4,才迫　勇馬,3.38
2025-06-07,38,静岡,1,4,7,上野　真吾,3.55
2025-06-07,38,静岡,1,5,5,藤井　孝則,3.70
2025-06-07,38,静岡,1,6,2,八尋　英輔,4.15
2025-06-07,38,静岡,1,7,6,三浦　　靖,5.38
2025-06-07,38,静岡,2,1,4,伊藤　歩登,3.71
2025-06-07,38,静岡,2,2,2,窪田　陽介,4.06
2025-06-07,38,静岡,2,3,3,原田　　隆,4.13
2025-06-07,38,静岡,2,4,5,下野　義城,4.36
2025-06-07,38,静岡,2,5,1,小川　　巧,4.42
2025-06-07,38,静岡,2,6,7,田上　晃也,4.93
2025-06-07,38,静岡,2,7,6,大薗　　宏,6.14
2025-06-07,38,静岡,3,1,2,能代谷　元,2.22
2025-06-07,38,静岡,3,2,7,相笠　翔太,2.94
2025-06-07,38,静岡,3,3,4,渡邉　高志,3.82
2025-06-07,38,静岡,3,4,1,白石　大輔,3.84
2025-06-07,38,静岡,3,5,5,高橋　雅之,4.01
2025-06-07,38,静岡,3,6,6,川野　　深,4.85
2025-06-07,38,静岡,3,7,3,高橋　優斗,5.08
2025-06-07,38,静岡,4,1,5,枝村　弘樹,2.37
2025-06-07,38,静岡,4,2,3,榎本　光男,3.05
2025-06-07,38,静岡,4,3,2,柳谷　　崇,3.60
2025-06-07,38,静岡,4,4,4,板橋　慎治,3.87
2025-06-07,38,静岡,4,5,7,薦田　将伍,4.06
2025-06-07,38,静岡,4,6,1,梶原　恵介,5.08
2025-06-07,38,静岡,4,7,6,水野　悟志,5.70
2025-06-07,38,静岡,5,1,2,五味田奈穂,3.22
2025-06-07,38,静岡,5,2,3,黒河内由実,4.39
2025-06-07,38,静岡,5,3,1,新井　美菜,4.68
2025-06-07,38,静岡,5,4,5,保立　沙織,4.88
2025-06-07,38,静岡,5,5,4,小林　　諒,4.98
2025-06-07,38,静岡,5,6,6,吉村美有紀,5.19
2025-06-07,38,静岡,5,7,7,加藤　　恵,5.76
2025-06-07,38,静岡,6,1,2,土生　敦弘,2.20
2025-06-07,38,静岡,6,2,4,加藤　圭一,4.05
2025-06-07,38,静岡,6,3,5,飯田　辰哉,4.42
2025-06-07,38,静岡,6,4,1,齋木　翔多,4.87
2025-06-07,38,静岡,6,5,6,白上　　翔,5.02
2025-06-07,38,静岡,6,6,3,丸山　直樹,5.43
2025-06-07,38,静岡,7,1,2,岩本　和也,3.98
2025-06-07,38,静岡,7,2,6,武井　大介,4.32
2025-06-07,38,静岡,7,3,3,奥村　諭志,5.01
2025-06-07,38,静岡,7,4,5,佐々木則幸,5.40
2025-06-07,38,静岡,7,5,1,高塩　讓次,5.79
2025-06-07,38,静岡,7,6,4,太田　龍希,6.78
2025-06-07,38,静岡,8,1,4,久島　尚樹,3.12
2025-06-07,38,静岡,8,2,5,元砂　勇雪,3.54
2025-06-07,38,静岡,8,3,1,山本　伸一,4.11
2025-06-07,38,静岡,8,4,7,山岸　佳太,4.46
2025-06-07,38,静岡,8,5,3,菅原　大也,4.48
2025-06-07,38,静岡,8,6,2,朝倉　佳弘,5.04
2025-06-07,38,静岡,8,7,6,佐藤　龍二,5.08
2025-06-07,38,静岡,9,1,1,道場　晃規,3.63
2025-06-07,38,静岡,9,2,5,簗田　一輝,4.33
2025-06-07,38,静岡,9,3,3,佐方　良行,4.64
2025-06-07,38,静岡,9,4,4,萩原　孝之,4.74
2025-06-07,38,静岡,9,5,2,筒井　敦史,4.95
2025-06-07,38,静岡,9,6,6,竹内　雄作,5.34
2025-06-07,38,静岡,9,7,7,木村　隆弘,5.80
2025-06-07,38,静岡,10,1,6,佐々木亮太,2.21
2025-06-07,38,静岡,10,2,7,吉川　希望,4.15
2025-06-07,38,静岡,10,3,3,相澤　政宏,4.28
2025-06-07,38,静岡,10,4,2,出口謙一郎,4.48
2025-06-07,38,静岡,10,5,5,近藤　誠二,5.65
2025-06-07,38,静岡,10,6,4,小原　唯志,5.91
2025-06-07,38,静岡,10,7,1,丸山　啓一,6.22
2025-06-07,38,静岡,11,1,1,児玉　碧衣,3.21
2025-06-07,38,静岡,11,2,4,吉川　美穂,3.54
2025-06-07,38,静岡,11,3,2,豊田　美香,4.20
2025-06-07,38,静岡,11,4,3,小林　莉子,4.61
2025-06-07,38,静岡,11,5,5,中野　　咲,5.37
2025-06-07,38,静岡,11,6,6,藤高　千恵,5.97
2025-06-07,38,静岡,11,7,7,又多　風緑,6.40
2025-06-07,38,静岡,12,1,2,小林　泰正,3.96
2025-06-07,38,静岡,12,2,7,雨谷　一樹,4.27
2025-06-07,38,静岡,12,3,6,竹山　陵太,4.32
2025-06-07,38,静岡,12,4,4,小倉　竜二,4.36
2025-06-07,38,静岡,12,5,1,中野　慎詞,4.61
2025-06-07,38,静岡,12,6,3,久田　裕也,5.03
2025-06-07,38,静岡,12,7,5,石塚　孝幸,5.58
2025-06-07,44,大垣,1,1,1,戸田　康平,2.42
2025-06-07,44,大垣,1,2,5,山田　祐太,2.82
2025-06-07,44,大垣,1,3,4,北川　紋部,2.92
2025-06-07,44,大垣,1,4,7,阿部　　弘,3.37
2025-06-07,44,大垣,1,5,3,山田　　武,3.86
2025-06-07,44,大垣,1,6,2,坂本　　毅,4.24
2025-06-07,44,大垣,1,7,6,高木　隆弘,6.28
2025-06-07,44,大垣,2,1,5,本村　隆文,2.69
2025-06-07,44,大垣,2,2,2,増田　利明,3.57
