date,venue_id,venue_name,race_no,rank_within_race,car_no,name_kanji,predicted_rank
2025-06-09,11,函館,1,1,2,小林　高志,2.42
2025-06-09,11,函館,1,2,3,藤原　義晴,2.58
2025-06-09,11,函館,1,3,1,藤野　竜也,3.35
2025-06-09,11,函館,1,4,5,椿　　佳友,3.85
2025-06-09,11,函館,1,5,4,松木　竜也,3.93
2025-06-09,11,函館,1,6,6,田　　典幸,6.19
2025-06-09,11,函館,2,1,1,明星　晴道,2.32
2025-06-09,11,函館,2,2,4,志村　正洋,2.98
2025-06-09,11,函館,2,3,2,永山　英司,3.71
2025-06-09,11,函館,2,4,5,安藤　雄一,4.02
2025-06-09,11,函館,2,5,6,鈴木龍之介,4.49
2025-06-09,11,函館,2,6,3,角口　聖也,4.60
2025-06-09,11,函館,3,1,2,堀　　勝政,2.25
2025-06-09,11,函館,3,2,3,町田　勝志,2.39
2025-06-09,11,函館,3,3,5,青木　亮太,2.77
2025-06-09,11,函館,3,4,1,佐藤　裕輝,3.62
2025-06-09,11,函館,3,5,6,梶山　大輔,4.75
2025-06-09,11,函館,3,6,4,邊見　祐太,4.95
2025-06-09,11,函館,3,7,7,玉木　英典,5.46
2025-06-09,11,函館,4,1,2,池田伍功羽,2.53
2025-06-09,11,函館,4,2,5,大沼　孝行,2.92
2025-06-09,11,函館,4,3,4,白川　将太,3.18
2025-06-09,11,函館,4,4,6,鈴木　康平,3.86
2025-06-09,11,函館,4,5,3,荻野　　哲,4.14
2025-06-09,11,函館,4,6,7,伊藤　一貴,4.67
2025-06-09,11,函館,4,7,1,阿部　英光,4.81
2025-06-09,11,函館,5,1,1,井寺　亮太,2.35
2025-06-09,11,函館,5,2,2,安藤　宜明,3.30
2025-06-09,11,函館,5,3,6,伊藤　彰規,3.94
2025-06-09,11,函館,5,4,5,川口　秀人,4.10
2025-06-09,11,函館,5,5,4,大越　啓介,4.34
2025-06-09,11,函館,5,6,3,山信田　学,4.62
2025-06-09,11,函館,5,7,7,森　　佑樹,4.96
2025-06-09,11,函館,6,1,3,小林　圭介,2.51
2025-06-09,11,函館,6,2,2,根本　雄紀,2.94
2025-06-09,11,函館,6,3,5,原岡泰志郎,2.97
2025-06-09,11,函館,6,4,4,隅　　直幸,3.74
2025-06-09,11,函館,6,5,6,深澤　伸介,4.53
2025-06-09,11,函館,6,6,1,近藤　修康,4.64
2025-06-09,11,函館,6,7,7,舟山　佑京,5.58
2025-06-09,11,函館,7,1,1,野口　大誠,3.68
2025-06-09,11,函館,7,2,3,大島　将人,3.83
2025-06-09,11,函館,7,2,5,栗田　万生,3.83
2025-06-09,11,函館,7,4,2,高木　　翔,4.22
2025-06-09,11,函館,7,5,7,南部　亮太,4.24
2025-06-09,11,函館,7,6,4,野間　　司,4.65
2025-06-09,11,函館,7,7,6,郡　　英治,5.60
2025-06-09,11,函館,8,1,1,藤田　祐大,0.85
2025-06-09,11,函館,8,2,2,角　　宗哉,1.13
2025-06-09,11,函館,8,3,4,山口幸太郎,2.71
2025-06-09,11,函館,8,4,3,福田　健太,3.36
2025-06-09,11,函館,8,5,6,大澤　哉太,3.58
2025-06-09,11,函館,8,6,5,田崎良太郎,3.84
2025-06-09,11,函館,8,7,7,塚本　　諭,4.59
2025-06-09,11,函館,9,1,1,小堀　敢太,1.62
2025-06-09,11,函館,9,2,4,八谷　誠賢,2.26
2025-06-09,11,函館,9,3,2,中村　隆生,3.17
2025-06-09,11,函館,9,4,7,中野光太郎,3.35
2025-06-09,11,函館,9,5,6,高橋　陽介,4.06
2025-06-09,11,函館,9,6,3,中村弘之輔,5.30
2025-06-09,11,函館,9,7,5,小川　圭二,5.38
2025-06-09,24,宇都宮,1,1,2,中里福太郎,2.64
2025-06-09,24,宇都宮,1,2,4,小林　史也,2.78
2025-06-09,24,宇都宮,1,3,3,近藤　寛央,2.93
2025-06-09,24,宇都宮,1,4,5,松根　　真,3.51
2025-06-09,24,宇都宮,1,5,1,藤野　一良,3.57
2025-06-09,24,宇都宮,1,6,7,山崎　光展,3.78
2025-06-09,24,宇都宮,1,7,6,真崎　章徳,5.57
2025-06-09,24,宇都宮,2,1,5,相樂　　修,3.10
2025-06-09,24,宇都宮,2,2,4,土岐　幹多,3.54
2025-06-09,24,宇都宮,2,3,2,鮒田　博文,4.16
2025-06-09,24,宇都宮,2,4,3,竹内　優也,4.21
2025-06-09,24,宇都宮,2,5,1,金野　俊秋,4.32
2025-06-09,24,宇都宮,2,6,6,中村敏之輔,5.72
2025-06-09,24,宇都宮,2,7,7,稲毛　知也,5.75
2025-06-09,24,宇都宮,3,1,5,谷口　幸司,2.40
2025-06-09,24,宇都宮,3,2,1,山中　崇弘,3.13
2025-06-09,24,宇都宮,3,3,3,長野　和弘,3.85
2025-06-09,24,宇都宮,3,4,4,勝部　貴博,4.33
2025-06-09,24,宇都宮,3,5,2,深井　高志,4.41
2025-06-09,24,宇都宮,3,6,7,多田　晃紀,4.59
2025-06-09,24,宇都宮,3,7,6,伊藤　　翼,6.35
2025-06-09,24,宇都宮,4,1,4,梅山　英樹,2.54
2025-06-09,24,宇都宮,4,2,7,川上　隆義,2.90
2025-06-09,24,宇都宮,4,3,2,西川　弘資,4.31
2025-06-09,24,宇都宮,4,4,5,小川　将人,4.53
2025-06-09,24,宇都宮,4,5,3,黒田　大介,4.91
2025-06-09,24,宇都宮,4,6,1,石川　雅望,5.26
2025-06-09,24,宇都宮,4,7,6,隅田　幸助,6.62
2025-06-09,24,宇都宮,5,1,2,上川　直紀,1.57
2025-06-09,24,宇都宮,5,2,4,松岡　孔明,2.58
2025-06-09,24,宇都宮,5,3,6,高本　和也,4.12
2025-06-09,24,宇都宮,5,4,7,比佐　宝太,4.24
2025-06-09,24,宇都宮,5,5,1,近藤　範昌,4.78
2025-06-09,24,宇都宮,5,6,5,林　　昌幸,5.06
2025-06-09,24,宇都宮,5,7,3,小橋　明紀,5.56
2025-06-09,24,宇都宮,6,1,2,立部　楓真,3.53
2025-06-09,24,宇都宮,6,2,5,松川　高大,3.59
2025-06-09,24,宇都宮,6,3,4,島川　将貴,4.11
2025-06-09,24,宇都宮,6,4,7,川口　直人,4.33
2025-06-09,24,宇都宮,6,5,1,坂本　修一,4.64
2025-06-09,24,宇都宮,6,6,3,桐山敬太郎,5.19
2025-06-09,24,宇都宮,6,7,6,原　　真司,6.09
2025-06-09,24,宇都宮,7,1,5,月森　亮輔,3.52
2025-06-09,24,宇都宮,7,2,4,松崎　広太,3.92
2025-06-09,24,宇都宮,7,3,7,川津　悠揮,3.95
2025-06-09,24,宇都宮,7,4,3,岡田　泰地,5.01
2025-06-09,24,宇都宮,7,5,1,丸山　貴秀,5.49
2025-06-09,24,宇都宮,7,6,2,大崎飛雄馬,5.62
2025-06-09,24,宇都宮,7,7,6,肥後　尚己,5.89
2025-06-09,24,宇都宮,8,1,5,大森　慶一,4.41
2025-06-09,24,宇都宮,8,2,2,松村　友和,5.26
2025-06-09,24,宇都宮,8,3,3,五日市　誠,5.54
2025-06-09,24,宇都宮,8,4,7,佐藤　真一,5.72
2025-06-09,24,宇都宮,8,5,1,金子　幸央,5.81
2025-06-09,24,宇都宮,8,6,4,内田　玄希,5.99
2025-06-09,24,宇都宮,8,7,6,村田　瑞季,7.94
2025-06-09,24,宇都宮,9,1,4,志村　太賀,3.52
2025-06-09,24,宇都宮,9,2,7,横関　裕樹,3.74
2025-06-09,24,宇都宮,9,3,1,上田　裕和,4.77
2025-06-09,24,宇都宮,9,4,5,北野　武史,5.29
2025-06-09,24,宇都宮,9,5,6,北野　良栄,5.65
2025-06-09,24,宇都宮,9,6,2,山口　多聞,5.95
2025-06-09,24,宇都宮,9,7,3,鹿内　　翔,6.69
2025-06-09,24,宇都宮,10,1,2,中井　太祐,3.90
2025-06-09,24,宇都宮,10,2,3,小林　大介,4.19
2025-06-09,24,宇都宮,10,3,4,筒井　裕哉,4.64
2025-06-09,24,宇都宮,10,4,7,中釜　章成,5.01
2025-06-09,24,宇都宮,10,5,1,角　令央奈,5.43
2025-06-09,24,宇都宮,10,6,6,富　　弥昭,6.42
2025-06-09,24,宇都宮,10,7,5,浮島　知稀,7.54
2025-06-09,24,宇都宮,11,1,1,橋本　瑠偉,1.45
2025-06-09,24,宇都宮,11,2,4,横山　尚則,4.93
